### ChExMix replication codes
# Codes:
#     X : Event was not called in this condition
#     S : This condition only contains a single replicate
#     D : Called in one replicate or condition as a whole, significant difference detected across some replicates (binomial P-value, same threshold as --q)
#     1 : Called in one replicate or condition as a whole, NO significant difference detected across any replicates
#    >1 : Number of replicates in which binding event is called significant
#
#BindingEvent	SAMPLE
chrec2:3654094	S
chrec2:3469598	S
chrec2:2923000	S
chrec2:1289014	S
chrec2:237006	S
chrec2:3920446	S
chrec2:3690566	S
chrec2:4213508	S
chrec2:1032093	S
chrec2:224441	S
chrec2:2728709	S
chrec2:3428173	S
chrec2:3692691	S
chrec2:2946148	S
chrec2:3600811	S
chrec2:3425897	S
chrec2:781530	S
chrec2:2725588	S
chrec2:3424136	S
chrec2:3690486	S
chrec2:3467859	S
chrec2:3828752	S
chrec2:3599149	S
chrec2:3424216	S
chrec2:3596881	S
chrec2:3308229	S
chrec2:228253	S
chrec2:3465760	S
chrec2:2728791	S
chrec2:3109092	S
chrec2:3467942	S
chrec2:4610810	S
chrec2:2816785	S
chrec2:226323	S
chrec2:1748248	S
chrec2:4212091	S
chrec2:2754439	S
chrec2:226404	S
chrec2:3756040	S
chrec2:1994107	S
chrec2:2046752	S
chrec2:3465841	S
chrec2:3596966	S
chrec2:3931775	S
chrec2:2727211	S
chrec2:4214755	S
chrec2:2725668	S
chrec2:4214674	S
chrec2:3427154	S
chrec2:4187077	S
chrec2:228173	S
chrec2:3692611	S
chrec2:4216061	S
chrec2:4216141	S
chrec2:1748208	S
chrec2:2727293	S
chrec2:2941445	S
chrec2:262132	S
chrec2:3425979	S
chrec2:3427074	S
chrec2:3456689	S
chrec2:3333054	S
chrec2:3598110	S
chrec2:259306	S
chrec2:697148	S
chrec2:3586692	S
chrec2:4213591	S
chrec2:2060173	S
chrec2:4501150	S
chrec2:2062068	S
chrec2:926388	S
chrec2:4192438	S
chrec2:4335320	S
chrec2:3322125	S
chrec2:4197248	S
chrec2:3725911	S
chrec2:3670390	S
chrec2:3209406	S
chrec2:1302610	S
chrec2:2997646	S
chrec2:3725993	S
chrec2:4367241	S
chrec2:21125	S
chrec2:3459865	S
chrec2:3054781	S
chrec2:2064462	S
chrec2:3378549	S
chrec2:4367283	S
chrec2:4198780	S
chrec2:4472197	S
chrec2:3270251	S
chrec2:1802399	S
chrec2:4199703	S
chrec2:4170024	S
chrec2:3458322	S
chrec2:3714367	S
chrec2:3650099	S
chrec2:475740	S
chrec2:1148551	S
chrec2:1051055	S
chrec2:3829233	S
chrec2:3183239	S
chrec2:1097863	S
chrec2:1020508	S
chrec2:3691622	S
chrec2:4039577	S
chrec2:4429719	S
chrec2:3466847	S
chrec2:3686316	S
chrec2:3237118	S
chrec2:233788	S
chrec2:4194025	S
chrec2:3645548	S
chrec2:2289562	S
chrec2:416678	S
chrec2:122157	S
chrec2:2471786	S
chrec2:564019	S
chrec2:4194550	S
chrec2:3193393	S
chrec2:3832102	S
chrec2:4121221	S
chrec2:2689904	S
chrec2:3727833	S
chrec2:3214273	S
chrec2:3530756	S
chrec2:1085395	S
chrec2:3353937	S
chrec2:1739481	S
chrec2:122910	S
chrec2:2744854	S
chrec2:4371533	S
chrec2:1926934	S
chrec2:2316124	S
chrec2:3727119	S
chrec2:4196032	S
chrec2:1801860	S
chrec2:4430398	S
chrec2:3635381	S
chrec2:3311601	S
chrec2:2273158	S
chrec2:2908366	S
chrec2:4169431	S
chrec2:2045603	S
chrec2:1624540	S
chrec2:3974640	S
chrec2:962278	S
chrec2:3728198	S
chrec2:3377765	S
chrec2:3446279	S
chrec2:1721579	S
chrec2:2662052	S
chrec2:3377425	S
chrec2:2562908	S
chrec2:3084903	S
chrec2:3243463	S
chrec2:2923692	S
chrec2:919508	S
chrec2:3193770	S
chrec2:1759115	S
chrec2:2092192	S
chrec2:2446971	S
chrec2:1153172	S
chrec2:3055637	S
chrec2:189736	S
chrec2:4409392	S
chrec2:3729184	S
chrec2:1990085	S
chrec2:2100379	S
chrec2:4031202	S
chrec2:3054429	S
chrec2:3328655	S
chrec2:3804142	S
chrec2:416419	S
chrec2:3715755	S
chrec2:1742947	S
chrec2:2285779	S
chrec2:237	S
chrec2:2070521	S
chrec2:4577018	S
chrec2:4195173	S
chrec2:4532738	S
chrec2:106529	S
chrec2:89593	S
chrec2:417230	S
chrec2:252267	S
chrec2:431390	S
chrec2:3109880	S
chrec2:2627923	S
chrec2:2632664	S
chrec2:2436295	S
chrec2:1800917	S
chrec2:4336533	S
chrec2:2316467	S
chrec2:113397	S
chrec2:4381559	S
chrec2:2652348	S
chrec2:1620797	S
chrec2:4278651	S
chrec2:4193716	S
chrec2:4624242	S
chrec2:2536708	S
chrec2:4404867	S
chrec2:3992097	S
chrec2:4277667	S
chrec2:3578326	S
chrec2:3455665	S
chrec2:4194855	S
chrec2:2632850	S
chrec2:3385334	S
chrec2:2743391	S
chrec2:3992334	S
chrec2:3756474	S
chrec2:3455529	S
chrec2:208492	S
chrec2:3847004	S
chrec2:3897802	S
chrec2:2735639	S
chrec2:3085270	S
chrec2:3456024	S
chrec2:1401200	S
chrec2:4168811	S
chrec2:479597	S
chrec2:2866171	S
chrec2:3729757	S
chrec2:3773485	S
chrec2:675268	S
chrec2:3727539	S
chrec2:3410216	S
chrec2:2743797	S
chrec2:2619565	S
chrec2:3167209	S
chrec2:3436476	S
chrec2:1807781	S
chrec2:850869	S
chrec2:3713911	S
chrec2:3716585	S
chrec2:1804420	S
chrec2:106672	S
chrec2:3729540	S
chrec2:3455891	S
chrec2:1263589	S
chrec2:3164657	S
chrec2:417444	S
chrec2:4556157	S
chrec2:4404659	S
chrec2:3118001	S
chrec2:416987	S
chrec2:1301011	S
chrec2:3311084	S
chrec2:4200088	S
chrec2:1910444	S
chrec2:454329	S
chrec2:1910194	S
chrec2:2116405	S
chrec2:379110	S
chrec2:4166170	S
chrec2:3728589	S
chrec2:4596181	S
chrec2:107788	S
chrec2:4612557	S
chrec2:16947	S
chrec2:4195769	S
chrec2:258139	S
chrec2:1644083	S
chrec2:4208637	S
chrec2:3340080	S
chrec2:4168611	S
chrec2:3189715	S
chrec2:2652081	S
chrec2:4547339	S
chrec2:1170604	S
chrec2:3590103	S
chrec2:3066784	S
