### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	878940.0	5.630	0.173
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	878940.0	291723.0	5.6299	0.173
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:3645548	178.9	69.3	-1.124	0.000	1
chrec2:2289562	177.8	131.2	-2.055	0.000	1
chrec2:416678	176.1	48.5	-0.633	0.000	1
chrec2:122157	173.7	101.0	-1.710	0.000	1
chrec2:2471786	168.7	53.1	-0.826	0.000	1
chrec2:564019	166.5	47.4	-0.680	0.000	1
chrec2:4194550	166.3	110.0	-1.897	0.000	1
chrec2:3193393	165.7	72.0	-1.290	0.000	1
chrec2:3832102	164.4	36.7	-0.329	0.000	1
chrec2:4121221	163.5	39.8	-0.455	0.000	1
chrec2:2689904	155.9	33.9	-0.290	0.000	1
chrec2:3727833	154.1	95.6	-1.804	0.000	1
chrec2:3214273	149.7	80.6	-1.600	0.000	1
chrec2:3530756	149.4	315.3	-3.571	0.000	1
chrec2:1085395	144.8	36.7	-0.511	0.000	1
chrec2:3353937	142.1	65.4	-1.373	0.000	1
chrec2:1739481	139.4	55.8	-1.171	0.000	1
chrec2:122910	139.2	52.7	-1.091	0.000	1
chrec2:2744854	136.2	69.6	-1.525	0.000	1
chrec2:4371533	128.8	39.8	-0.800	0.000	1
chrec2:1926934	127.8	59.5	-1.389	0.000	1
chrec2:2316124	127.7	49.0	-1.112	0.000	1
chrec2:3727119	127.7	64.2	-1.502	0.000	1
chrec2:4196032	126.4	85.1	-1.923	0.000	1
chrec2:1801860	120.8	65.7	-1.613	0.000	1
chrec2:4430398	120.0	52.9	-1.310	0.000	1
chrec2:3635381	116.0	69.2	-1.748	0.000	1
chrec2:3311601	115.4	61.5	-1.586	0.000	1
chrec2:2273158	112.9	52.9	-1.399	0.000	1
chrec2:2908366	111.3	67.1	-1.762	0.000	1
chrec2:4169431	109.9	109.3	-2.484	0.000	1
chrec2:2045603	106.8	31.3	-0.722	0.000	1
chrec2:1624540	106.6	57.6	-1.605	0.000	1
chrec2:3974640	106.1	30.0	-0.668	0.000	1
chrec2:962278	104.6	39.0	-1.072	0.000	1
chrec2:3728198	99.9	47.0	-1.407	0.000	1
chrec2:3377765	99.3	45.9	-1.379	0.000	1
chrec2:3446279	99.0	29.4	-0.739	0.000	1
chrec2:1721579	98.1	31.2	-0.839	0.000	1
chrec2:2662052	97.9	55.8	-1.681	0.000	1
chrec2:3377425	97.6	88.0	-2.343	0.000	1
chrec2:2562908	96.2	19.9	-0.220	0.000	1
chrec2:3084903	95.7	24.3	-0.518	0.000	1
chrec2:3243463	93.7	17.9	-0.102	0.000	1
chrec2:2923692	92.9	32.9	-0.995	0.000	1
chrec2:919508	91.5	31.1	-0.937	0.000	1
chrec2:3193770	91.0	36.3	-1.167	0.000	1
chrec2:1759115	90.9	49.1	-1.604	0.000	1
chrec2:2092192	89.6	49.7	-1.641	0.000	1
chrec2:2446971	88.8	74.8	-2.246	0.000	1
chrec2:1153172	87.9	39.9	-1.355	0.000	1
chrec2:3055637	87.7	20.2	-0.374	0.000	1
chrec2:189736	86.9	46.9	-1.603	0.000	1
chrec2:4409392	85.3	30.8	-1.025	0.000	1
chrec2:3729184	83.6	57.0	-1.940	0.000	1
chrec2:1990085	83.3	51.5	-1.800	0.000	1
chrec2:2100379	83.2	35.7	-1.272	0.000	1
chrec2:4031202	81.8	19.3	-0.409	0.000	1
chrec2:3054429	81.4	29.3	-1.019	0.000	1
chrec2:3328655	81.4	75.8	-2.390	0.000	1
chrec2:3804142	76.9	17.3	-0.339	0.000	1
chrec2:416419	76.4	26.2	-0.949	0.000	1
chrec2:3715755	75.8	31.7	-1.235	0.000	1
chrec2:1742947	75.5	31.5	-1.231	0.000	1
chrec2:2285779	75.0	53.2	-1.996	0.000	1
chrec2:237	74.4	69.4	-2.393	0.000	1
chrec2:2070521	73.3	20.6	-0.664	0.000	1
chrec2:4577018	73.1	105.9	-3.028	0.000	1
chrec2:4195173	72.3	48.0	-1.903	0.000	1
chrec2:4532738	72.2	26.1	-1.026	0.000	1
chrec2:106529	71.9	103.3	-3.016	0.000	1
chrec2:89593	71.8	42.9	-1.749	0.000	1
chrec2:417230	70.6	31.7	-1.339	0.000	1
chrec2:252267	70.0	13.3	-0.100	0.000	1
chrec2:431390	69.7	28.3	-1.192	0.000	1
chrec2:3109880	69.4	48.3	-1.972	0.000	1
chrec2:2627923	67.7	50.3	-2.064	0.000	1
chrec2:2632664	67.0	28.7	-1.271	0.000	1
chrec2:2436295	65.7	26.5	-1.183	0.000	1
chrec2:1800917	62.1	33.5	-1.604	0.000	1
chrec2:4336533	61.1	22.6	-1.057	0.000	1
chrec2:2316467	60.9	44.8	-2.050	0.000	1
chrec2:113397	60.8	68.5	-2.665	0.000	1
chrec2:4381559	60.7	24.7	-1.199	0.000	1
chrec2:2652348	58.5	25.8	-1.313	0.000	1
chrec2:1620797	56.1	45.5	-2.189	0.000	1
chrec2:4278651	54.6	22.7	-1.228	0.000	1
chrec2:4193716	54.1	34.9	-1.859	0.000	1
chrec2:4624242	54.0	97.8	-3.350	0.000	1
chrec2:2536708	53.5	23.5	-1.306	0.000	1
chrec2:4404867	53.4	26.0	-1.457	0.000	1
chrec2:3992097	52.4	25.7	-1.464	0.000	1
chrec2:4277667	51.2	101.1	-3.476	0.000	1
chrec2:3578326	51.0	49.8	-2.459	0.000	1
chrec2:3455665	50.9	45.2	-2.320	0.000	1
chrec2:4194855	50.3	28.0	-1.647	0.000	1
chrec2:2632850	49.8	53.3	-2.594	0.000	1
chrec2:3385334	49.6	24.4	-1.472	0.000	1
chrec2:2743391	49.1	15.4	-0.819	0.000	1
chrec2:3992334	48.7	40.3	-2.218	0.000	1
chrec2:3756474	47.8	12.9	-0.604	0.000	1
chrec2:3455529	47.5	12.2	-0.533	0.000	1
chrec2:208492	46.5	17.8	-1.110	0.000	1
chrec2:3847004	45.9	9.6	-0.234	0.000	1
chrec2:3897802	45.1	9.2	-0.204	0.000	1
chrec2:2735639	44.6	12.8	-0.696	0.000	1
chrec2:3085270	43.5	20.2	-1.387	0.000	1
chrec2:3456024	42.9	48.1	-2.658	0.000	1
chrec2:1401200	42.9	16.8	-1.144	0.000	1
chrec2:4168811	42.0	23.9	-1.682	0.000	1
chrec2:479597	41.7	17.8	-1.264	0.000	1
chrec2:2866171	41.3	11.2	-0.613	0.000	1
chrec2:3729757	41.1	25.8	-1.823	0.000	1
chrec2:3773485	41.0	43.2	-2.569	0.000	1
chrec2:675268	40.4	10.6	-0.557	0.000	1
chrec2:3727539	39.7	27.7	-1.976	0.000	1
chrec2:3410216	39.5	9.8	-0.474	0.000	1
chrec2:2743797	39.1	14.4	-1.057	0.000	1
chrec2:2619565	38.4	24.0	-1.818	0.000	1
chrec2:3167209	38.4	24.5	-1.845	0.000	1
chrec2:3436476	38.3	21.9	-1.689	0.000	1
chrec2:1807781	38.2	17.1	-1.335	0.000	1
chrec2:850869	37.2	10.5	-0.665	0.000	1
chrec2:3713911	37.0	8.8	-0.424	0.000	1
chrec2:3716585	36.9	13.8	-1.072	0.000	1
chrec2:1804420	36.0	8.1	-0.335	0.000	1
chrec2:106672	35.4	26.4	-2.068	0.000	1
chrec2:3729540	35.2	16.9	-1.430	0.000	1
chrec2:3455891	35.1	25.6	-2.040	0.000	1
chrec2:1263589	34.8	7.6	-0.302	0.000	1
chrec2:3164657	34.7	20.6	-1.740	0.000	1
chrec2:417444	34.6	18.1	-1.557	0.000	1
chrec2:4556157	34.4	9.3	-0.614	0.000	1
chrec2:4404659	34.4	11.5	-0.920	0.000	1
chrec2:3118001	34.1	9.6	-0.668	0.000	1
chrec2:416987	33.8	10.8	-0.852	0.000	1
chrec2:1301011	33.1	27.5	-2.226	0.000	1
chrec2:3311084	32.8	12.5	-1.105	0.000	1
chrec2:4200088	32.6	21.6	-1.899	0.000	1
chrec2:1910444	32.5	8.8	-0.608	0.000	1
chrec2:454329	32.5	7.4	-0.355	0.000	1
chrec2:1910194	32.5	11.4	-0.983	0.000	1
chrec2:2116405	31.9	11.2	-0.986	0.000	1
chrec2:379110	31.6	26.6	-2.245	0.000	1
chrec2:4166170	31.3	20.1	-1.856	0.000	1
chrec2:3728589	31.3	16.6	-1.582	0.000	1
chrec2:4596181	31.1	7.8	-0.506	0.000	1
chrec2:107788	31.0	21.6	-1.969	0.000	1
chrec2:4612557	30.8	16.4	-1.590	0.000	1
chrec2:16947	30.8	38.0	-2.800	0.000	1
chrec2:4195769	30.6	22.9	-2.076	0.000	1
chrec2:258139	30.4	15.8	-1.547	0.000	1
chrec2:1644083	30.2	13.1	-1.287	0.000	1
chrec2:4208637	29.9	25.7	-2.279	0.000	1
chrec2:3340080	29.8	16.0	-1.596	0.000	1
chrec2:4168611	29.8	14.1	-1.414	0.000	1
chrec2:3189715	29.7	18.4	-1.802	0.000	1
chrec2:2652081	29.6	7.1	-0.425	0.000	1
chrec2:4547339	29.5	11.5	-1.130	0.000	1
chrec2:1170604	28.7	29.4	-2.527	0.000	1
chrec2:3590103	28.7	9.3	-0.868	0.000	1
chrec2:3066784	27.7	10.5	-1.100	0.000	1
