### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	591613.0	0.184	0.323
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	591613.0	5052701.0	0.1836	0.323
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:3674561	579.6	257.3	3.617	-382.943	1
chrec2:512537	533.6	182.2	3.996	-382.573	1
chrec2:3004819	454.2	71.2	5.118	-376.930	1
chrec2:1158005	517.0	175.8	4.001	-370.175	1
chrec2:2538824	522.9	208.3	3.773	-358.012	1
chrec2:2797484	434.4	80.9	4.870	-354.938	1
chrec2:3787177	606.3	396.0	3.059	-345.469	1
chrec2:4620145	443.8	107.5	4.491	-345.100	1
chrec2:3014634	426.1	99.8	4.540	-331.768	1
chrec2:1466637	428.4	105.1	4.472	-330.176	1
chrec2:2328066	370.1	39.8	5.662	-321.592	1
chrec2:3834917	492.0	229.3	3.547	-319.716	1
chrec2:485011	630.0	532.6	2.688	-314.112	1
chrec2:2367190	418.8	122.9	4.214	-311.867	1
chrec2:2328020	331.2	36.3	5.635	-288.350	1
chrec2:1833777	364.5	77.6	4.678	-287.921	1
chrec2:2755443	371.2	107.6	4.232	-277.327	1
chrec2:4553923	378.3	135.5	3.926	-269.078	1
chrec2:3013304	351.7	104.3	4.198	-258.915	1
chrec2:3170433	329.1	103.9	4.109	-238.740	1
chrec2:3372473	330.1	123.7	3.861	-230.657	1
chrec2:1841907	287.7	74.1	4.403	-220.306	1
chrec2:2216162	293.6	91.6	4.126	-216.071	1
chrec2:817133	303.5	112.0	3.884	-213.056	1
chrec2:2521345	335.2	174.4	3.388	-208.400	1
chrec2:1794175	310.3	135.9	3.636	-208.076	1
chrec2:3349949	308.7	131.2	3.680	-205.428	1
chrec2:3954584	298.3	140.6	3.530	-194.819	1
chrec2:2373201	273.2	105.5	3.818	-188.084	1
chrec2:1088935	244.4	65.2	4.352	-187.142	1
chrec2:1273980	264.4	95.6	3.913	-185.781	1
chrec2:1068877	271.1	120.2	3.618	-178.111	1
chrec2:4142178	268.5	128.9	3.504	-173.746	1
chrec2:2376972	241.5	87.9	3.904	-167.954	1
chrec2:2846679	232.3	76.7	4.043	-165.705	1
chrec2:415546	256.7	132.0	3.405	-159.927	1
chrec2:1216125	226.3	83.5	3.884	-157.356	1
chrec2:619307	210.2	65.8	4.121	-151.744	1
chrec2:2381519	219.7	97.0	3.624	-146.442	1
chrec2:1962280	242.0	144.4	3.190	-143.213	1
chrec2:3571932	232.8	143.0	3.148	-135.616	1
chrec2:48633	200.6	84.1	3.699	-135.021	1
chrec2:770394	194.7	72.2	3.877	-134.347	1
chrec2:4612853	265.5	227.0	2.671	-131.971	1
chrec2:3554987	267.2	234.8	2.632	-129.092	1
chrec2:3933100	195.9	89.9	3.569	-127.978	1
chrec2:1354941	178.4	64.9	3.905	-126.644	1
chrec2:4348775	199.5	102.6	3.405	-126.393	1
chrec2:551095	171.7	56.6	4.046	-123.281	1
chrec2:3264102	174.2	61.9	3.937	-122.155	1
chrec2:1785049	153.8	35.3	4.568	-119.489	1
chrec2:1255300	163.6	52.2	4.093	-119.047	1
chrec2:2126564	163.0	51.7	4.103	-118.145	1
chrec2:2815858	242.0	214.8	2.617	-116.932	1
chrec2:2938353	191.2	110.8	3.233	-113.929	1
chrec2:1619075	177.5	95.1	3.346	-109.038	1
chrec2:220661	197.3	137.3	2.968	-108.005	1
chrec2:2955387	166.4	76.8	3.561	-106.951	1
chrec2:3552847	205.2	165.7	2.753	-104.526	1
chrec2:1180200	171.6	94.4	3.307	-103.932	1
chrec2:438678	222.0	214.5	2.495	-101.577	1
chrec2:534345	132.2	35.9	4.328	-99.133	1
chrec2:940950	203.2	190.2	2.541	-96.438	1
chrec2:2324166	146.0	70.4	3.498	-94.609	1
chrec2:1493408	125.8	37.2	4.205	-93.621	1
chrec2:235110	156.0	88.1	3.270	-93.527	1
chrec2:71210	153.2	82.8	3.332	-93.318	1
chrec2:1697649	124.2	32.9	4.359	-91.811	1
chrec2:1539547	120.6	27.8	4.563	-91.334	1
chrec2:1016026	145.6	78.2	3.342	-88.859	1
chrec2:818594	138.3	67.3	3.485	-87.690	1
chrec2:909072	149.4	88.9	3.195	-87.651	1
chrec2:269013	123.9	44.9	3.912	-85.913	1
chrec2:849958	136.8	72.2	3.368	-84.410	1
chrec2:3075584	134.1	69.4	3.396	-84.255	1
chrec2:2623439	138.0	77.2	3.284	-82.931	1
chrec2:3170213	134.1	74.1	3.302	-81.863	1
chrec2:3634421	159.6	135.9	2.677	-80.310	1
chrec2:4099653	122.1	59.2	3.489	-78.836	1
chrec2:1722502	170.7	173.8	2.420	-76.526	1
chrec2:987770	91.6	19.2	4.696	-72.009	1
chrec2:2038963	150.5	142.8	2.522	-68.992	1
chrec2:894134	110.1	57.4	3.384	-68.426	1
chrec2:3207316	118.4	73.9	3.124	-68.340	1
chrec2:4494378	116.8	71.7	3.149	-66.672	1
chrec2:3524661	109.8	62.2	3.266	-66.097	1
chrec2:3132113	97.4	39.6	3.744	-64.655	1
chrec2:2955763	107.5	64.5	3.182	-64.414	1
chrec2:1362932	94.9	48.3	3.419	-60.356	1
chrec2:4568134	104.2	70.2	3.015	-59.691	1
chrec2:1237901	85.8	27.7	4.074	-59.421	1
chrec2:862662	91.0	43.1	3.522	-59.400	1
chrec2:2132103	81.3	23.6	4.230	-58.713	1
chrec2:463355	89.5	42.8	3.509	-58.539	1
chrec2:3364963	87.2	35.5	3.742	-58.504	1
chrec2:2083825	121.5	111.8	2.565	-57.958	1
chrec2:2314439	93.9	53.7	3.253	-57.166	1
chrec2:2580675	90.7	48.8	3.340	-56.966	1
chrec2:4259868	129.3	142.4	2.306	-53.459	1
chrec2:1818073	80.0	37.3	3.546	-52.349	1
chrec2:3309111	203.7	372.7	1.574	-51.858	1
chrec2:2494107	85.4	44.1	3.399	-51.831	1
chrec2:1823271	70.2	19.1	4.324	-51.733	1
chrec2:2264303	96.8	72.3	2.866	-51.194	1
chrec2:480440	89.0	54.8	3.144	-50.773	1
chrec2:4133925	86.4	50.4	3.224	-50.443	1
chrec2:2494877	82.8	47.3	3.252	-50.163	1
chrec2:4400028	106.7	108.5	2.421	-48.284	1
chrec2:33264	86.9	64.4	2.878	-47.078	1
chrec2:2864772	86.5	61.2	2.945	-46.271	1
chrec2:2500846	104.3	106.4	2.416	-46.049	1
chrec2:2198284	114.2	133.9	2.216	-45.702	1
chrec2:4352063	75.6	48.5	3.087	-44.277	1
chrec2:4025499	90.1	76.4	2.684	-43.840	1
chrec2:1148175	105.0	115.7	2.305	-43.687	1
chrec2:2960715	87.2	71.1	2.741	-43.306	1
chrec2:3242542	68.8	34.7	3.431	-42.895	1
chrec2:3266461	79.0	56.4	2.930	-42.627	1
chrec2:3258129	71.0	39.9	3.275	-42.317	1
chrec2:3527884	76.2	51.7	3.005	-42.210	1
chrec2:453248	150.6	258.8	1.664	-41.874	1
chrec2:1728014	62.3	24.2	3.808	-41.791	1
chrec2:3668469	133.9	210.1	1.795	-41.218	1
chrec2:2181953	71.4	48.8	2.994	-41.016	1
chrec2:3697615	80.9	66.9	2.721	-40.470	1
chrec2:4157927	75.4	54.9	2.903	-39.446	1
chrec2:3910279	69.7	48.5	2.969	-39.376	1
chrec2:4063924	77.4	62.4	2.756	-39.168	1
chrec2:3153554	72.2	53.2	2.885	-38.997	1
chrec2:4507928	71.9	49.9	2.971	-39.005	1
chrec2:1249675	58.5	22.4	3.832	-38.312	1
chrec2:1986806	86.4	88.8	2.405	-37.564	1
chrec2:587005	69.5	54.3	2.802	-37.400	1
chrec2:2832450	62.3	36.1	3.231	-37.031	1
chrec2:2586184	67.8	51.8	2.832	-35.796	1
chrec2:3464647	94.4	124.2	2.049	-35.295	1
chrec2:2796356	71.7	64.6	2.596	-35.290	1
chrec2:2132611	57.4	27.6	3.503	-35.062	1
chrec2:3648856	84.3	95.7	2.262	-34.609	1
chrec2:3218095	71.0	64.4	2.586	-34.531	1
chrec2:657045	52.8	23.2	3.634	-33.992	1
chrec2:3416834	65.4	51.0	2.803	-33.439	1
chrec2:3708258	67.1	54.9	2.736	-33.199	1
chrec2:4551954	69.3	63.5	2.572	-33.005	1
chrec2:150266	51.0	25.8	3.429	-32.278	1
chrec2:542307	50.4	27.2	3.338	-32.285	1
chrec2:2794241	55.7	36.5	3.057	-32.071	1
chrec2:2844079	53.6	28.4	3.360	-31.715	1
chrec2:3023113	57.3	42.0	2.895	-31.689	1
chrec2:4060139	54.1	37.8	2.963	-31.259	1
chrec2:1797204	114.6	206.6	1.595	-30.786	1
chrec2:4618765	58.7	47.9	2.740	-30.585	1
chrec2:821092	45.8	21.4	3.545	-30.403	1
chrec2:789803	56.0	38.9	2.970	-30.092	1
chrec2:2734219	69.1	74.8	2.332	-29.808	1
chrec2:503728	48.5	22.3	3.567	-29.758	1
chrec2:1881090	54.9	39.1	2.937	-29.301	1
chrec2:2607099	54.2	42.6	2.792	-29.307	1
chrec2:3639553	83.9	116.5	1.971	-29.255	1
chrec2:1126561	49.5	31.9	3.079	-29.260	1
chrec2:3627597	106.5	189.0	1.618	-29.130	1
chrec2:3626445	68.2	72.3	2.362	-29.117	1
chrec2:4221045	59.2	51.5	2.646	-28.845	1
chrec2:3123048	54.1	39.4	2.905	-28.539	1
chrec2:3570012	70.8	84.1	2.197	-28.350	1
chrec2:3023799	57.7	52.7	2.576	-28.086	1
chrec2:810110	50.4	37.4	2.877	-28.068	1
chrec2:2560167	60.1	57.3	2.515	-27.941	1
chrec2:2899244	45.1	22.4	3.452	-27.271	1
chrec2:422540	61.9	60.5	2.477	-27.087	1
chrec2:2309308	74.9	103.4	1.979	-27.089	1
chrec2:1633118	41.4	21.6	3.381	-27.013	1
chrec2:4334224	55.6	52.1	2.539	-26.583	1
chrec2:3111420	48.7	36.8	2.852	-26.478	1
chrec2:2701293	109.0	207.0	1.520	-26.482	1
chrec2:589071	44.6	23.4	3.376	-26.463	1
chrec2:785934	43.9	26.8	3.160	-26.469	1
chrec2:3211293	168.2	422.6	1.116	-26.136	1
chrec2:2432291	45.6	32.6	2.929	-26.039	1
chrec2:1229729	43.2	24.2	3.280	-25.639	1
chrec2:2481543	49.4	43.0	2.647	-25.446	1
chrec2:2670408	52.4	44.7	2.674	-25.253	1
chrec2:2117386	54.2	49.5	2.578	-25.112	1
chrec2:906620	55.8	58.2	2.385	-25.014	1
chrec2:2637132	103.8	205.4	1.461	-24.645	1
chrec2:931244	43.1	32.5	2.854	-24.430	1
chrec2:4065221	53.2	52.1	2.476	-24.375	1
chrec2:3839918	61.1	74.7	2.156	-24.210	1
chrec2:2529313	46.2	34.6	2.862	-24.144	1
chrec2:3001976	41.7	23.0	3.304	-24.011	1
chrec2:4417413	40.6	25.3	3.129	-24.017	1
chrec2:605910	40.6	27.0	3.035	-24.023	1
chrec2:2244609	50.1	45.6	2.580	-23.772	1
chrec2:3907547	50.0	47.1	2.533	-23.778	1
chrec2:3897812	58.3	68.0	2.224	-23.532	1
chrec2:3079657	69.3	102.0	1.887	-23.215	1
chrec2:2036686	76.0	121.4	1.769	-23.098	1
chrec2:4559134	49.2	46.2	2.537	-23.034	1
chrec2:1511930	41.8	31.2	2.869	-22.868	1
chrec2:1891177	43.9	33.6	2.833	-22.609	1
chrec2:1793531	38.7	26.4	2.998	-22.401	1
chrec2:561239	38.7	24.7	3.094	-22.407	1
chrec2:3081505	76.1	125.4	1.726	-22.047	1
chrec2:1080497	42.9	38.0	2.621	-21.839	1
chrec2:4337943	60.5	84.9	1.956	-21.640	1
chrec2:886225	38.2	22.7	3.198	-21.598	1
chrec2:2824715	39.7	29.6	2.872	-21.291	1
chrec2:1761700	41.5	37.7	2.581	-21.073	1
chrec2:4510774	44.3	38.8	2.637	-20.922	1
chrec2:906069	57.8	78.1	2.012	-20.908	1
chrec2:1713010	56.0	74.3	2.038	-20.841	1
chrec2:2935957	45.8	45.4	2.458	-20.836	1
chrec2:2886441	36.3	27.0	2.871	-20.809	1
chrec2:4265286	48.1	52.8	2.310	-20.788	1
chrec2:3901269	49.5	58.8	2.198	-20.770	1
chrec2:3362734	52.3	69.9	2.028	-20.118	1
chrec2:2466408	51.3	60.4	2.210	-20.080	1
chrec2:3089687	49.0	59.6	2.164	-20.065	1
chrec2:19693	48.4	58.4	2.175	-20.071	1
chrec2:560988	37.5	31.7	2.685	-19.757	1
chrec2:1578368	33.5	17.6	3.373	-19.561	1
chrec2:567568	33.0	21.5	3.059	-19.566	1
chrec2:1879802	43.9	44.6	2.424	-19.400	1
chrec2:3098224	34.6	26.1	2.851	-19.226	1
chrec2:783155	30.0	13.6	3.583	-19.212	1
chrec2:4252220	37.7	28.5	2.850	-18.993	1
chrec2:3232626	41.6	39.0	2.538	-18.734	1
chrec2:182518	45.1	49.2	2.319	-18.673	1
chrec2:3439383	61.3	101.6	1.716	-18.269	1
chrec2:3274625	36.0	28.6	2.777	-18.223	1
chrec2:3606383	35.6	31.8	2.610	-18.228	1
chrec2:1842817	25.2	10.4	3.723	-18.133	1
chrec2:4098726	38.0	35.5	2.543	-18.096	1
chrec2:3956623	40.3	39.7	2.468	-18.019	1
chrec2:3867678	40.1	40.1	2.444	-18.024	1
chrec2:30121	45.9	58.5	2.097	-18.026	1
chrec2:4365280	31.0	19.8	3.090	-17.965	1
chrec2:2390967	30.4	20.4	3.020	-17.970	1
chrec2:2365891	28.3	14.3	3.429	-17.551	1
chrec2:1053982	27.9	13.3	3.517	-17.556	1
chrec2:2232012	36.6	36.9	2.433	-17.372	1
chrec2:4384948	39.6	39.3	2.454	-17.313	1
chrec2:2314278	38.9	38.9	2.446	-17.318	1
chrec2:1468419	29.9	18.4	3.145	-17.168	1
chrec2:1066077	29.4	21.1	2.929	-17.173	1
chrec2:3101065	54.3	91.4	1.694	-16.777	1
chrec2:2323425	34.5	28.0	2.746	-16.742	1
chrec2:372636	33.2	32.0	2.498	-16.747	1
chrec2:3389686	43.9	58.9	2.021	-16.695	1
chrec2:2749646	35.6	35.6	2.447	-16.657	1
chrec2:1761532	37.9	40.7	2.340	-16.616	1
chrec2:2515562	31.3	22.0	2.954	-16.139	1
chrec2:1682831	45.4	60.5	2.033	-16.120	1
chrec2:2797729	74.8	161.1	1.339	-16.122	1
chrec2:3089349	41.6	49.4	2.197	-15.963	1
chrec2:1344060	40.5	53.9	2.034	-15.967	1
chrec2:2012716	34.9	35.3	2.427	-15.937	1
chrec2:445451	34.8	37.0	2.357	-15.942	1
chrec2:159634	38.6	47.1	2.159	-15.934	1
chrec2:257802	55.3	93.0	1.693	-15.787	1
chrec2:2199900	27.5	19.4	2.952	-15.601	1
chrec2:99804	66.3	131.8	1.454	-15.534	1
chrec2:4377029	63.6	129.2	1.422	-15.312	1
chrec2:7873	31.3	31.2	2.451	-15.280	1
chrec2:4323080	33.6	36.7	2.319	-15.227	1
chrec2:2196987	41.0	59.4	1.909	-14.729	1
chrec2:4037915	58.3	109.5	1.537	-14.665	1
chrec2:3329673	39.3	49.3	2.118	-14.638	1
chrec2:42492	28.7	24.7	2.659	-14.638	1
chrec2:437004	31.8	27.3	2.663	-14.545	1
chrec2:4344566	30.7	30.4	2.462	-14.550	1
chrec2:4371381	32.4	37.5	2.238	-14.519	1
chrec2:2957070	44.1	66.8	1.847	-14.367	1
chrec2:2072709	39.7	59.0	1.875	-14.096	1
chrec2:4235501	26.2	20.1	2.831	-14.040	1
chrec2:2496954	25.7	19.2	2.861	-14.044	1
chrec2:2243525	25.6	20.5	2.767	-14.048	1
chrec2:3699351	38.3	52.9	1.979	-14.000	1
chrec2:4076478	36.0	46.4	2.080	-13.912	1
chrec2:1416208	21.2	9.5	3.606	-13.910	1
chrec2:1793111	27.2	27.2	2.446	-13.911	1
chrec2:2699633	42.5	70.5	1.714	-13.767	1
chrec2:2746942	56.2	110.8	1.466	-13.608	1
chrec2:1263521	85.3	219.4	1.083	-13.188	1
chrec2:3381285	33.1	42.7	2.078	-13.166	1
chrec2:3563838	27.4	22.8	2.714	-13.160	1
chrec2:846532	27.0	26.0	2.503	-13.164	1
chrec2:3409898	26.8	24.0	2.607	-13.168	1
chrec2:4524046	30.9	35.5	2.249	-13.133	1
chrec2:4343952	30.8	35.4	2.246	-13.137	1
chrec2:3504423	22.3	12.5	3.282	-12.711	1
chrec2:2031712	51.4	100.8	1.474	-12.630	1
chrec2:2795970	33.7	46.2	1.990	-12.599	1
chrec2:3159718	71.8	176.5	1.147	-12.535	1
chrec2:4098938	31.2	43.5	1.964	-12.509	1
chrec2:3774039	26.3	25.6	2.483	-12.436	1
chrec2:603737	28.3	28.3	2.447	-12.418	1
chrec2:3984578	43.4	79.9	1.565	-12.360	1
chrec2:3181677	37.4	54.5	1.899	-12.238	1
chrec2:3161983	42.3	71.2	1.695	-12.165	1
chrec2:167106	34.8	52.0	1.869	-12.094	1
chrec2:537373	21.0	11.0	3.378	-11.932	1
chrec2:2092461	37.5	64.3	1.669	-11.794	1
chrec2:3026621	28.9	33.2	2.248	-11.767	1
chrec2:507743	28.3	37.3	2.049	-11.771	1
chrec2:918319	63.1	149.4	1.203	-11.773	1
chrec2:2455651	27.7	27.9	2.435	-11.726	1
chrec2:3375285	26.6	30.5	2.247	-11.730	1
chrec2:1788770	25.5	23.9	2.540	-11.730	1
chrec2:3064677	25.1	22.3	2.612	-11.734	1
chrec2:19018	24.2	26.8	2.296	-11.738	1
chrec2:816491	36.0	54.9	1.837	-11.652	1
chrec2:91461	41.8	79.1	1.526	-11.245	1
chrec2:3038382	30.3	41.1	2.006	-11.211	1
chrec2:841933	21.9	18.4	2.695	-11.038	1
chrec2:3029940	21.4	20.4	2.509	-11.042	1
chrec2:196979	70.1	181.2	1.076	-11.044	1
chrec2:2792140	26.1	30.8	2.204	-11.046	1
chrec2:3031066	24.7	23.2	2.535	-11.020	1
chrec2:3737460	24.5	23.1	2.533	-11.024	1
chrec2:2826524	24.5	21.9	2.605	-11.028	1
chrec2:3260112	24.3	24.0	2.464	-11.032	1
chrec2:148257	32.7	53.5	1.735	-10.885	1
chrec2:4069267	31.5	44.7	1.940	-10.724	1
chrec2:3346276	61.5	156.4	1.099	-10.674	1
chrec2:2016330	36.2	61.3	1.685	-10.654	1
chrec2:3965106	29.2	38.7	2.039	-10.587	1
chrec2:2377789	27.4	33.2	2.170	-10.465	1
chrec2:4464170	33.5	59.6	1.615	-10.465	1
chrec2:3983474	25.7	27.3	2.358	-10.377	1
chrec2:2960953	24.5	31.0	2.110	-10.381	1
chrec2:4082948	24.4	31.1	2.094	-10.384	1
chrec2:3891374	23.4	24.3	2.390	-10.333	1
chrec2:3963425	23.3	22.4	2.506	-10.336	1
chrec2:1666163	22.8	25.2	2.303	-10.340	1
chrec2:4566831	22.6	25.9	2.245	-10.344	1
chrec2:2854228	22.3	26.2	2.214	-10.347	1
chrec2:419709	36.8	70.1	1.517	-10.314	1
chrec2:4197784	625.7	2788.6	0.289	-10.234	1
chrec2:3663960	30.5	44.9	1.888	-10.135	1
chrec2:1266431	29.9	44.3	1.880	-10.139	1
chrec2:3398167	51.8	123.7	1.190	-10.123	1
chrec2:675196	49.2	111.7	1.261	-10.108	1
chrec2:217795	33.2	58.3	1.633	-9.907	1
chrec2:418772	32.2	59.6	1.556	-9.911	1
chrec2:3795606	26.0	34.7	2.028	-9.848	1
chrec2:254061	24.2	31.3	2.074	-9.734	1
chrec2:3250345	22.0	26.4	2.181	-9.657	1
chrec2:2497284	21.8	23.6	2.332	-9.660	1
chrec2:2503324	21.4	25.4	2.197	-9.664	1
chrec2:3100300	29.4	45.0	1.831	-9.536	1
chrec2:1910794	29.0	45.8	1.786	-9.539	1
chrec2:977437	26.9	39.1	1.907	-9.363	1
chrec2:2688198	26.9	41.6	1.815	-9.367	1
chrec2:3374418	26.8	40.8	1.840	-9.370	1
chrec2:3106270	24.7	37.6	1.835	-9.211	1
chrec2:3320842	23.1	31.8	1.982	-9.075	1
chrec2:114569	22.2	32.3	1.909	-9.078	1
chrec2:2041192	27.9	48.4	1.649	-8.935	1
chrec2:4160538	33.7	69.5	1.401	-8.670	1
chrec2:4210254	37.8	76.8	1.421	-8.629	1
chrec2:3909798	24.6	34.5	1.956	-8.570	1
chrec2:4468291	24.0	34.1	1.938	-8.573	1
chrec2:4634594	24.0	35.9	1.864	-8.576	1
chrec2:2976966	23.3	37.0	1.779	-8.580	1
chrec2:3924756	21.7	30.3	1.967	-8.422	1
chrec2:3683894	21.4	32.0	1.867	-8.426	1
chrec2:4614768	37.6	86.4	1.243	-8.384	1
chrec2:2712911	27.6	45.6	1.718	-8.352	1
chrec2:4248052	20.3	23.3	2.243	-8.303	1
chrec2:2914393	25.2	40.0	1.781	-8.148	1
chrec2:1745640	24.5	41.0	1.703	-8.151	1
chrec2:4084520	28.6	49.7	1.648	-7.991	1
chrec2:518650	22.8	37.7	1.721	-7.960	1
chrec2:4391148	20.6	32.5	1.791	-7.781	1
chrec2:4268238	31.9	67.1	1.375	-7.627	1
chrec2:1709467	31.7	67.0	1.367	-7.630	1
chrec2:4540025	17.4	16.4	2.534	-7.510	1
chrec2:3657369	26.5	51.8	1.478	-7.429	1
chrec2:4374173	22.5	33.5	1.875	-7.341	1
chrec2:4410686	108.2	397.2	0.569	-7.152	1
chrec2:1332552	78.4	256.4	0.736	-7.123	1
chrec2:672776	31.0	68.7	1.298	-7.117	1
chrec2:4112103	23.1	42.0	1.581	-6.962	1
chrec2:3764243	24.4	46.7	1.510	-6.623	1
chrec2:753678	24.1	44.6	1.554	-6.626	1
chrec2:774648	26.9	56.3	1.380	-6.595	1
chrec2:418205	69.6	231.9	0.709	-6.574	1
chrec2:4458419	15.9	19.6	2.148	-6.419	1
chrec2:169158	16.2	26.5	1.731	-6.318	1
chrec2:4452544	29.0	66.1	1.257	-6.113	1
chrec2:2619304	35.8	94.8	1.042	-6.094	1
chrec2:3834672	23.1	44.1	1.516	-6.080	1
chrec2:3614696	25.4	58.4	1.241	-6.083	1
chrec2:2275293	18.1	29.6	1.736	-5.911	1
chrec2:1234596	27.3	63.6	1.224	-5.849	1
chrec2:2067086	27.0	61.2	1.263	-5.852	1
chrec2:2113396	34.3	88.1	1.084	-5.832	1
chrec2:3200132	21.3	41.3	1.493	-5.834	1
chrec2:3373569	35.0	93.2	1.033	-5.674	1
chrec2:3171877	25.1	58.0	1.236	-5.583	1
chrec2:2501388	33.4	89.4	1.024	-5.398	1
chrec2:3740759	20.8	38.8	1.545	-5.281	1
chrec2:1895750	20.6	40.2	1.479	-5.284	1
chrec2:555778	19.9	40.8	1.409	-5.287	1
chrec2:3621294	19.7	41.1	1.384	-5.290	1
chrec2:3559637	37.8	110.0	0.906	-5.267	1
chrec2:4265628	27.8	66.3	1.189	-5.188	1
chrec2:203998	20.3	48.9	1.174	-5.038	1
chrec2:2740130	18.9	32.7	1.654	-5.024	1
chrec2:2948643	18.3	35.2	1.496	-5.027	1
chrec2:4459881	18.2	34.5	1.518	-5.031	1
chrec2:141373	25.8	65.8	1.096	-4.281	1
chrec2:4051891	18.8	48.4	1.081	-4.027	1
chrec2:2275119	13.4	24.9	1.554	-3.887	1
chrec2:2641220	32.3	107.7	0.706	-3.858	1
chrec2:3551469	26.3	79.3	0.854	-3.608	1
chrec2:3178817	22.3	60.9	0.995	-3.560	1
chrec2:3922226	23.0	69.1	0.859	-3.438	1
chrec2:3728382	122.2	537.2	0.309	-3.375	1
chrec2:2540343	33.8	124.0	0.571	-2.964	1
chrec2:4048982	21.5	67.2	0.804	-2.655	1
chrec2:2056161	25.4	88.4	0.645	-2.371	1
chrec2:665593	26.3	103.2	0.476	-2.264	1
chrec2:4122500	35.1	136.4	0.487	-2.250	1
chrec2:4490749	28.5	112.6	0.463	-2.177	1
chrec2:808886	9.6	18.5	1.503	-1.392	1
