### ChExMix replication codes
# Codes:
#     X : Event was not called in this condition
#     S : This condition only contains a single replicate
#     D : Called in one replicate or condition as a whole, significant difference detected across some replicates (binomial P-value, same threshold as --q)
#     1 : Called in one replicate or condition as a whole, NO significant difference detected across any replicates
#    >1 : Number of replicates in which binding event is called significant
#
#BindingEvent	SAMPLE
chrec2:817133	S
chrec2:2521345	S
chrec2:1794175	S
chrec2:3349949	S
chrec2:3954584	S
chrec2:2373201	S
chrec2:1088935	S
chrec2:1273980	S
chrec2:1068877	S
chrec2:4142178	S
chrec2:2376972	S
chrec2:2846679	S
chrec2:415546	S
chrec2:1216125	S
chrec2:619307	S
chrec2:2381519	S
chrec2:1962280	S
chrec2:3571932	S
chrec2:48633	S
chrec2:770394	S
chrec2:4612853	S
chrec2:3554987	S
chrec2:3933100	S
chrec2:1354941	S
chrec2:4348775	S
chrec2:551095	S
chrec2:3264102	S
chrec2:1785049	S
chrec2:1255300	S
chrec2:2126564	S
chrec2:2815858	S
chrec2:2938353	S
chrec2:1619075	S
chrec2:220661	S
chrec2:2955387	S
chrec2:3552847	S
chrec2:1180200	S
chrec2:438678	S
chrec2:534345	S
chrec2:940950	S
chrec2:2324166	S
chrec2:1493408	S
chrec2:235110	S
chrec2:71210	S
chrec2:1697649	S
chrec2:1539547	S
chrec2:1016026	S
chrec2:818594	S
chrec2:909072	S
chrec2:269013	S
chrec2:849958	S
chrec2:3075584	S
chrec2:2623439	S
chrec2:3170213	S
chrec2:3634421	S
chrec2:4099653	S
chrec2:1722502	S
chrec2:987770	S
chrec2:2038963	S
chrec2:894134	S
chrec2:3207316	S
chrec2:4494378	S
chrec2:3524661	S
chrec2:3132113	S
chrec2:2955763	S
chrec2:1362932	S
chrec2:4568134	S
chrec2:1237901	S
chrec2:862662	S
chrec2:2132103	S
chrec2:463355	S
chrec2:3364963	S
chrec2:2083825	S
chrec2:2314439	S
chrec2:2580675	S
chrec2:4259868	S
chrec2:1818073	S
chrec2:3309111	S
chrec2:2494107	S
chrec2:1823271	S
chrec2:2264303	S
chrec2:480440	S
chrec2:4133925	S
chrec2:2494877	S
chrec2:4400028	S
chrec2:33264	S
chrec2:2864772	S
chrec2:2500846	S
chrec2:2198284	S
chrec2:4352063	S
chrec2:4025499	S
chrec2:1148175	S
chrec2:2960715	S
chrec2:3242542	S
chrec2:3266461	S
chrec2:3258129	S
chrec2:3527884	S
chrec2:453248	S
chrec2:1728014	S
chrec2:3668469	S
chrec2:2181953	S
chrec2:3697615	S
chrec2:4157927	S
chrec2:3910279	S
chrec2:4063924	S
chrec2:3153554	S
chrec2:4507928	S
chrec2:1249675	S
chrec2:1986806	S
chrec2:587005	S
chrec2:2832450	S
chrec2:2586184	S
chrec2:3464647	S
chrec2:2796356	S
chrec2:2132611	S
chrec2:3648856	S
chrec2:3218095	S
chrec2:657045	S
chrec2:3416834	S
chrec2:3708258	S
chrec2:4551954	S
chrec2:150266	S
chrec2:542307	S
chrec2:2794241	S
chrec2:2844079	S
chrec2:3023113	S
chrec2:4060139	S
chrec2:1797204	S
chrec2:4618765	S
chrec2:821092	S
chrec2:789803	S
chrec2:2734219	S
chrec2:503728	S
chrec2:1881090	S
chrec2:2607099	S
chrec2:3639553	S
chrec2:1126561	S
chrec2:3627597	S
chrec2:3626445	S
chrec2:4221045	S
chrec2:3123048	S
chrec2:3570012	S
chrec2:3023799	S
chrec2:810110	S
chrec2:2560167	S
chrec2:2899244	S
chrec2:422540	S
chrec2:2309308	S
chrec2:1633118	S
chrec2:4334224	S
chrec2:3111420	S
chrec2:2701293	S
chrec2:589071	S
chrec2:785934	S
chrec2:3211293	S
chrec2:2432291	S
chrec2:1229729	S
chrec2:2481543	S
chrec2:2670408	S
chrec2:2117386	S
chrec2:906620	S
chrec2:2637132	S
chrec2:931244	S
chrec2:4065221	S
chrec2:3839918	S
chrec2:2529313	S
chrec2:3001976	S
chrec2:4417413	S
chrec2:605910	S
chrec2:2244609	S
chrec2:3907547	S
chrec2:3897812	S
chrec2:3079657	S
chrec2:2036686	S
chrec2:4559134	S
chrec2:1511930	S
chrec2:1891177	S
chrec2:1793531	S
chrec2:561239	S
chrec2:3081505	S
chrec2:1080497	S
chrec2:4337943	S
chrec2:886225	S
chrec2:2824715	S
chrec2:1761700	S
chrec2:4510774	S
chrec2:906069	S
chrec2:1713010	S
chrec2:2935957	S
chrec2:2886441	S
chrec2:4265286	S
chrec2:3901269	S
chrec2:3362734	S
chrec2:2466408	S
chrec2:3089687	S
chrec2:19693	S
chrec2:560988	S
chrec2:1578368	S
chrec2:567568	S
chrec2:1879802	S
chrec2:3098224	S
chrec2:783155	S
chrec2:4252220	S
chrec2:3232626	S
chrec2:182518	S
chrec2:3439383	S
chrec2:3274625	S
chrec2:3606383	S
chrec2:1842817	S
chrec2:4098726	S
chrec2:3956623	S
chrec2:3867678	S
chrec2:30121	S
chrec2:4365280	S
chrec2:2390967	S
chrec2:2365891	S
chrec2:1053982	S
chrec2:2232012	S
chrec2:4384948	S
chrec2:2314278	S
chrec2:1468419	S
chrec2:1066077	S
chrec2:3101065	S
chrec2:2323425	S
chrec2:372636	S
chrec2:3389686	S
chrec2:2749646	S
chrec2:1761532	S
chrec2:2515562	S
chrec2:1682831	S
chrec2:2797729	S
chrec2:3089349	S
chrec2:1344060	S
chrec2:2012716	S
chrec2:445451	S
chrec2:159634	S
chrec2:257802	S
chrec2:2199900	S
chrec2:99804	S
chrec2:4377029	S
chrec2:7873	S
chrec2:4323080	S
chrec2:2196987	S
chrec2:4037915	S
chrec2:3329673	S
chrec2:42492	S
chrec2:437004	S
chrec2:4344566	S
chrec2:4371381	S
chrec2:2957070	S
chrec2:2072709	S
chrec2:4235501	S
chrec2:2496954	S
chrec2:2243525	S
chrec2:3699351	S
chrec2:4076478	S
chrec2:1416208	S
chrec2:1793111	S
chrec2:2699633	S
chrec2:2746942	S
chrec2:1263521	S
chrec2:3381285	S
chrec2:3563838	S
chrec2:846532	S
chrec2:3409898	S
chrec2:4524046	S
chrec2:4343952	S
chrec2:3504423	S
chrec2:2031712	S
chrec2:2795970	S
chrec2:3159718	S
chrec2:4098938	S
chrec2:3774039	S
chrec2:603737	S
chrec2:3984578	S
chrec2:3181677	S
chrec2:3161983	S
chrec2:167106	S
chrec2:537373	S
chrec2:2092461	S
chrec2:3026621	S
chrec2:507743	S
chrec2:918319	S
chrec2:2455651	S
chrec2:3375285	S
chrec2:1788770	S
chrec2:3064677	S
chrec2:19018	S
chrec2:816491	S
chrec2:91461	S
chrec2:3038382	S
chrec2:841933	S
chrec2:3029940	S
chrec2:196979	S
chrec2:2792140	S
chrec2:3031066	S
chrec2:3737460	S
chrec2:2826524	S
chrec2:3260112	S
chrec2:148257	S
chrec2:4069267	S
chrec2:3346276	S
chrec2:2016330	S
chrec2:3965106	S
chrec2:2377789	S
chrec2:4464170	S
chrec2:3983474	S
chrec2:2960953	S
chrec2:4082948	S
chrec2:3891374	S
chrec2:3963425	S
chrec2:1666163	S
chrec2:4566831	S
chrec2:2854228	S
chrec2:419709	S
chrec2:4197784	S
chrec2:3663960	S
chrec2:1266431	S
chrec2:3398167	S
chrec2:675196	S
chrec2:217795	S
chrec2:418772	S
chrec2:3795606	S
chrec2:254061	S
chrec2:3250345	S
chrec2:2497284	S
chrec2:2503324	S
chrec2:3100300	S
chrec2:1910794	S
chrec2:977437	S
chrec2:2688198	S
chrec2:3374418	S
chrec2:3106270	S
chrec2:3320842	S
chrec2:114569	S
chrec2:2041192	S
chrec2:4160538	S
chrec2:4210254	S
chrec2:3909798	S
chrec2:4468291	S
chrec2:4634594	S
chrec2:2976966	S
chrec2:3924756	S
chrec2:3683894	S
chrec2:4614768	S
chrec2:2712911	S
chrec2:4248052	S
chrec2:2914393	S
chrec2:1745640	S
chrec2:4084520	S
chrec2:518650	S
chrec2:4391148	S
chrec2:4268238	S
chrec2:1709467	S
chrec2:4540025	S
chrec2:3657369	S
chrec2:4374173	S
chrec2:4410686	S
chrec2:1332552	S
chrec2:672776	S
chrec2:4112103	S
chrec2:3764243	S
chrec2:753678	S
chrec2:774648	S
chrec2:418205	S
chrec2:4458419	S
chrec2:169158	S
chrec2:4452544	S
chrec2:2619304	S
chrec2:3834672	S
chrec2:3614696	S
chrec2:2275293	S
chrec2:1234596	S
chrec2:2067086	S
chrec2:2113396	S
chrec2:3200132	S
chrec2:3373569	S
chrec2:3171877	S
chrec2:2501388	S
chrec2:3740759	S
chrec2:1895750	S
chrec2:555778	S
chrec2:3621294	S
chrec2:3559637	S
chrec2:4265628	S
chrec2:203998	S
chrec2:2740130	S
chrec2:2948643	S
chrec2:4459881	S
chrec2:141373	S
chrec2:4051891	S
chrec2:2275119	S
chrec2:2641220	S
chrec2:3551469	S
chrec2:3178817	S
chrec2:3922226	S
chrec2:3728382	S
chrec2:2540343	S
chrec2:4048982	S
chrec2:2056161	S
chrec2:665593	S
chrec2:4122500	S
chrec2:4490749	S
chrec2:808886	S
chrec2:1038345	S
chrec2:1306090	S
chrec2:3672640	S
chrec2:3211038	S
chrec2:940297	S
chrec2:939896	S
chrec2:3725023	S
chrec2:4042630	S
chrec2:3757265	S
chrec2:3325288	S
chrec2:1167597	S
chrec2:3694366	S
chrec2:3600643	S
chrec2:4397134	S
chrec2:3920390	S
chrec2:3654160	S
chrec2:3596397	S
chrec2:4216270	S
chrec2:2725201	S
chrec2:3469647	S
chrec2:3469846	S
chrec2:224282	S
chrec2:2526534	S
chrec2:3428027	S
chrec2:226155	S
chrec2:2729005	S
chrec2:3689746	S
chrec2:2729975	S
chrec2:3465359	S
chrec2:3654035	S
chrec2:228397	S
chrec2:3690419	S
chrec2:3461063	S
chrec2:4610938	S
chrec2:3427849	S
chrec2:2816926	S
chrec2:3322266	S
chrec2:4212286	S
chrec2:3318147	S
chrec2:4188735	S
chrec2:2728792	S
chrec2:3598781	S
chrec2:2727174	S
chrec2:224446	S
chrec2:3423414	S
chrec2:4214459	S
chrec2:4214301	S
chrec2:1994205	S
chrec2:3692405	S
chrec2:3692513	S
chrec2:3598890	S
chrec2:3426049	S
chrec2:4215488	S
chrec2:3467235	S
chrec2:2523580	S
chrec2:3468423	S
chrec2:3465554	S
chrec2:2946043	S
chrec2:3467121	S
chrec2:2727022	S
chrec2:228840	S
chrec2:4212348	S
chrec2:4430527	S
chrec2:3426145	S
chrec2:4335099	S
chrec2:3424534	S
chrec2:228244	S
chrec2:3424660	S
chrec2:1994119	S
chrec2:4213410	S
chrec2:3468544	S
chrec2:2816788	S
chrec2:3597313	S
chrec2:227383	S
chrec2:3690495	S
chrec2:2725862	S
chrec2:3466302	S
chrec2:227223	S
chrec2:3586770	S
chrec2:2946164	S
chrec2:3596806	S
chrec2:3597105	S
chrec2:2923020	S
chrec2:4216698	S
chrec2:1748138	S
chrec2:2526495	S
chrec2:2061984	S
chrec2:4186974	S
chrec2:2726204	S
chrec2:4501072	S
chrec2:3597705	S
chrec2:3931735	S
chrec2:3426843	S
chrec2:21193	S
chrec2:227806	S
chrec2:697438	S
chrec2:3333390	S
chrec2:3670413	S
chrec2:3828600	S
chrec2:2046692	S
chrec2:262065	S
chrec2:2754242	S
chrec2:3109037	S
chrec2:3756167	S
chrec2:1032117	S
chrec2:1289226	S
chrec2:3457053	S
chrec2:2060183	S
chrec2:2997688	S
chrec2:781276	S
chrec2:259486	S
chrec2:780939	S
chrec2:2724761	S
chrec2:236924	S
chrec2:3691291	S
chrec2:2064776	S
chrec2:4336239	S
chrec2:3691135	S
chrec2:3209373	S
chrec2:3378642	S
chrec2:3321962	S
chrec2:4367208	S
chrec2:3308559	S
chrec2:3399757	S
chrec2:4429716	S
chrec2:4166017	S
chrec2:3243457	S
chrec2:926419	S
chrec2:2289547	S
chrec2:3458321	S
chrec2:106508	S
chrec2:1051119	S
chrec2:3828757	S
chrec2:4165802	S
chrec2:3308259	S
chrec2:3377418	S
chrec2:3725244	S
chrec2:3353913	S
chrec2:4188537	S
chrec2:1910164	S
chrec2:3686415	S
chrec2:4335981	S
chrec2:1020604	S
chrec2:781519	S
chrec2:1097899	S
chrec2:697052	S
chrec2:2754398	S
chrec2:2723549	S
chrec2:259301	S
chrec2:2409603	S
chrec2:697592	S
chrec2:1612443	S
chrec2:1085383	S
chrec2:3509783	S
chrec2:16953	S
chrec2:3385332	S
chrec2:1302393	S
chrec2:2115969	S
chrec2:3054701	S
chrec2:4208655	S
chrec2:2724403	S
chrec2:4192202	S
chrec2:3650257	S
chrec2:3328675	S
chrec2:3054840	S
chrec2:2285781	S
chrec2:2045705	S
chrec2:4624251	S
chrec2:3716961	S
chrec2:4472230	S
chrec2:3327084	S
chrec2:3757720	S
chrec2:1620815	S
chrec2:4556181	S
chrec2:3726367	S
chrec2:2908389	S
chrec2:451056	S
chrec2:2632746	S
chrec2:3728565	S
