### ChExMix output
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	CtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	3082957.0	5052701.0	1.049	0.144
#
#Point	SAMPLE:1_Sig	SAMPLE:1_Ctrl	SAMPLE:1_log2Fold	SAMPLE:1_log2Q
chrec2:3897812	243.9	66.7	1.802	-73.541
chrec2:3971113	260.2	76.8	1.691	-71.273
chrec2:2926577	283.0	91.1	1.566	-69.618
chrec2:4435768	234.7	64.1	1.803	-69.584
chrec2:3835671	187.0	41.8	2.092	-68.557
chrec2:3986752	144.4	22.0	2.646	-68.185
chrec2:3989039	204.9	50.7	1.946	-67.668
chrec2:3841570	229.6	64.1	1.772	-66.546
chrec2:3486269	293.6	100.5	1.477	-66.573
chrec2:3713921	267.3	85.0	1.584	-66.417
chrec2:3836355	273.0	88.6	1.553	-65.437
chrec2:1445222	139.7	23.4	2.510	-63.511
chrec2:3982658	450.3	205.5	1.062	-61.109
chrec2:3909157	251.7	86.5	1.471	-56.992
chrec2:2993668	119.1	20.2	2.493	-52.645
chrec2:4510188	134.1	28.6	2.162	-52.023
chrec2:3874313	274.3	106.4	1.297	-50.963
chrec2:3842557	221.3	74.7	1.498	-50.765
chrec2:4006593	159.3	41.0	1.889	-50.002
chrec2:2759053	103.3	16.9	2.545	-48.091
chrec2:3188729	155.8	41.1	1.852	-47.457
chrec2:2991901	138.7	34.0	1.960	-46.761
chrec2:3730060	293.7	125.9	1.153	-44.926
chrec2:4508985	153.2	43.8	1.737	-44.590
chrec2:4006139	173.1	55.1	1.583	-43.484
chrec2:2780923	152.2	43.4	1.742	-43.382
chrec2:3835074	191.3	66.0	1.467	-42.433
chrec2:3558104	152.0	43.9	1.722	-42.328
chrec2:2831043	97.2	18.6	2.313	-39.728
chrec2:3557735	97.0	18.6	2.312	-39.749
chrec2:2986716	103.0	22.7	2.112	-38.223
chrec2:252255	451.8	249.4	0.788	-37.654
chrec2:3751999	143.6	44.6	1.619	-37.568
chrec2:3734292	153.1	50.4	1.532	-37.493
chrec2:2770555	109.0	26.5	1.969	-37.074
chrec2:4055988	98.8	21.1	2.155	-36.903
chrec2:4058110	97.3	20.4	2.183	-36.920
chrec2:3842974	146.1	46.2	1.591	-36.826
chrec2:3049533	388.3	206.8	0.840	-36.521
chrec2:4356986	273.1	128.2	1.022	-35.059
chrec2:4007044	92.5	14.7	2.584	-34.906
chrec2:3842065	173.4	64.1	1.365	-34.700
chrec2:2877154	127.9	38.5	1.662	-34.333
chrec2:3832092	528.8	314.6	0.680	-33.817
chrec2:3839419	91.3	17.6	2.306	-33.797
chrec2:4547577	303.2	151.2	0.935	-33.755
chrec2:4545582	117.6	34.2	1.713	-33.619
chrec2:661899	104.8	27.6	1.855	-33.391
chrec2:3211345	921.4	625.9	0.489	-33.333
chrec2:3838768	247.5	115.0	1.036	-33.010
chrec2:997992	242.8	111.8	1.050	-32.708
chrec2:2986251	106.5	29.5	1.784	-32.387
chrec2:4015023	120.9	38.1	1.597	-31.321
chrec2:231075	222.3	101.4	1.063	-30.437
chrec2:3838203	150.8	56.9	1.337	-29.937
chrec2:570717	125.0	41.3	1.529	-29.785
chrec2:4547345	95.1	25.6	1.826	-29.406
chrec2:3912627	99.9	28.6	1.737	-29.172
chrec2:3592425	88.8	22.8	1.895	-29.118
chrec2:2412812	318.7	171.7	0.823	-28.466
chrec2:3748857	139.8	51.8	1.363	-28.359
chrec2:4009050	102.9	31.1	1.658	-27.840
chrec2:3557288	134.0	50.1	1.348	-26.875
chrec2:1175567	122.2	43.4	1.425	-26.398
chrec2:4217741	281.5	149.9	0.839	-26.177
chrec2:3836805	224.6	110.7	0.951	-25.556
chrec2:3188962	153.9	64.7	1.181	-25.480
chrec2:3873933	83.8	17.5	2.191	-25.282
chrec2:4250370	118.1	43.7	1.365	-24.303
chrec2:2307034	83.0	19.9	1.991	-24.274
chrec2:4596177	82.6	18.7	2.070	-24.286
chrec2:3919891	114.1	41.6	1.387	-23.891
chrec2:2849163	81.4	22.4	1.791	-23.295
chrec2:4017298	88.6	26.9	1.652	-23.083
chrec2:4225424	106.3	37.5	1.434	-23.040
chrec2:58880	96.1	32.0	1.516	-22.900
chrec2:2170174	79.8	20.5	1.888	-21.360
chrec2:3320907	87.5	29.5	1.498	-21.169
chrec2:4008445	98.9	35.8	1.397	-21.011
chrec2:4225766	78.8	9.4	3.003	-20.430
chrec2:3965867	406.8	259.5	0.579	-20.303
chrec2:3981978	79.3	24.9	1.601	-19.841
chrec2:22226	144.8	67.0	1.042	-19.555
chrec2:4442842	77.5	19.2	1.945	-19.529
chrec2:4254202	77.5	20.2	1.869	-19.540
chrec2:4016512	77.1	18.7	1.975	-19.551
chrec2:3575361	85.9	30.5	1.426	-19.224
chrec2:1300935	198.6	105.1	0.849	-18.936
chrec2:4007325	76.8	14.1	2.380	-18.654
chrec2:2589723	76.6	13.7	2.410	-18.665
chrec2:3574176	148.0	71.1	0.989	-18.526
chrec2:2890722	157.1	77.7	0.947	-18.256
chrec2:531524	75.9	15.6	2.209	-17.785
chrec2:3567401	75.2	15.3	2.231	-17.795
chrec2:1909641	75.0	14.8	2.273	-17.806
chrec2:3838454	90.9	34.3	1.335	-17.265
chrec2:3735686	102.0	42.2	1.205	-17.243
chrec2:4279797	82.3	30.1	1.380	-17.158
chrec2:3839731	88.4	33.7	1.321	-17.056
chrec2:3556829	119.2	53.8	1.078	-17.055
chrec2:2482007	396.9	264.6	0.516	-16.436
chrec2:4270523	90.6	36.9	1.228	-16.294
chrec2:4140670	73.5	19.4	1.850	-16.117
chrec2:4386953	180.6	99.6	0.788	-15.831
chrec2:180395	75.3	28.4	1.336	-15.692
chrec2:4016197	72.3	16.3	2.076	-15.288
chrec2:3650489	72.2	14.5	2.248	-15.298
chrec2:3572080	107.6	50.5	1.023	-14.782
chrec2:3462526	90.1	40.0	1.103	-14.223
chrec2:3909480	70.9	17.8	1.929	-13.667
chrec2:2903167	70.5	11.7	2.528	-13.677
chrec2:2489143	294.3	193.8	0.534	-12.950
chrec2:4170618	69.3	23.4	1.499	-12.895
chrec2:2802760	69.0	23.8	1.468	-12.122
chrec2:3918279	68.9	20.8	1.661	-12.131
chrec2:3976187	118.6	64.7	0.805	-11.100
chrec2:4266362	92.6	44.9	0.973	-11.022
chrec2:3730603	133.8	75.9	0.749	-10.913
chrec2:3267430	70.1	30.9	1.110	-10.596
chrec2:3190610	93.9	48.4	0.888	-10.216
chrec2:4005436	81.1	39.5	0.969	-9.908
chrec2:4446126	116.0	64.8	0.771	-9.631
chrec2:4577033	199.2	128.8	0.560	-9.630
chrec2:3934429	88.5	46.5	0.858	-9.347
chrec2:3243874	68.0	32.0	1.018	-9.116
chrec2:3811615	79.8	40.8	0.899	-8.989
chrec2:1332693	465.6	353.1	0.330	-8.919
chrec2:3791842	91.1	48.9	0.828	-8.639
chrec2:4640027	504.4	388.7	0.307	-8.571
chrec2:3571950	91.1	50.2	0.790	-8.181
chrec2:3556614	82.8	44.1	0.839	-8.131
chrec2:3256861	61.9	16.5	1.843	-7.368
chrec2:1714004	70.6	36.5	0.884	-7.218
chrec2:3975730	82.5	46.6	0.754	-7.207
chrec2:2776683	75.8	41.2	0.812	-7.025
chrec2:755175	109.9	67.2	0.641	-6.987
chrec2:3984236	124.7	78.4	0.600	-6.789
chrec2:3590089	91.8	55.1	0.669	-6.429
chrec2:3384449	191.4	135.1	0.433	-6.356
chrec2:3527912	162.8	112.7	0.461	-5.853
chrec2:528224	202.0	148.7	0.373	-5.119
chrec2:1714256	142.3	100.7	0.429	-4.756
chrec2:786066	89.1	57.6	0.560	-4.481
chrec2:706422	104.8	71.4	0.484	-4.328
chrec2:2797744	81.8	54.0	0.531	-3.889
chrec2:4099070	74.7	49.2	0.532	-3.610
chrec2:3868259	67.3	43.0	0.578	-3.382
chrec2:4443204	118.1	86.6	0.378	-3.325
