### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	3082957.0	1.049	0.144
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	3082957.0	5052701.0	1.0492	0.144
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:3989039	204.9	50.7	1.946	-67.668	1
chrec2:3841570	229.6	64.1	1.772	-66.546	1
chrec2:3486269	293.6	100.5	1.477	-66.573	1
chrec2:3713921	267.3	85.0	1.584	-66.417	1
chrec2:3836355	273.0	88.6	1.553	-65.437	1
chrec2:1445222	139.7	23.4	2.510	-63.511	1
chrec2:3982658	450.3	205.5	1.062	-61.109	1
chrec2:3909157	251.7	86.5	1.471	-56.992	1
chrec2:2993668	119.1	20.2	2.493	-52.645	1
chrec2:4510188	134.1	28.6	2.162	-52.023	1
chrec2:3874313	274.3	106.4	1.297	-50.963	1
chrec2:3842557	221.3	74.7	1.498	-50.765	1
chrec2:4006593	159.3	41.0	1.889	-50.002	1
chrec2:2759053	103.3	16.9	2.545	-48.091	1
chrec2:3188729	155.8	41.1	1.852	-47.457	1
chrec2:2991901	138.7	34.0	1.960	-46.761	1
chrec2:3730060	293.7	125.9	1.153	-44.926	1
chrec2:4508985	153.2	43.8	1.737	-44.590	1
chrec2:4006139	173.1	55.1	1.583	-43.484	1
chrec2:2780923	152.2	43.4	1.742	-43.382	1
chrec2:3835074	191.3	66.0	1.467	-42.433	1
chrec2:3558104	152.0	43.9	1.722	-42.328	1
chrec2:2831043	97.2	18.6	2.313	-39.728	1
chrec2:3557735	97.0	18.6	2.312	-39.749	1
chrec2:2986716	103.0	22.7	2.112	-38.223	1
chrec2:252255	451.8	249.4	0.788	-37.654	1
chrec2:3751999	143.6	44.6	1.619	-37.568	1
chrec2:3734292	153.1	50.4	1.532	-37.493	1
chrec2:2770555	109.0	26.5	1.969	-37.074	1
chrec2:4055988	98.8	21.1	2.155	-36.903	1
chrec2:4058110	97.3	20.4	2.183	-36.920	1
chrec2:3842974	146.1	46.2	1.591	-36.826	1
chrec2:3049533	388.3	206.8	0.840	-36.521	1
chrec2:4356986	273.1	128.2	1.022	-35.059	1
chrec2:4007044	92.5	14.7	2.584	-34.906	1
chrec2:3842065	173.4	64.1	1.365	-34.700	1
chrec2:2877154	127.9	38.5	1.662	-34.333	1
chrec2:3832092	528.8	314.6	0.680	-33.817	1
chrec2:3839419	91.3	17.6	2.306	-33.797	1
chrec2:4547577	303.2	151.2	0.935	-33.755	1
chrec2:4545582	117.6	34.2	1.713	-33.619	1
chrec2:661899	104.8	27.6	1.855	-33.391	1
chrec2:3211345	921.4	625.9	0.489	-33.333	1
chrec2:3838768	247.5	115.0	1.036	-33.010	1
chrec2:997992	242.8	111.8	1.050	-32.708	1
chrec2:2986251	106.5	29.5	1.784	-32.387	1
chrec2:4015023	120.9	38.1	1.597	-31.321	1
chrec2:231075	222.3	101.4	1.063	-30.437	1
chrec2:3838203	150.8	56.9	1.337	-29.937	1
chrec2:570717	125.0	41.3	1.529	-29.785	1
chrec2:4547345	95.1	25.6	1.826	-29.406	1
chrec2:3912627	99.9	28.6	1.737	-29.172	1
chrec2:3592425	88.8	22.8	1.895	-29.118	1
chrec2:2412812	318.7	171.7	0.823	-28.466	1
chrec2:3748857	139.8	51.8	1.363	-28.359	1
chrec2:4009050	102.9	31.1	1.658	-27.840	1
chrec2:3557288	134.0	50.1	1.348	-26.875	1
chrec2:1175567	122.2	43.4	1.425	-26.398	1
chrec2:4217741	281.5	149.9	0.839	-26.177	1
chrec2:3836805	224.6	110.7	0.951	-25.556	1
chrec2:3188962	153.9	64.7	1.181	-25.480	1
chrec2:3873933	83.8	17.5	2.191	-25.282	1
chrec2:4250370	118.1	43.7	1.365	-24.303	1
chrec2:2307034	83.0	19.9	1.991	-24.274	1
chrec2:4596177	82.6	18.7	2.070	-24.286	1
chrec2:3919891	114.1	41.6	1.387	-23.891	1
chrec2:2849163	81.4	22.4	1.791	-23.295	1
chrec2:4017298	88.6	26.9	1.652	-23.083	1
chrec2:4225424	106.3	37.5	1.434	-23.040	1
chrec2:58880	96.1	32.0	1.516	-22.900	1
chrec2:2170174	79.8	20.5	1.888	-21.360	1
chrec2:3320907	87.5	29.5	1.498	-21.169	1
chrec2:4008445	98.9	35.8	1.397	-21.011	1
chrec2:4225766	78.8	9.4	3.003	-20.430	1
chrec2:3965867	406.8	259.5	0.579	-20.303	1
chrec2:3981978	79.3	24.9	1.601	-19.841	1
chrec2:22226	144.8	67.0	1.042	-19.555	1
chrec2:4442842	77.5	19.2	1.945	-19.529	1
chrec2:4254202	77.5	20.2	1.869	-19.540	1
chrec2:4016512	77.1	18.7	1.975	-19.551	1
chrec2:3575361	85.9	30.5	1.426	-19.224	1
chrec2:1300935	198.6	105.1	0.849	-18.936	1
chrec2:4007325	76.8	14.1	2.380	-18.654	1
chrec2:2589723	76.6	13.7	2.410	-18.665	1
chrec2:3574176	148.0	71.1	0.989	-18.526	1
chrec2:2890722	157.1	77.7	0.947	-18.256	1
chrec2:531524	75.9	15.6	2.209	-17.785	1
chrec2:3567401	75.2	15.3	2.231	-17.795	1
chrec2:1909641	75.0	14.8	2.273	-17.806	1
chrec2:3838454	90.9	34.3	1.335	-17.265	1
chrec2:3735686	102.0	42.2	1.205	-17.243	1
chrec2:4279797	82.3	30.1	1.380	-17.158	1
chrec2:3839731	88.4	33.7	1.321	-17.056	1
chrec2:3556829	119.2	53.8	1.078	-17.055	1
chrec2:2482007	396.9	264.6	0.516	-16.436	1
chrec2:4270523	90.6	36.9	1.228	-16.294	1
chrec2:4140670	73.5	19.4	1.850	-16.117	1
chrec2:4386953	180.6	99.6	0.788	-15.831	1
chrec2:180395	75.3	28.4	1.336	-15.692	1
chrec2:4016197	72.3	16.3	2.076	-15.288	1
chrec2:3650489	72.2	14.5	2.248	-15.298	1
chrec2:3572080	107.6	50.5	1.023	-14.782	1
chrec2:3462526	90.1	40.0	1.103	-14.223	1
chrec2:3909480	70.9	17.8	1.929	-13.667	1
chrec2:2903167	70.5	11.7	2.528	-13.677	1
chrec2:2489143	294.3	193.8	0.534	-12.950	1
chrec2:4170618	69.3	23.4	1.499	-12.895	1
chrec2:2802760	69.0	23.8	1.468	-12.122	1
chrec2:3918279	68.9	20.8	1.661	-12.131	1
chrec2:3976187	118.6	64.7	0.805	-11.100	1
chrec2:4266362	92.6	44.9	0.973	-11.022	1
chrec2:3730603	133.8	75.9	0.749	-10.913	1
chrec2:3267430	70.1	30.9	1.110	-10.596	1
chrec2:3190610	93.9	48.4	0.888	-10.216	1
chrec2:4005436	81.1	39.5	0.969	-9.908	1
chrec2:4446126	116.0	64.8	0.771	-9.631	1
chrec2:4577033	199.2	128.8	0.560	-9.630	1
chrec2:3934429	88.5	46.5	0.858	-9.347	1
chrec2:3243874	68.0	32.0	1.018	-9.116	1
chrec2:3811615	79.8	40.8	0.899	-8.989	1
chrec2:1332693	465.6	353.1	0.330	-8.919	1
chrec2:3791842	91.1	48.9	0.828	-8.639	1
chrec2:4640027	504.4	388.7	0.307	-8.571	1
chrec2:3571950	91.1	50.2	0.790	-8.181	1
chrec2:3556614	82.8	44.1	0.839	-8.131	1
chrec2:3256861	61.9	16.5	1.843	-7.368	1
chrec2:1714004	70.6	36.5	0.884	-7.218	1
chrec2:3975730	82.5	46.6	0.754	-7.207	1
chrec2:2776683	75.8	41.2	0.812	-7.025	1
chrec2:755175	109.9	67.2	0.641	-6.987	1
chrec2:3984236	124.7	78.4	0.600	-6.789	1
chrec2:3590089	91.8	55.1	0.669	-6.429	1
chrec2:3384449	191.4	135.1	0.433	-6.356	1
chrec2:3527912	162.8	112.7	0.461	-5.853	1
chrec2:528224	202.0	148.7	0.373	-5.119	1
chrec2:1714256	142.3	100.7	0.429	-4.756	1
chrec2:786066	89.1	57.6	0.560	-4.481	1
chrec2:706422	104.8	71.4	0.484	-4.328	1
chrec2:2797744	81.8	54.0	0.531	-3.889	1
chrec2:4099070	74.7	49.2	0.532	-3.610	1
chrec2:3868259	67.3	43.0	0.578	-3.382	1
chrec2:4443204	118.1	86.6	0.378	-3.325	1
chrec2:3390413	85.4	58.6	0.473	-3.177	1
chrec2:3243450	381.8	317.2	0.198	-3.117	1
chrec2:3494340	78.3	53.6	0.477	-2.899	1
chrec2:4293466	52.5	32.7	0.614	-2.742	1
chrec2:3944031	285.8	235.7	0.208	-2.549	1
chrec2:3057150	206.0	165.5	0.246	-2.525	1
chrec2:3759598	150.3	116.6	0.296	-2.484	1
chrec2:1092817	131.8	101.2	0.313	-2.257	1
chrec2:3474209	72.4	51.9	0.410	-2.070	1
chrec2:3786554	237.7	199.1	0.186	-1.823	1
chrec2:2549050	67.3	51.4	0.319	-1.463	1
chrec2:3202424	79.4	61.8	0.291	-1.435	1
chrec2:3976670	72.5	54.6	0.340	-1.389	1
chrec2:2316341	218.4	187.4	0.152	-1.141	1
chrec2:3818803	88.5	71.2	0.243	-1.116	1
chrec2:3903163	196.0	166.9	0.163	-1.057	1
chrec2:4078546	69.3	53.8	0.295	-1.053	1
chrec2:111525	69.9	54.5	0.288	-1.043	1
chrec2:3974680	334.7	297.0	0.103	-0.824	1
chrec2:3508680	74.7	60.3	0.241	-0.634	1
chrec2:3932541	66.6	53.4	0.249	-0.555	1
chrec2:4208857	71.8	59.5	0.200	-0.501	1
chrec2:3478303	86.8	75.0	0.141	-0.250	1
chrec2:1909220	199.3	179.4	0.082	-0.115	1
chrec2:3385347	246.8	224.6	0.067	-0.119	1
chrec2:4040654	374.4	343.4	0.055	-0.106	1
chrec2:451026	829.3	773.6	0.031	-0.038	1
chrec2:4615908	177.8	162.5	0.060	0.000	1
chrec2:2803425	387.3	362.1	0.028	0.000	1
chrec2:138774	82.5	75.1	0.067	0.000	1
chrec2:4036108	71.3	67.4	0.012	0.000	1
chrec2:4610427	121.4	115.0	0.009	0.000	1
chrec2:3640996	68.0	64.5	0.008	0.000	1
chrec2:1994119	5941.5	30307.6	-2.420	0.000	1
chrec2:3654114	5815.8	14937.5	-1.430	0.000	1
chrec2:4211522	5176.7	17457.8	-1.823	0.000	1
chrec2:4610917	4880.8	10193.2	-1.132	0.000	1
chrec2:4397186	4845.9	15176.3	-1.716	0.000	1
chrec2:3461016	4530.2	15691.5	-1.862	0.000	1
chrec2:3600878	4505.3	18396.2	-2.099	0.000	1
chrec2:2526595	4447.1	10206.4	-1.268	0.000	1
chrec2:3469753	4267.1	17465.7	-2.103	0.000	1
chrec2:3694641	4265.1	17157.7	-2.078	0.000	1
chrec2:3322192	4170.4	13548.1	-1.769	0.000	1
chrec2:3428266	4162.2	16808.6	-2.083	0.000	1
chrec2:224311	3847.3	17619.6	-2.265	0.000	1
chrec2:2816816	3773.7	12487.8	-1.796	0.000	1
chrec2:3920415	3672.6	8514.3	-1.282	0.000	1
chrec2:697230	3638.7	12517.8	-1.852	0.000	1
chrec2:2526533	3329.1	7633.2	-1.267	0.000	1
chrec2:3318124	3314.5	7019.8	-1.152	0.000	1
chrec2:224391	3296.3	14770.8	-2.233	0.000	1
chrec2:4213318	3213.9	13356.3	-2.124	0.000	1
chrec2:3690541	3108.8	14916.8	-2.332	0.000	1
chrec2:3599509	3047.9	12838.7	-2.144	0.000	1
chrec2:2729448	2999.4	14373.2	-2.330	0.000	1
chrec2:2523540	2938.3	8439.1	-1.591	0.000	1
chrec2:2923002	2857.7	10833.6	-1.992	0.000	1
chrec2:3469673	2848.3	12460.8	-2.199	0.000	1
chrec2:3694561	2793.6	12600.2	-2.243	0.000	1
chrec2:3428186	2753.9	12010.4	-2.194	0.000	1
chrec2:3426568	2751.9	12383.8	-2.239	0.000	1
chrec2:3600798	2748.0	12141.7	-2.213	0.000	1
chrec2:3424191	2739.6	12990.9	-2.315	0.000	1
chrec2:228254	2727.8	12936.1	-2.315	0.000	1
chrec2:3426486	2640.9	12647.7	-2.329	0.000	1
chrec2:4214411	2633.8	11611.3	-2.210	0.000	1
chrec2:226299	2580.0	12344.8	-2.328	0.000	1
chrec2:2729528	2566.0	13058.9	-2.417	0.000	1
chrec2:226379	2522.1	11775.8	-2.292	0.000	1
chrec2:3467524	2491.6	11288.2	-2.249	0.000	1
chrec2:2727199	2480.2	11106.7	-2.232	0.000	1
chrec2:3465761	2411.5	12026.2	-2.388	0.000	1
chrec2:1748203	2398.4	5119.8	-1.163	0.000	1
chrec2:4214492	2396.6	11020.6	-2.270	0.000	1
chrec2:2725536	2327.9	11789.5	-2.410	0.000	1
chrec2:3596941	2309.0	11433.6	-2.377	0.000	1
chrec2:3692191	2274.4	9825.8	-2.180	0.000	1
chrec2:3465841	2236.9	10948.3	-2.360	0.000	1
chrec2:1032043	2230.1	4027.9	-0.922	0.000	1
chrec2:3424111	2227.6	10751.8	-2.340	0.000	1
chrec2:4211368	2221.9	5481.7	-1.372	0.000	1
chrec2:2725617	2215.6	11092.5	-2.393	0.000	1
chrec2:3598479	2207.9	9725.0	-2.208	0.000	1
chrec2:3596861	2205.0	11238.6	-2.419	0.000	1
chrec2:2816736	2200.8	7644.8	-1.866	0.000	1
chrec2:3693365	2191.7	12376.6	-2.567	0.000	1
chrec2:3467604	2181.6	10377.8	-2.319	0.000	1
chrec2:2946173	2154.2	6135.6	-1.579	0.000	1
chrec2:3425299	2138.8	10730.0	-2.396	0.000	1
chrec2:2946255	2138.6	6300.3	-1.628	0.000	1
chrec2:3690460	2127.6	10631.7	-2.390	0.000	1
chrec2:4216153	2114.5	10192.0	-2.338	0.000	1
chrec2:3692111	2068.5	9673.9	-2.295	0.000	1
chrec2:781460	2068.0	8511.0	-2.110	0.000	1
chrec2:2728392	2040.9	11932.6	-2.617	0.000	1
chrec2:4367272	2038.9	4179.8	-1.105	0.000	1
chrec2:236962	2016.1	4257.3	-1.148	0.000	1
chrec2:3828785	2014.0	5699.5	-1.570	0.000	1
chrec2:1289003	2013.8	7506.7	-1.968	0.000	1
chrec2:3468624	2010.2	10748.2	-2.488	0.000	1
chrec2:228172	1919.3	9455.7	-2.370	0.000	1
chrec2:3598399	1910.0	8762.4	-2.267	0.000	1
chrec2:2727279	1875.3	9221.7	-2.367	0.000	1
chrec2:3109084	1859.2	3258.0	-0.879	0.000	1
chrec2:3693285	1804.5	9256.5	-2.428	0.000	1
chrec2:3599591	1803.5	9242.7	-2.427	0.000	1
chrec2:3468704	1796.3	10314.1	-2.591	0.000	1
chrec2:3586707	1782.7	2543.7	-0.582	0.000	1
chrec2:4216073	1777.5	9001.1	-2.410	0.000	1
chrec2:3654093	1777.4	4870.9	-1.524	0.000	1
chrec2:3931754	1675.0	4691.5	-1.555	0.000	1
chrec2:2046744	1647.7	7760.0	-2.305	0.000	1
chrec2:3308291	1616.8	3455.7	-1.165	0.000	1
chrec2:3654057	1614.8	4631.2	-1.589	0.000	1
chrec2:3920323	1585.6	4724.3	-1.644	0.000	1
chrec2:2060172	1547.3	5940.5	-2.010	0.000	1
chrec2:21054	1508.8	4215.5	-1.552	0.000	1
chrec2:2728311	1498.3	8572.1	-2.586	0.000	1
chrec2:2061985	1486.4	7755.8	-2.453	0.000	1
chrec2:3333128	1439.6	6195.1	-2.175	0.000	1
chrec2:781540	1427.8	5369.6	-1.980	0.000	1
chrec2:4192157	1422.2	5508.7	-2.023	0.000	1
chrec2:2754413	1380.0	2726.6	-1.052	0.000	1
chrec2:3725885	1371.8	4951.9	-1.921	0.000	1
chrec2:4501074	1353.8	2771.9	-1.103	0.000	1
chrec2:4198161	1342.1	6103.8	-2.255	0.000	1
chrec2:259377	1318.3	1847.9	-0.557	0.000	1
chrec2:926389	1305.9	3399.8	-1.450	0.000	1
chrec2:2941426	1300.1	1949.3	-0.654	0.000	1
chrec2:262068	1279.7	2627.8	-1.107	0.000	1
chrec2:3209449	1277.9	4204.2	-1.787	0.000	1
chrec2:3054528	1241.1	3063.8	-1.373	0.000	1
chrec2:2997593	1236.6	2314.1	-0.973	0.000	1
chrec2:4200062	1228.3	5048.4	-2.109	0.000	1
chrec2:1302609	1218.7	1510.5	-0.379	0.000	1
chrec2:3755841	1214.7	4798.9	-2.051	0.000	1
chrec2:3670385	1196.9	2410.0	-1.079	0.000	1
chrec2:3378440	1143.0	3336.2	-1.615	0.000	1
chrec2:4039415	1116.2	1848.6	-0.797	0.000	1
chrec2:4194335	1104.4	4955.6	-2.235	0.000	1
chrec2:1051002	1103.9	1869.4	-0.829	0.000	1
chrec2:4187622	1076.9	6376.3	-2.635	0.000	1
chrec2:3458322	1040.3	2526.9	-1.350	0.000	1
chrec2:4196529	1039.4	4413.9	-2.156	0.000	1
chrec2:2064394	1027.9	5610.4	-2.518	0.000	1
chrec2:4335335	1004.4	3130.1	-1.709	0.000	1
chrec2:4430341	956.5	3732.9	-2.034	0.000	1
chrec2:3183186	937.6	1574.1	-0.817	0.000	1
chrec2:2689887	930.0	1710.7	-0.949	0.000	1
chrec2:1020483	928.2	2371.2	-1.422	0.000	1
chrec2:3509696	887.7	2131.6	-1.333	0.000	1
chrec2:2754453	870.9	1734.3	-1.063	0.000	1
chrec2:3686307	833.1	963.1	-0.279	0.000	1
chrec2:122197	829.7	2196.5	-1.474	0.000	1
chrec2:4610876	802.9	1936.4	-1.339	0.000	1
chrec2:1148573	802.2	3317.8	-2.118	0.000	1
chrec2:4189903	788.2	4626.8	-2.623	0.000	1
chrec2:3727978	787.9	2766.8	-1.882	0.000	1
chrec2:4472201	773.8	2722.1	-1.884	0.000	1
chrec2:3650175	753.4	1205.2	-0.747	0.000	1
chrec2:3714363	727.0	1376.2	-0.990	0.000	1
chrec2:3456365	711.7	3206.3	-2.241	0.000	1
chrec2:1097869	703.9	1774.6	-1.403	0.000	1
chrec2:3459585	698.5	2111.6	-1.665	0.000	1
chrec2:1085398	697.7	1256.1	-0.918	0.000	1
chrec2:2289549	696.4	1770.0	-1.415	0.000	1
chrec2:2273243	689.0	1163.6	-0.825	0.000	1
chrec2:2743522	681.0	1989.6	-1.616	0.000	1
chrec2:4193264	679.9	3297.5	-2.347	0.000	1
chrec2:3237036	679.2	1148.3	-0.827	0.000	1
chrec2:2632753	670.5	1694.6	-1.407	0.000	1
chrec2:2471801	656.3	1079.4	-0.787	0.000	1
chrec2:3456285	640.6	2421.1	-1.987	0.000	1
chrec2:3729394	629.0	2262.8	-1.916	0.000	1
chrec2:3270250	627.4	1898.7	-1.667	0.000	1
chrec2:106510	620.0	1772.5	-1.585	0.000	1
chrec2:2744867	612.2	1648.8	-1.499	0.000	1
chrec2:3377417	603.0	1058.3	-0.881	0.000	1
chrec2:3410213	601.4	1271.9	-1.150	0.000	1
chrec2:2662065	601.0	1637.2	-1.515	0.000	1
chrec2:475726	577.4	1660.1	-1.593	0.000	1
chrec2:4190926	577.4	3746.6	-2.767	0.000	1
chrec2:1759107	553.4	766.8	-0.540	0.000	1
chrec2:4188853	552.5	3515.5	-2.739	0.000	1
chrec2:2285778	551.7	1269.5	-1.272	0.000	1
chrec2:2908358	548.3	1240.6	-1.247	0.000	1
chrec2:3715842	532.3	1115.5	-1.137	0.000	1
chrec2:3645488	529.0	1166.9	-1.211	0.000	1
chrec2:1643346	528.3	594.3	-0.239	0.000	1
chrec2:122824	516.6	949.7	-0.948	0.000	1
chrec2:3756544	513.8	1020.6	-1.060	0.000	1
chrec2:4195438	512.7	2471.8	-2.339	0.000	1
chrec2:962291	502.5	1032.5	-1.108	0.000	1
chrec2:2562895	498.0	1038.8	-1.130	0.000	1
chrec2:4645251	495.0	505.6	-0.100	0.000	1
chrec2:1802526	490.3	1136.6	-1.282	0.000	1
chrec2:3975298	475.1	621.3	-0.456	0.000	1
chrec2:3311552	461.3	1118.7	-1.347	0.000	1
chrec2:4169975	461.3	1617.9	-1.880	0.000	1
chrec2:3193397	441.0	667.9	-0.668	0.000	1
chrec2:416501	432.0	1177.0	-1.516	0.000	1
chrec2:1990097	430.5	2639.0	-2.685	0.000	1
chrec2:1624550	420.5	1196.5	-1.578	0.000	1
chrec2:1051767	417.2	668.8	-0.750	0.000	1
chrec2:3214259	416.9	750.6	-0.918	0.000	1
chrec2:657680	406.7	566.7	-0.548	0.000	1
chrec2:564009	401.8	979.9	-1.355	0.000	1
chrec2:4167054	397.3	1733.4	-2.195	0.000	1
chrec2:2092107	396.1	1226.2	-1.700	0.000	1
chrec2:3804208	393.8	489.7	-0.384	0.000	1
chrec2:3377831	393.0	1823.3	-2.283	0.000	1
chrec2:2045589	391.3	1324.3	-1.828	0.000	1
chrec2:233770	381.4	612.2	-0.752	0.000	1
chrec2:3943674	380.4	405.1	-0.160	0.000	1
chrec2:3109890	378.4	890.1	-1.304	0.000	1
chrec2:127730	374.4	642.8	-0.849	0.000	1
chrec2:3193860	365.0	607.0	-0.803	0.000	1
chrec2:16956	361.1	546.9	-0.668	0.000	1
chrec2:2724346	359.9	1067.8	-1.638	0.000	1
chrec2:2723222	359.8	1238.3	-1.852	0.000	1
chrec2:3446324	352.6	341.0	-0.021	0.000	1
chrec2:3457481	347.2	1774.6	-2.423	0.000	1
chrec2:189725	340.8	779.9	-1.264	0.000	1
chrec2:4121122	340.7	569.8	-0.811	0.000	1
chrec2:418544	329.9	333.1	-0.083	0.000	1
chrec2:3353923	322.6	482.1	-0.649	0.000	1
chrec2:1739486	322.4	630.3	-1.037	0.000	1
chrec2:113250	319.7	368.2	-0.273	0.000	1
chrec2:4410739	311.8	585.9	-0.979	0.000	1
chrec2:4168953	292.6	815.1	-1.547	0.000	1
chrec2:3710206	291.2	593.7	-1.097	0.000	1
chrec2:3746490	283.4	324.9	-0.267	0.000	1
chrec2:3084977	279.1	425.7	-0.678	0.000	1
chrec2:3457843	278.2	1420.6	-2.422	0.000	1
chrec2:2627914	276.9	476.5	-0.853	0.000	1
chrec2:3475861	275.0	521.7	-0.993	0.000	1
chrec2:926970	274.8	540.8	-1.046	0.000	1
chrec2:417244	271.1	846.3	-1.711	0.000	1
chrec2:3530729	270.4	564.6	-1.131	0.000	1
chrec2:4154393	269.6	377.1	-0.553	0.000	1
chrec2:1153157	269.5	497.1	-0.953	0.000	1
chrec2:3578294	257.9	542.2	-1.141	0.000	1
chrec2:3671020	255.5	309.1	-0.344	0.000	1
chrec2:2115289	250.0	462.3	-0.956	0.000	1
chrec2:131516	245.0	451.5	-0.952	0.000	1
chrec2:4434286	240.2	278.1	-0.280	0.000	1
chrec2:57322	240.1	272.4	-0.251	0.000	1
chrec2:1804395	240.0	249.9	-0.128	0.000	1
chrec2:1800948	238.2	455.1	-1.003	0.000	1
chrec2:4624245	237.1	519.1	-1.200	0.000	1
chrec2:2155779	236.9	318.8	-0.498	0.000	1
chrec2:1801841	233.5	765.7	-1.783	0.000	1
chrec2:2866585	230.9	413.5	-0.910	0.000	1
chrec2:2803793	227.4	706.8	-1.705	0.000	1
chrec2:3550730	226.3	289.2	-0.423	0.000	1
chrec2:3311082	225.1	380.3	-0.826	0.000	1
chrec2:479619	224.9	270.5	-0.336	0.000	1
chrec2:1436245	224.5	285.9	-0.418	0.000	1
chrec2:480035	221.4	360.8	-0.774	0.000	1
chrec2:1612449	220.5	216.4	-0.042	0.000	1
chrec2:4059414	218.9	303.5	-0.541	0.000	1
chrec2:2619569	217.2	411.0	-0.990	0.000	1
chrec2:2652399	212.6	288.8	-0.511	0.000	1
chrec2:1401179	212.5	442.1	-1.126	0.000	1
chrec2:2100360	212.5	784.4	-1.953	0.000	1
chrec2:4114239	208.8	279.1	-0.488	0.000	1
chrec2:454225	207.2	359.8	-0.865	0.000	1
chrec2:3055520	206.3	338.4	-0.784	0.000	1
chrec2:4278721	204.4	446.5	-1.197	0.000	1
chrec2:3328669	203.8	333.8	-0.781	0.000	1
chrec2:1149257	203.7	776.2	-1.999	0.000	1
chrec2:3072373	203.6	268.7	-0.469	0.000	1
chrec2:3348349	203.0	479.0	-1.308	0.000	1
chrec2:1620762	202.1	308.2	-0.678	0.000	1
chrec2:2723835	198.1	730.0	-1.951	0.000	1
chrec2:258198	195.1	414.8	-1.158	0.000	1
chrec2:255801	194.8	276.4	-0.574	0.000	1
chrec2:2027443	192.7	669.5	-1.866	0.000	1
chrec2:3405108	188.4	302.9	-0.754	0.000	1
chrec2:3167218	187.6	252.8	-0.499	0.000	1
chrec2:1924863	185.5	263.2	-0.574	0.000	1
chrec2:1926977	185.3	407.4	-1.206	0.000	1
chrec2:379125	183.7	263.4	-0.589	0.000	1
