### ChExMix replication codes
# Codes:
#     X : Event was not called in this condition
#     S : This condition only contains a single replicate
#     D : Called in one replicate or condition as a whole, significant difference detected across some replicates (binomial P-value, same threshold as --q)
#     1 : Called in one replicate or condition as a whole, NO significant difference detected across any replicates
#    >1 : Number of replicates in which binding event is called significant
#
#BindingEvent	SAMPLE
chrec2:259377	S
chrec2:926389	S
chrec2:2941426	S
chrec2:262068	S
chrec2:3209449	S
chrec2:3054528	S
chrec2:2997593	S
chrec2:4200062	S
chrec2:1302609	S
chrec2:3755841	S
chrec2:3670385	S
chrec2:3378440	S
chrec2:4039415	S
chrec2:4194335	S
chrec2:1051002	S
chrec2:4187622	S
chrec2:3458322	S
chrec2:4196529	S
chrec2:2064394	S
chrec2:4335335	S
chrec2:4430341	S
chrec2:3183186	S
chrec2:2689887	S
chrec2:1020483	S
chrec2:3509696	S
chrec2:2754453	S
chrec2:3686307	S
chrec2:122197	S
chrec2:4610876	S
chrec2:1148573	S
chrec2:4189903	S
chrec2:3727978	S
chrec2:4472201	S
chrec2:3650175	S
chrec2:3714363	S
chrec2:3456365	S
chrec2:1097869	S
chrec2:3459585	S
chrec2:1085398	S
chrec2:2289549	S
chrec2:2273243	S
chrec2:2743522	S
chrec2:4193264	S
chrec2:3237036	S
chrec2:2632753	S
chrec2:2471801	S
chrec2:3456285	S
chrec2:3729394	S
chrec2:3270250	S
chrec2:106510	S
chrec2:2744867	S
chrec2:3377417	S
chrec2:3410213	S
chrec2:2662065	S
chrec2:475726	S
chrec2:4190926	S
chrec2:1759107	S
chrec2:4188853	S
chrec2:2285778	S
chrec2:2908358	S
chrec2:3715842	S
chrec2:3645488	S
chrec2:1643346	S
chrec2:122824	S
chrec2:3756544	S
chrec2:4195438	S
chrec2:962291	S
chrec2:2562895	S
chrec2:4645251	S
chrec2:1802526	S
chrec2:3975298	S
chrec2:3311552	S
chrec2:4169975	S
chrec2:3193397	S
chrec2:416501	S
chrec2:1990097	S
chrec2:1624550	S
chrec2:1051767	S
chrec2:3214259	S
chrec2:657680	S
chrec2:564009	S
chrec2:4167054	S
chrec2:2092107	S
chrec2:3804208	S
chrec2:3377831	S
chrec2:2045589	S
chrec2:233770	S
chrec2:3943674	S
chrec2:3109890	S
chrec2:127730	S
chrec2:3193860	S
chrec2:16956	S
chrec2:2724346	S
chrec2:2723222	S
chrec2:3446324	S
chrec2:3457481	S
chrec2:189725	S
chrec2:4121122	S
chrec2:418544	S
chrec2:3353923	S
chrec2:1739486	S
chrec2:113250	S
chrec2:4410739	S
chrec2:4168953	S
chrec2:3710206	S
chrec2:3746490	S
chrec2:3084977	S
chrec2:3457843	S
chrec2:2627914	S
chrec2:3475861	S
chrec2:926970	S
chrec2:417244	S
chrec2:3530729	S
chrec2:4154393	S
chrec2:1153157	S
chrec2:3578294	S
chrec2:3671020	S
chrec2:2115289	S
chrec2:131516	S
chrec2:4434286	S
chrec2:57322	S
chrec2:1804395	S
chrec2:1800948	S
chrec2:4624245	S
chrec2:2155779	S
chrec2:1801841	S
chrec2:2866585	S
chrec2:2803793	S
chrec2:3550730	S
chrec2:3311082	S
chrec2:479619	S
chrec2:1436245	S
chrec2:480035	S
chrec2:1612449	S
chrec2:4059414	S
chrec2:2619569	S
chrec2:2652399	S
chrec2:1401179	S
chrec2:2100360	S
chrec2:4114239	S
chrec2:454225	S
chrec2:3055520	S
chrec2:4278721	S
chrec2:3328669	S
chrec2:1149257	S
chrec2:3072373	S
chrec2:3348349	S
chrec2:1620762	S
chrec2:2723835	S
chrec2:258198	S
chrec2:255801	S
chrec2:2027443	S
chrec2:3405108	S
chrec2:3167218	S
chrec2:1924863	S
chrec2:1926977	S
chrec2:379125	S
chrec2:3410875	S
chrec2:4409341	S
chrec2:1742910	S
chrec2:3992348	S
chrec2:3732134	S
chrec2:2660824	S
chrec2:2536726	S
chrec2:2744471	S
chrec2:2708663	S
chrec2:3085238	S
chrec2:1492469	S
chrec2:2409830	S
chrec2:3518165	S
chrec2:1634504	S
chrec2:1170587	S
chrec2:3535913	S
chrec2:1146190	S
chrec2:3326736	S
chrec2:433845	S
chrec2:3145424	S
chrec2:2708154	S
chrec2:2809406	S
chrec2:2436293	S
chrec2:4000388	S
chrec2:1294526	S
chrec2:1675444	S
chrec2:3635488	S
chrec2:4381506	S
chrec2:2316127	S
chrec2:2740492	S
chrec2:3992115	S
chrec2:400933	S
chrec2:4031296	S
chrec2:89606	S
chrec2:3818326	S
chrec2:4380343	S
chrec2:3354373	S
chrec2:4532752	S
chrec2:1721503	S
chrec2:3940178	S
chrec2:2662427	S
chrec2:4477231	S
chrec2:2344098	S
chrec2:607017	S
chrec2:853446	S
chrec2:4166357	S
chrec2:3066781	S
chrec2:1153529	S
chrec2:2623927	S
chrec2:4336125	S
chrec2:1051517	S
chrec2:4002770	S
chrec2:2702784	S
chrec2:850860	S
chrec2:431402	S
chrec2:3721463	S
chrec2:1910432	S
chrec2:2765293	S
chrec2:1910275	S
chrec2:1644073	S
chrec2:3436505	S
chrec2:964178	S
chrec2:3716913	S
chrec2:4336480	S
chrec2:2652103	S
chrec2:1802149	S
chrec2:154	S
chrec2:660657	S
chrec2:4114895	S
chrec2:1304577	S
chrec2:3623831	S
chrec2:4556164	S
chrec2:3676736	S
chrec2:2866188	S
chrec2:2116449	S
chrec2:4009504	S
chrec2:258405	S
chrec2:3034977	S
chrec2:4260689	S
chrec2:989441	S
chrec2:2418684	S
chrec2:2744254	S
chrec2:2804164	S
chrec2:3720880	S
chrec2:853129	S
chrec2:2923707	S
chrec2:4208638	S
chrec2:3340088	S
chrec2:4277687	S
chrec2:3716578	S
chrec2:417785	S
chrec2:1997453	S
chrec2:4168609	S
chrec2:4166588	S
chrec2:3823837	S
chrec2:2310129	S
chrec2:417994	S
chrec2:3460347	S
chrec2:2598438	S
chrec2:21394	S
chrec2:4167702	S
chrec2:1303331	S
chrec2:3846488	S
chrec2:4490734	S
chrec2:3817919	S
chrec2:4048075	S
chrec2:1801354	S
chrec2:2089388	S
chrec2:208478	S
chrec2:4297965	S
chrec2:106820	S
chrec2:4337131	S
chrec2:417449	S
chrec2:3716700	S
chrec2:102677	S
chrec2:3715516	S
chrec2:1215684	S
chrec2:675270	S
chrec2:490542	S
chrec2:3645785	S
chrec2:3144554	S
chrec2:3245281	S
chrec2:258972	S
chrec2:3715317	S
chrec2:3440521	S
chrec2:3975887	S
chrec2:856345	S
chrec2:4038670	S
chrec2:3787237	S
chrec2:1019511	S
chrec2:3818944	S
chrec2:3900677	S
chrec2:3348805	S
chrec2:3330359	S
chrec2:3278613	S
chrec2:245819	S
