### ChExMix replication codes
# Codes:
#     X : Event was not called in this condition
#     S : This condition only contains a single replicate
#     D : Called in one replicate or condition as a whole, significant difference detected across some replicates (binomial P-value, same threshold as --q)
#     1 : Called in one replicate or condition as a whole, NO significant difference detected across any replicates
#    >1 : Number of replicates in which binding event is called significant
#
#BindingEvent	SAMPLE
chrec2:3918608	S
chrec2:1827540	S
chrec2:2068252	S
chrec2:2622286	S
chrec2:645844	S
chrec2:3927781	S
chrec2:3786793	S
chrec2:2877150	S
chrec2:2138230	S
chrec2:1764338	S
chrec2:2903175	S
chrec2:2599779	S
chrec2:3619200	S
chrec2:4353695	S
chrec2:1577828	S
chrec2:2964711	S
chrec2:4047801	S
chrec2:3280563	S
chrec2:3253546	S
chrec2:510757	S
chrec2:1970202	S
chrec2:4380117	S
chrec2:3736881	S
chrec2:3492528	S
chrec2:2785394	S
chrec2:3287934	S
chrec2:515584	S
chrec2:2802770	S
chrec2:256359	S
chrec2:942835	S
chrec2:3794143	S
chrec2:4225144	S
chrec2:2479874	S
chrec2:3804336	S
chrec2:2769781	S
chrec2:3893073	S
chrec2:4288371	S
chrec2:2244647	S
chrec2:976721	S
chrec2:3741478	S
chrec2:4328923	S
chrec2:246757	S
chrec2:1532786	S
chrec2:1895741	S
chrec2:1988798	S
chrec2:4474394	S
chrec2:1969076	S
chrec2:2791353	S
chrec2:3701596	S
chrec2:2116867	S
chrec2:3482773	S
chrec2:3010617	S
chrec2:3956061	S
chrec2:2328791	S
chrec2:2579327	S
chrec2:4146518	S
chrec2:3770436	S
chrec2:3274018	S
chrec2:3020048	S
chrec2:3786081	S
chrec2:2840190	S
chrec2:2414711	S
chrec2:3133390	S
chrec2:4382851	S
chrec2:933316	S
chrec2:4498248	S
chrec2:585508	S
chrec2:3373686	S
chrec2:4339587	S
chrec2:4249581	S
chrec2:3050648	S
chrec2:3556616	S
chrec2:2987171	S
chrec2:2877221	S
chrec2:1452157	S
chrec2:4354555	S
chrec2:4533599	S
chrec2:598121	S
chrec2:2863414	S
chrec2:661901	S
chrec2:1970381	S
chrec2:1068237	S
chrec2:2598963	S
chrec2:1639892	S
chrec2:1764219	S
chrec2:750240	S
chrec2:2686257	S
chrec2:2158477	S
chrec2:2577690	S
chrec2:3976188	S
chrec2:3866131	S
chrec2:1658602	S
chrec2:138750	S
chrec2:2788498	S
chrec2:4640139	S
chrec2:3975212	S
chrec2:1436624	S
chrec2:2831051	S
chrec2:2121215	S
chrec2:2770547	S
chrec2:4013926	S
chrec2:3497272	S
chrec2:1046224	S
chrec2:4291145	S
chrec2:1831928	S
chrec2:3117992	S
chrec2:4041969	S
chrec2:1059610	S
chrec2:3982706	S
chrec2:2826955	S
chrec2:3352534	S
chrec2:122986	S
chrec2:1891660	S
chrec2:2945316	S
chrec2:722169	S
chrec2:2328021	S
chrec2:498171	S
chrec2:4108416	S
chrec2:4640210	S
chrec2:3791840	S
chrec2:894777	S
chrec2:1909630	S
chrec2:2097242	S
chrec2:2339405	S
chrec2:3617955	S
chrec2:47155	S
chrec2:928073	S
chrec2:246161	S
chrec2:2505334	S
chrec2:2355339	S
chrec2:3250929	S
chrec2:1492248	S
chrec2:4266366	S
chrec2:4266644	S
chrec2:4615743	S
chrec2:1810587	S
chrec2:177160	S
chrec2:2937361	S
chrec2:1938371	S
chrec2:767068	S
chrec2:4134166	S
chrec2:411491	S
chrec2:698589	S
chrec2:3978929	S
chrec2:1564771	S
chrec2:3889532	S
chrec2:28848	S
chrec2:3536008	S
chrec2:1174993	S
chrec2:1217244	S
chrec2:3874421	S
chrec2:3217125	S
chrec2:971166	S
chrec2:3518973	S
chrec2:2307023	S
chrec2:3253924	S
chrec2:3713913	S
chrec2:835287	S
chrec2:4606447	S
chrec2:960649	S
chrec2:4140680	S
chrec2:3502654	S
chrec2:2169712	S
chrec2:3593510	S
chrec2:715735	S
chrec2:3832097	S
chrec2:1881890	S
chrec2:1581192	S
chrec2:1259416	S
chrec2:2186105	S
chrec2:4103715	S
chrec2:2523250	S
chrec2:3676901	S
chrec2:3979414	S
chrec2:4046088	S
chrec2:3549424	S
chrec2:916731	S
chrec2:4015551	S
chrec2:2255077	S
chrec2:3552561	S
chrec2:3976691	S
chrec2:2672515	S
chrec2:247582	S
chrec2:3583163	S
chrec2:1357175	S
chrec2:2483265	S
chrec2:2320268	S
chrec2:627026	S
chrec2:3071569	S
chrec2:4250709	S
chrec2:3671124	S
chrec2:393871	S
chrec2:3073496	S
chrec2:2522014	S
chrec2:1903175	S
chrec2:3935671	S
chrec2:2581556	S
chrec2:626862	S
chrec2:737733	S
chrec2:511626	S
chrec2:4508054	S
chrec2:389283	S
chrec2:3909279	S
chrec2:3384142	S
chrec2:2166091	S
chrec2:729985	S
chrec2:3041921	S
chrec2:3147123	S
chrec2:2802574	S
chrec2:1436706	S
chrec2:2866180	S
chrec2:4048726	S
chrec2:4293491	S
chrec2:605257	S
chrec2:2551302	S
chrec2:938025	S
chrec2:1238420	S
chrec2:3077123	S
chrec2:2570617	S
chrec2:725564	S
chrec2:3414691	S
chrec2:1421525	S
chrec2:4447064	S
chrec2:1018918	S
chrec2:378830	S
chrec2:1664260	S
chrec2:2666561	S
chrec2:3804573	S
chrec2:553526	S
chrec2:3844727	S
chrec2:2323056	S
chrec2:1300218	S
chrec2:2688027	S
chrec2:4158064	S
chrec2:2977263	S
chrec2:2012316	S
chrec2:1336429	S
chrec2:3846158	S
chrec2:3657684	S
chrec2:189242	S
chrec2:1900779	S
chrec2:3243888	S
chrec2:652467	S
chrec2:1534016	S
chrec2:3553825	S
chrec2:423770	S
chrec2:3636325	S
chrec2:4079050	S
chrec2:1793658	S
chrec2:2475877	S
chrec2:3798938	S
chrec2:3893910	S
chrec2:3179258	S
chrec2:2308687	S
chrec2:2169351	S
chrec2:3647329	S
chrec2:3888173	S
chrec2:2897416	S
chrec2:3731398	S
chrec2:3249179	S
chrec2:4632882	S
chrec2:2504974	S
chrec2:708506	S
chrec2:3067447	S
chrec2:1639647	S
chrec2:229729	S
chrec2:1905388	S
chrec2:3590091	S
chrec2:604920	S
chrec2:1944079	S
chrec2:4114887	S
chrec2:2742268	S
chrec2:4292379	S
chrec2:2680100	S
chrec2:4415192	S
chrec2:3256711	S
chrec2:3908345	S
chrec2:2500836	S
chrec2:3999731	S
chrec2:4338961	S
chrec2:3891894	S
chrec2:415218	S
chrec2:2836832	S
chrec2:900165	S
chrec2:999479	S
chrec2:1140169	S
chrec2:1245262	S
chrec2:479280	S
chrec2:2565838	S
chrec2:2055086	S
chrec2:2100572	S
chrec2:1232395	S
chrec2:4521486	S
chrec2:1494582	S
chrec2:4337955	S
chrec2:4280884	S
chrec2:4299597	S
chrec2:3186973	S
chrec2:2544030	S
chrec2:3181184	S
chrec2:1046957	S
chrec2:3868282	S
chrec2:4299710	S
chrec2:2782098	S
chrec2:2096257	S
chrec2:739002	S
chrec2:1110277	S
chrec2:2939756	S
chrec2:3652412	S
chrec2:4574667	S
chrec2:1503500	S
chrec2:4270528	S
chrec2:3202442	S
chrec2:4208875	S
chrec2:589353	S
chrec2:1725243	S
chrec2:252078	S
chrec2:1187705	S
chrec2:4328638	S
chrec2:1737003	S
chrec2:4080191	S
chrec2:4064118	S
chrec2:3330832	S
chrec2:387947	S
chrec2:2892385	S
chrec2:2816207	S
chrec2:741426	S
chrec2:1692052	S
chrec2:1817947	S
chrec2:1342417	S
chrec2:2305258	S
chrec2:529424	S
chrec2:49549	S
chrec2:4574506	S
chrec2:2981016	S
chrec2:4390319	S
chrec2:4050735	S
chrec2:3094478	S
chrec2:1741172	S
chrec2:3658794	S
chrec2:3282715	S
chrec2:4123115	S
chrec2:3901252	S
chrec2:2152122	S
chrec2:4643766	S
chrec2:4446120	S
chrec2:93805	S
chrec2:4261062	S
chrec2:2946629	S
chrec2:111531	S
chrec2:1103311	S
chrec2:2600765	S
chrec2:3139327	S
chrec2:1163356	S
chrec2:4009483	S
chrec2:2530291	S
chrec2:3774006	S
chrec2:3678444	S
chrec2:2996471	S
chrec2:2162269	S
chrec2:3650469	S
chrec2:515750	S
chrec2:2061037	S
chrec2:3572591	S
chrec2:4422740	S
chrec2:2939059	S
chrec2:637709	S
chrec2:216037	S
chrec2:3847010	S
chrec2:2913497	S
chrec2:60849	S
chrec2:3881843	S
chrec2:3162101	S
chrec2:247973	S
chrec2:4151954	S
chrec2:2607304	S
chrec2:4345931	S
chrec2:2286851	S
chrec2:1311162	S
chrec2:2464459	S
chrec2:1752786	S
chrec2:1068823	S
chrec2:17664	S
chrec2:3780653	S
chrec2:3393194	S
chrec2:1901790	S
chrec2:585422	S
chrec2:3372024	S
chrec2:3637808	S
chrec2:3385963	S
chrec2:3324655	S
chrec2:2936529	S
chrec2:239056	S
chrec2:86109	S
chrec2:2162810	S
chrec2:1479195	S
chrec2:3885828	S
chrec2:2909047	S
chrec2:1005660	S
chrec2:2869307	S
chrec2:1489661	S
chrec2:2849159	S
chrec2:3556810	S
chrec2:1673589	S
chrec2:3994591	S
chrec2:3696941	S
chrec2:1002184	S
chrec2:2131623	S
chrec2:2768330	S
chrec2:2101682	S
chrec2:1617944	S
chrec2:3904385	S
chrec2:627353	S
chrec2:3981191	S
chrec2:1809476	S
chrec2:518982	S
chrec2:1437564	S
chrec2:608981	S
chrec2:29239	S
chrec2:809804	S
chrec2:2422455	S
chrec2:1325557	S
chrec2:2528612	S
chrec2:61838	S
chrec2:451555	S
chrec2:1281251	S
chrec2:2850327	S
chrec2:3792079	S
chrec2:4170589	S
chrec2:3026525	S
chrec2:4547328	S
chrec2:2323598	S
chrec2:1904735	S
chrec2:58873	S
chrec2:83123	S
chrec2:4130386	S
chrec2:3789565	S
chrec2:2243093	S
chrec2:1141519	S
chrec2:2134203	S
chrec2:3706271	S
chrec2:3957718	S
chrec2:4121455	S
chrec2:4011683	S
chrec2:3773785	S
chrec2:1553829	S
chrec2:3220629	S
chrec2:4021309	S
chrec2:926068	S
chrec2:4596184	S
chrec2:4573146	S
chrec2:4373193	S
chrec2:1351321	S
chrec2:411880	S
chrec2:4467665	S
chrec2:3196632	S
chrec2:1966604	S
chrec2:2589725	S
chrec2:2264366	S
chrec2:4602994	S
chrec2:1500690	S
chrec2:3068706	S
chrec2:946124	S
chrec2:2433588	S
chrec2:2898744	S
chrec2:4276392	S
chrec2:2364181	S
chrec2:4089707	S
chrec2:848506	S
chrec2:2941915	S
chrec2:2365760	S
chrec2:3630647	S
chrec2:648777	S
chrec2:2064054	S
chrec2:4561700	S
chrec2:1176833	S
chrec2:1504004	S
chrec2:896679	S
chrec2:2899843	S
chrec2:3589923	S
chrec2:1611590	S
chrec2:4103399	S
chrec2:2324662	S
chrec2:2765634	S
chrec2:2361724	S
chrec2:4305721	S
chrec2:3737094	S
chrec2:3503032	S
chrec2:1987690	S
chrec2:3633132	S
chrec2:2212181	S
chrec2:1550739	S
chrec2:146863	S
chrec2:3942366	S
chrec2:4359619	S
chrec2:4299484	S
chrec2:2346216	S
chrec2:4387769	S
chrec2:2005770	S
chrec2:1630454	S
chrec2:959890	S
chrec2:1486694	S
chrec2:3919071	S
chrec2:3641018	S
chrec2:4419002	S
chrec2:2878862	S
chrec2:1465237	S
chrec2:3086803	S
chrec2:3674855	S
chrec2:3204782	S
chrec2:3213844	S
chrec2:2352281	S
chrec2:4308974	S
chrec2:1059139	S
chrec2:1804528	S
chrec2:2250330	S
chrec2:4249326	S
chrec2:2199843	S
chrec2:497248	S
chrec2:3847772	S
chrec2:3276745	S
chrec2:2931654	S
chrec2:907816	S
chrec2:675932	S
chrec2:3721424	S
chrec2:2451284	S
chrec2:2115447	S
chrec2:531764	S
chrec2:4299823	S
chrec2:656202	S
chrec2:2554960	S
chrec2:3227542	S
chrec2:1463997	S
chrec2:3152690	S
chrec2:4613450	S
chrec2:4645434	S
chrec2:3822225	S
chrec2:2285031	S
chrec2:1574460	S
chrec2:1482040	S
chrec2:4525087	S
chrec2:4075000	S
chrec2:4044324	S
chrec2:4500799	S
chrec2:1105542	S
chrec2:3025142	S
chrec2:3802305	S
chrec2:3144547	S
chrec2:3526772	S
chrec2:3966315	S
chrec2:3863868	S
chrec2:4387052	S
chrec2:775645	S
chrec2:1364513	S
chrec2:3734956	S
chrec2:2237681	S
chrec2:3374583	S
chrec2:4143644	S
chrec2:2877876	S
chrec2:4161719	S
chrec2:2439614	S
chrec2:2891273	S
chrec2:1850255	S
chrec2:3561512	S
chrec2:3207060	S
chrec2:629262	S
chrec2:1519130	S
chrec2:3380542	S
chrec2:4099044	S
chrec2:4149346	S
chrec2:996406	S
chrec2:2970130	S
chrec2:3763121	S
chrec2:3700739	S
chrec2:4182913	S
chrec2:4361558	S
chrec2:1380994	S
chrec2:487230	S
chrec2:4420621	S
chrec2:2068030	S
chrec2:3825935	S
chrec2:234204	S
chrec2:816054	S
chrec2:1527846	S
chrec2:1058356	S
chrec2:1090552	S
chrec2:3745707	S
chrec2:1804349	S
chrec2:4110614	S
chrec2:1231497	S
chrec2:3442489	S
chrec2:3618332	S
chrec2:755074	S
chrec2:1797464	S
chrec2:37351	S
chrec2:1554007	S
chrec2:3537790	S
chrec2:183858	S
chrec2:1879303	S
chrec2:875804	S
chrec2:3699545	S
chrec2:4525916	S
chrec2:81647	S
chrec2:656728	S
chrec2:1671390	S
chrec2:958495	S
chrec2:2034375	S
chrec2:3364089	S
chrec2:1184149	S
chrec2:4175176	S
chrec2:3534349	S
chrec2:266220	S
chrec2:1543977	S
chrec2:1253921	S
chrec2:4088178	S
chrec2:4459170	S
chrec2:983318	S
chrec2:63041	S
chrec2:4038666	S
chrec2:1753686	S
chrec2:3908196	S
chrec2:410929	S
chrec2:2809588	S
chrec2:4247651	S
chrec2:3863295	S
chrec2:3390423	S
chrec2:1872512	S
chrec2:1371354	S
chrec2:2577304	S
chrec2:3446388	S
chrec2:3533470	S
chrec2:127633	S
chrec2:4254196	S
chrec2:4255078	S
chrec2:1064200	S
chrec2:3974885	S
chrec2:1310925	S
chrec2:4352382	S
chrec2:1657042	S
chrec2:3815600	S
chrec2:3910693	S
chrec2:3369124	S
chrec2:243105	S
chrec2:2867433	S
chrec2:3878249	S
chrec2:762839	S
chrec2:638171	S
chrec2:3155662	S
chrec2:2972119	S
chrec2:3477160	S
chrec2:529154	S
chrec2:2294583	S
chrec2:1466149	S
chrec2:1627588	S
chrec2:377582	S
chrec2:2908497	S
chrec2:4431906	S
chrec2:539722	S
chrec2:4265225	S
chrec2:3004385	S
chrec2:4204863	S
chrec2:3116626	S
chrec2:3047114	S
chrec2:632035	S
chrec2:3130046	S
chrec2:2268827	S
chrec2:3508685	S
chrec2:856428	S
chrec2:1924230	S
chrec2:171945	S
chrec2:4337120	S
chrec2:562532	S
chrec2:2413634	S
chrec2:1600688	S
chrec2:3938873	S
chrec2:4591557	S
chrec2:1995126	S
chrec2:3044575	S
chrec2:2712993	S
chrec2:2494328	S
chrec2:758475	S
chrec2:4028819	S
chrec2:660685	S
chrec2:2463170	S
chrec2:1844068	S
chrec2:2485281	S
chrec2:2595234	S
chrec2:2063049	S
chrec2:1010657	S
chrec2:2855744	S
chrec2:2658950	S
chrec2:3757327	S
chrec2:891377	S
chrec2:3434845	S
chrec2:3329607	S
chrec2:3966990	S
chrec2:842627	S
chrec2:1964032	S
chrec2:3245979	S
chrec2:3474187	S
chrec2:4163999	S
chrec2:2513858	S
chrec2:3206994	S
chrec2:3190583	S
chrec2:3564361	S
chrec2:3150556	S
chrec2:1722984	S
chrec2:719224	S
chrec2:3912845	S
chrec2:3924595	S
chrec2:2252802	S
chrec2:1471899	S
chrec2:4622984	S
chrec2:1277997	S
chrec2:459808	S
chrec2:2064171	S
chrec2:3763624	S
chrec2:3844854	S
chrec2:4572192	S
chrec2:2675331	S
chrec2:3719011	S
chrec2:3698786	S
chrec2:4142926	S
chrec2:2133965	S
chrec2:1409677	S
chrec2:677852	S
chrec2:2732951	S
chrec2:4218826	S
chrec2:1863899	S
chrec2:2715265	S
chrec2:4349107	S
chrec2:1196971	S
chrec2:478007	S
chrec2:3299272	S
chrec2:3828044	S
chrec2:3611676	S
chrec2:2590159	S
chrec2:4475102	S
chrec2:981162	S
chrec2:2590037	S
chrec2:2795716	S
chrec2:3491367	S
chrec2:4473469	S
chrec2:1279469	S
chrec2:2090041	S
chrec2:2348254	S
chrec2:1826335	S
chrec2:891246	S
chrec2:3738430	S
chrec2:2500767	S
chrec2:3745503	S
chrec2:4244136	S
chrec2:966871	S
chrec2:270655	S
chrec2:2942633	S
chrec2:1326646	S
chrec2:1823984	S
chrec2:3156845	S
chrec2:4093855	S
chrec2:2510241	S
chrec2:862212	S
chrec2:4507049	S
chrec2:1227835	S
chrec2:753782	S
chrec2:2953198	S
chrec2:4036265	S
chrec2:3737280	S
chrec2:4512470	S
chrec2:1766690	S
chrec2:2648326	S
chrec2:3000128	S
chrec2:2797594	S
chrec2:396050	S
chrec2:4424003	S
chrec2:3799249	S
chrec2:3496124	S
chrec2:2426303	S
chrec2:590575	S
chrec2:4172503	S
chrec2:3647950	S
chrec2:3667609	S
chrec2:3948293	S
chrec2:3193261	S
chrec2:4318485	S
chrec2:3582778	S
chrec2:830427	S
chrec2:2323241	S
chrec2:1552131	S
chrec2:2127248	S
chrec2:1476963	S
chrec2:2968144	S
chrec2:984827	S
chrec2:4303511	S
chrec2:3059369	S
chrec2:637791	S
chrec2:3343368	S
chrec2:4219920	S
chrec2:3372704	S
chrec2:816657	S
chrec2:78550	S
chrec2:4239887	S
chrec2:4034678	S
chrec2:1672091	S
chrec2:184784	S
chrec2:1475712	S
chrec2:2004151	S
chrec2:814780	S
chrec2:1335574	S
chrec2:1181983	S
chrec2:3346449	S
chrec2:3234825	S
chrec2:413098	S
chrec2:43283	S
chrec2:590907	S
chrec2:1807155	S
chrec2:1457049	S
chrec2:4126031	S
chrec2:4514866	S
chrec2:3953331	S
chrec2:2570403	S
chrec2:2550133	S
chrec2:7947	S
chrec2:3818073	S
chrec2:4564219	S
chrec2:619445	S
chrec2:2463397	S
chrec2:585253	S
chrec2:755618	S
chrec2:1693189	S
chrec2:4552030	S
chrec2:2924057	S
chrec2:134942	S
chrec2:111043	S
chrec2:1452047	S
chrec2:71631	S
chrec2:3229878	S
chrec2:3487072	S
chrec2:1668380	S
chrec2:1631387	S
chrec2:4369603	S
chrec2:3039553	S
chrec2:3784391	S
chrec2:4419936	S
chrec2:2682494	S
chrec2:916789	S
chrec2:3141752	S
chrec2:506275	S
chrec2:1526230	S
chrec2:3723283	S
chrec2:926152	S
chrec2:4071660	S
chrec2:377031	S
chrec2:1046842	S
chrec2:2929702	S
chrec2:682478	S
chrec2:3078113	S
chrec2:234342	S
chrec2:740756	S
chrec2:3011162	S
chrec2:890852	S
chrec2:3565342	S
chrec2:2741957	S
chrec2:3404870	S
chrec2:4637859	S
chrec2:1353757	S
chrec2:3734806	S
chrec2:112453	S
chrec2:3217861	S
chrec2:4356211	S
chrec2:3122906	S
chrec2:2378167	S
chrec2:1191156	S
chrec2:1772102	S
chrec2:3209112	S
chrec2:1270610	S
chrec2:2296275	S
chrec2:466881	S
chrec2:3499861	S
chrec2:4633475	S
chrec2:3732886	S
chrec2:2217892	S
chrec2:2102523	S
chrec2:3647212	S
chrec2:1835007	S
chrec2:2993661	S
chrec2:3921102	S
chrec2:3433793	S
chrec2:3476004	S
chrec2:997500	S
chrec2:2045597	S
chrec2:4174831	S
chrec2:4082443	S
chrec2:1362500	S
chrec2:147008	S
chrec2:3713635	S
chrec2:4069659	S
chrec2:1748684	S
chrec2:474482	S
chrec2:1482558	S
chrec2:52169	S
chrec2:2293639	S
chrec2:1720092	S
chrec2:3121860	S
chrec2:3534268	S
chrec2:4334010	S
chrec2:1325488	S
chrec2:3888298	S
chrec2:3573587	S
chrec2:862906	S
chrec2:2715355	S
chrec2:234133	S
chrec2:3058197	S
chrec2:1556704	S
chrec2:3491578	S
chrec2:4493549	S
chrec2:4479870	S
chrec2:1354073	S
chrec2:3818815	S
chrec2:2522196	S
chrec2:383957	S
chrec2:443026	S
chrec2:34904	S
chrec2:4464683	S
chrec2:485425	S
chrec2:2921128	S
chrec2:2543219	S
chrec2:4011896	S
chrec2:4094741	S
chrec2:4294136	S
chrec2:1541036	S
chrec2:3744741	S
chrec2:3721287	S
chrec2:4645787	S
chrec2:2934986	S
chrec2:4384159	S
chrec2:2688828	S
chrec2:3621052	S
chrec2:499210	S
chrec2:3908700	S
chrec2:1810848	S
chrec2:3126139	S
chrec2:407289	S
chrec2:3918827	S
chrec2:3834465	S
chrec2:3894184	S
chrec2:937701	S
chrec2:2045258	S
chrec2:2793338	S
chrec2:3273391	S
chrec2:2840727	S
chrec2:1517302	S
chrec2:123641	S
chrec2:2381473	S
chrec2:2760443	S
chrec2:1505192	S
chrec2:585920	S
chrec2:1634052	S
chrec2:430237	S
chrec2:4495655	S
chrec2:2847566	S
chrec2:858094	S
chrec2:3926876	S
chrec2:2757188	S
chrec2:1279391	S
chrec2:3878665	S
chrec2:719777	S
chrec2:1708656	S
chrec2:2602847	S
chrec2:3498841	S
chrec2:2253616	S
chrec2:2267327	S
chrec2:4340123	S
chrec2:786092	S
chrec2:489233	S
chrec2:3014154	S
chrec2:2824858	S
chrec2:4257570	S
chrec2:2683196	S
chrec2:2839867	S
chrec2:1834167	S
chrec2:3351864	S
chrec2:445953	S
chrec2:220566	S
chrec2:2493260	S
chrec2:3653625	S
chrec2:3764792	S
chrec2:486543	S
chrec2:3273780	S
chrec2:3970957	S
chrec2:1054160	S
chrec2:2056069	S
chrec2:3815374	S
chrec2:3765743	S
chrec2:3273302	S
chrec2:2634387	S
chrec2:4202480	S
chrec2:3095451	S
chrec2:2260253	S
chrec2:1500867	S
chrec2:1410582	S
chrec2:1496649	S
chrec2:4602717	S
chrec2:1881002	S
chrec2:1115571	S
chrec2:3119961	S
chrec2:2471874	S
chrec2:1671484	S
chrec2:431664	S
chrec2:2507847	S
chrec2:3817377	S
chrec2:3116555	S
chrec2:3539047	S
chrec2:3333584	S
chrec2:2389669	S
chrec2:484975	S
chrec2:3962104	S
chrec2:2775937	S
chrec2:1255897	S
chrec2:1103198	S
chrec2:1110530	S
chrec2:3351819	S
chrec2:3141325	S
chrec2:1818825	S
chrec2:1606271	S
chrec2:433492	S
chrec2:3182331	S
chrec2:836007	S
chrec2:986285	S
chrec2:1372684	S
chrec2:1758972	S
chrec2:1047152	S
chrec2:4508984	S
chrec2:3697973	S
chrec2:3295240	S
chrec2:468232	S
chrec2:1955324	S
chrec2:858425	S
chrec2:1038176	S
chrec2:964873	S
chrec2:1408045	S
chrec2:1856928	S
chrec2:2683948	S
chrec2:3769712	S
chrec2:2513995	S
chrec2:42139	S
chrec2:3257758	S
chrec2:1422399	S
chrec2:3871332	S
chrec2:1058835	S
chrec2:957180	S
chrec2:2225375	S
chrec2:2566734	S
chrec2:3284161	S
chrec2:4584078	S
chrec2:754296	S
chrec2:3635665	S
chrec2:102888	S
chrec2:2284673	S
chrec2:872462	S
chrec2:2911061	S
chrec2:4571029	S
chrec2:3813047	S
chrec2:3269623	S
chrec2:1469131	S
chrec2:1573536	S
chrec2:2507997	S
chrec2:1377810	S
chrec2:1609938	S
chrec2:1692869	S
chrec2:4053129	S
chrec2:2939553	S
chrec2:835587	S
chrec2:3504341	S
chrec2:3021276	S
chrec2:10516	S
chrec2:83984	S
chrec2:763458	S
chrec2:2787438	S
chrec2:1571142	S
chrec2:1593630	S
chrec2:3482016	S
chrec2:3495822	S
chrec2:1860811	S
chrec2:561692	S
chrec2:3587929	S
chrec2:1631697	S
chrec2:3163459	S
chrec2:1753988	S
chrec2:4315033	S
chrec2:1219042	S
chrec2:2356913	S
chrec2:3401869	S
chrec2:2687118	S
chrec2:2185501	S
chrec2:1116815	S
chrec2:1503308	S
chrec2:4601759	S
chrec2:2741130	S
chrec2:1958929	S
chrec2:3074477	S
chrec2:3703873	S
chrec2:4513317	S
chrec2:3565830	S
chrec2:1739795	S
chrec2:1326309	S
chrec2:767692	S
chrec2:1213110	S
chrec2:4548340	S
chrec2:1513708	S
chrec2:3368743	S
chrec2:1791243	S
chrec2:2250247	S
chrec2:893281	S
chrec2:1489768	S
chrec2:3216867	S
chrec2:1347678	S
chrec2:709019	S
chrec2:1408905	S
chrec2:1646732	S
chrec2:827893	S
chrec2:2990545	S
chrec2:2492463	S
chrec2:3091723	S
chrec2:1850779	S
chrec2:3094703	S
chrec2:617800	S
chrec2:824604	S
chrec2:4250211	S
chrec2:4320603	S
chrec2:3352238	S
chrec2:4579150	S
chrec2:39509	S
chrec2:1341016	S
chrec2:3606600	S
chrec2:27289	S
chrec2:810487	S
chrec2:2142091	S
chrec2:138322	S
chrec2:3892358	S
chrec2:3065602	S
chrec2:4368221	S
chrec2:2222849	S
chrec2:3383181	S
chrec2:884895	S
chrec2:555082	S
chrec2:4541950	S
chrec2:2794395	S
chrec2:179150	S
chrec2:681679	S
chrec2:1045344	S
chrec2:915188	S
chrec2:4272396	S
chrec2:143245	S
chrec2:1786806	S
chrec2:2300679	S
chrec2:3621593	S
chrec2:1441012	S
chrec2:2635183	S
chrec2:3783594	S
chrec2:3878523	S
chrec2:680869	S
chrec2:4152258	S
chrec2:3591744	S
chrec2:3523028	S
chrec2:1523680	S
chrec2:154060	S
chrec2:4233789	S
chrec2:2855071	S
chrec2:2859392	S
chrec2:3782089	S
chrec2:2548959	S
chrec2:4340183	S
chrec2:1065125	S
