### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	1534228.0	5.708	0.558
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	1534228.0	291723.0	5.7085	0.558
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:3099388	1064.6	6.9	4.756	-854.177	1
chrec2:2482003	1406.2	25.4	3.275	-852.823	1
chrec2:3506674	1070.6	7.2	4.705	-852.412	1
chrec2:2355750	1068.4	7.7	4.606	-844.132	1
chrec2:2063942	1052.9	6.9	4.736	-843.849	1
chrec2:593735	1059.5	7.2	4.689	-842.088	1
chrec2:3255335	1264.4	17.9	3.628	-838.925	1
chrec2:531485	1081.3	8.5	4.475	-837.585	1
chrec2:3570044	1060.0	7.7	4.599	-835.759	1
chrec2:3178021	1163.5	12.9	3.977	-832.595	1
chrec2:3538846	1119.9	10.7	4.198	-829.114	1
chrec2:2239916	1092.8	9.6	4.314	-828.202	1
chrec2:3657957	1035.6	7.0	4.688	-823.265	1
chrec2:3288908	1009.4	6.2	4.828	-817.509	1
chrec2:3657438	1166.3	13.9	3.873	-816.476	1
chrec2:40400	1077.2	9.7	4.289	-810.075	1
chrec2:2626981	1081.3	11.0	4.109	-791.960	1
chrec2:1906970	1045.8	9.4	4.286	-788.031	1
chrec2:3149301	1091.7	11.7	4.025	-784.596	1
chrec2:3793380	949.3	5.1	5.026	-784.003	1
chrec2:37691	1025.0	8.6	4.377	-782.064	1
chrec2:3042516	1049.5	9.9	4.212	-781.893	1
chrec2:3440240	1207.1	18.6	3.505	-778.238	1
chrec2:2348079	987.4	7.5	4.536	-771.005	1
chrec2:4201157	1088.8	12.5	3.935	-770.705	1
chrec2:3918608	1130.4	15.0	3.718	-767.873	1
chrec2:1827540	1008.6	8.7	4.345	-767.267	1
chrec2:2068252	1103.7	13.6	3.831	-766.574	1
chrec2:2622286	1057.7	11.3	4.032	-763.889	1
chrec2:645844	892.9	3.8	5.357	-763.740	1
chrec2:3927781	1063.1	11.8	3.981	-759.258	1
chrec2:3786793	1183.8	18.8	3.463	-755.638	1
chrec2:2877150	1008.9	9.4	4.240	-754.001	1
chrec2:2138230	798.7	1.0	9.642	-751.558	1
chrec2:1764338	898.5	4.6	5.095	-747.588	1
chrec2:2903175	986.2	8.8	4.287	-742.675	1
chrec2:2599779	1140.7	17.3	3.529	-741.464	1
chrec2:3619200	985.3	9.0	4.261	-738.457	1
chrec2:4353695	1081.9	14.1	3.748	-738.334	1
chrec2:1577828	857.1	3.4	5.455	-737.882	1
chrec2:2964711	1203.0	21.3	3.303	-737.182	1
chrec2:4047801	1079.2	14.1	3.742	-735.687	1
chrec2:3280563	922.8	6.7	4.599	-724.568	1
chrec2:3253546	881.1	5.0	4.948	-723.448	1
chrec2:510757	863.5	4.3	5.140	-723.349	1
chrec2:1970202	852.7	4.0	5.238	-721.146	1
chrec2:4380117	1109.8	17.1	3.509	-716.976	1
chrec2:3736881	939.6	8.0	4.363	-716.944	1
chrec2:3492528	838.2	3.8	5.283	-710.992	1
chrec2:2785394	935.3	8.2	4.321	-709.857	1
chrec2:3287934	886.6	6.0	4.686	-706.303	1
chrec2:515584	999.8	11.7	3.902	-705.314	1
chrec2:2802770	1001.5	11.8	3.891	-704.162	1
chrec2:256359	1156.1	21.5	3.239	-694.635	1
chrec2:942835	841.6	4.6	4.991	-694.317	1
chrec2:3794143	859.6	5.5	4.765	-692.048	1
chrec2:4225144	1119.8	19.6	3.322	-690.318	1
chrec2:2479874	821.4	4.2	5.109	-687.362	1
chrec2:3804336	1232.7	27.1	2.994	-687.125	1
chrec2:2769781	783.0	2.8	5.632	-684.469	1
chrec2:3893073	803.2	3.6	5.294	-681.701	1
chrec2:4288371	780.0	2.7	5.675	-681.580	1
chrec2:2244647	799.7	3.6	5.279	-678.835	1
chrec2:976721	896.7	7.9	4.316	-676.234	1
chrec2:3741478	956.8	11.2	3.908	-675.436	1
chrec2:4328923	868.8	6.8	4.487	-675.101	1
chrec2:246757	1107.5	20.0	3.280	-671.959	1
chrec2:1532786	935.8	10.3	3.999	-671.502	1
chrec2:1895741	1026.6	15.5	3.538	-667.934	1
chrec2:1988798	1456.4	45.2	2.498	-667.597	1
chrec2:4474394	907.5	9.3	4.100	-664.610	1
chrec2:1969076	855.4	6.8	4.468	-662.994	1
chrec2:2791353	800.9	4.5	4.948	-659.368	1
chrec2:3701596	862.7	7.2	4.394	-658.242	1
chrec2:2116867	910.3	10.0	3.998	-654.911	1
chrec2:3482773	953.2	12.4	3.751	-651.553	1
chrec2:3010617	844.8	6.9	4.429	-649.286	1
chrec2:3956061	768.9	3.6	5.208	-649.174	1
chrec2:2328791	762.3	3.4	5.307	-646.680	1
chrec2:2579327	790.8	4.7	4.875	-645.980	1
chrec2:4146518	1037.4	17.9	3.348	-644.404	1
chrec2:3770436	827.5	6.4	4.500	-643.910	1
chrec2:3274018	734.7	2.6	5.650	-642.710	1
chrec2:3020048	806.6	5.5	4.676	-642.225	1
chrec2:3786081	1003.1	15.8	3.472	-641.809	1
chrec2:2840190	786.7	5.2	4.727	-630.781	1
chrec2:2414711	863.4	8.8	4.097	-629.791	1
chrec2:3133390	797.4	5.6	4.632	-629.172	1
chrec2:4382851	791.2	5.5	4.646	-627.177	1
chrec2:933316	847.1	8.4	4.149	-624.655	1
chrec2:4498248	874.2	9.9	3.946	-621.366	1
chrec2:585508	772.9	4.9	4.774	-621.342	1
chrec2:3373686	1276.0	36.1	2.630	-618.650	1
chrec2:4339587	704.8	2.4	5.660	-618.291	1
chrec2:4249581	782.3	5.7	4.599	-615.121	1
chrec2:3050648	839.7	8.4	4.125	-614.166	1
chrec2:3556616	1004.3	18.0	3.287	-613.650	1
chrec2:2987171	793.8	6.6	4.399	-608.789	1
chrec2:2877221	868.1	10.5	3.856	-607.963	1
chrec2:1452157	663.6	1.5	6.247	-602.681	1
chrec2:4354555	761.9	5.3	4.664	-602.664	1
chrec2:4533599	800.4	7.2	4.285	-600.910	1
chrec2:598121	758.9	5.5	4.590	-597.167	1
chrec2:2863414	758.4	5.5	4.596	-596.235	1
chrec2:661901	878.5	11.8	3.703	-593.179	1
chrec2:1970381	730.7	4.5	4.824	-593.044	1
chrec2:1068237	664.1	1.9	5.940	-592.722	1
chrec2:2598963	879.2	12.3	3.646	-585.808	1
chrec2:1639892	679.5	2.7	5.448	-585.160	1
chrec2:1764219	781.5	7.3	4.225	-584.319	1
chrec2:750240	699.9	3.6	5.083	-583.276	1
chrec2:2686257	816.9	9.3	3.948	-581.812	1
chrec2:2158477	717.4	4.5	4.801	-580.762	1
chrec2:2577690	664.2	2.4	5.586	-579.627	1
chrec2:3976188	1075.2	25.3	2.897	-578.661	1
chrec2:3866131	841.9	10.8	3.777	-577.983	1
chrec2:1658602	837.2	10.6	3.785	-576.364	1
chrec2:138750	890.4	13.7	3.507	-574.233	1
chrec2:2788498	748.7	6.3	4.370	-569.523	1
chrec2:4640139	1108.8	28.7	2.758	-568.023	1
chrec2:3975212	1215.5	37.2	2.518	-560.833	1
chrec2:1436624	775.2	8.3	4.038	-558.891	1
chrec2:2831051	877.5	14.2	3.440	-558.600	1
chrec2:2121215	678.0	3.8	4.963	-558.336	1
chrec2:2770547	875.0	14.4	3.416	-553.451	1
chrec2:4013926	788.1	9.4	3.870	-552.628	1
chrec2:3497272	721.7	6.1	4.385	-552.182	1
chrec2:1046224	822.3	11.2	3.682	-551.766	1
chrec2:4291145	796.4	9.9	3.816	-551.102	1
chrec2:1831928	554.2	0.0	9.114	-550.945	1
chrec2:3117992	1028.5	24.4	2.883	-550.708	1
chrec2:4041969	822.7	11.7	3.621	-547.199	1
chrec2:1059610	614.4	1.9	5.814	-545.129	1
chrec2:3982706	951.7	19.9	3.064	-543.449	1
chrec2:2826955	587.3	0.9	9.198	-543.224	1
chrec2:3352534	811.8	11.3	3.649	-542.927	1
chrec2:122986	1264.8	43.2	2.360	-541.717	1
chrec2:1891660	903.6	16.9	3.230	-540.980	1
chrec2:2945316	790.2	10.2	3.761	-540.054	1
chrec2:722169	698.2	5.8	4.407	-537.694	1
chrec2:2328021	672.7	4.6	4.672	-534.652	1
chrec2:498171	625.2	2.7	5.340	-532.330	1
chrec2:4108416	931.9	19.6	3.058	-531.214	1
chrec2:4640210	878.1	16.2	3.244	-529.151	1
chrec2:3791840	742.8	8.5	3.940	-526.867	1
chrec2:894777	619.3	2.7	5.348	-526.576	1
chrec2:1909630	694.3	6.0	4.351	-526.270	1
chrec2:2097242	744.5	8.6	3.924	-524.804	1
chrec2:2339405	597.7	1.9	5.752	-523.039	1
chrec2:3617955	878.7	16.8	3.198	-522.967	1
chrec2:47155	880.3	17.0	3.184	-522.340	1
chrec2:928073	671.1	5.2	4.513	-522.053	1
chrec2:246161	897.9	18.1	3.118	-520.662	1
chrec2:2505334	589.4	1.8	5.834	-519.952	1
chrec2:2355339	695.4	6.5	4.222	-517.326	1
chrec2:3250929	814.7	13.3	3.429	-516.639	1
chrec2:1492248	807.8	13.0	3.449	-515.649	1
chrec2:4266366	765.0	10.4	3.682	-515.032	1
chrec2:4266644	683.0	6.2	4.276	-512.813	1
chrec2:4615743	901.6	19.0	3.057	-512.046	1
chrec2:1810587	753.1	10.2	3.700	-510.806	1
chrec2:177160	936.6	21.7	2.920	-509.637	1
chrec2:2937361	711.3	7.9	3.981	-506.947	1
chrec2:1938371	792.7	12.8	3.442	-505.156	1
chrec2:767068	648.6	5.0	4.501	-505.047	1
chrec2:4134166	648.1	5.0	4.499	-504.116	1
chrec2:411491	627.6	4.2	4.718	-503.426	1
chrec2:698589	506.5	0.0	8.984	-503.202	1
chrec2:3978929	646.8	4.9	4.525	-502.261	1
chrec2:1564771	570.3	1.8	5.793	-501.568	1
chrec2:3889532	785.5	12.4	3.467	-500.776	1
chrec2:28848	877.7	18.4	3.060	-498.691	1
chrec2:3536008	1011.8	28.1	2.658	-497.043	1
chrec2:1174993	546.3	1.4	6.106	-493.659	1
chrec2:1217244	836.9	16.3	3.167	-492.120	1
chrec2:3874421	799.4	14.1	3.316	-490.455	1
chrec2:3217125	552.2	1.6	5.929	-488.793	1
chrec2:971166	721.9	9.7	3.697	-487.922	1
chrec2:3518973	570.2	2.6	5.262	-484.820	1
chrec2:2307023	762.5	12.6	3.407	-481.647	1
chrec2:3253924	651.6	6.3	4.172	-480.150	1
chrec2:3713913	979.7	27.5	2.644	-479.356	1
chrec2:835287	542.5	1.6	5.897	-479.089	1
chrec2:4606447	670.1	7.4	3.993	-478.859	1
chrec2:960649	631.5	5.5	4.327	-478.057	1
chrec2:4140680	786.8	14.3	3.270	-477.786	1
chrec2:3502654	639.0	6.0	4.227	-475.573	1
chrec2:2169712	582.3	3.4	4.887	-475.136	1
chrec2:3593510	852.7	18.8	2.992	-473.635	1
chrec2:715735	639.3	6.3	4.159	-473.280	1
chrec2:3832097	1278.6	52.4	2.095	-471.943	1
chrec2:1881890	648.8	6.7	4.091	-471.135	1
chrec2:1581192	712.6	10.2	3.613	-470.892	1
chrec2:1259416	727.2	11.1	3.522	-470.835	1
chrec2:2186105	575.6	3.5	4.858	-469.468	1
chrec2:4103715	947.8	26.0	2.676	-469.151	1
chrec2:2523250	940.5	25.5	2.693	-468.484	1
chrec2:3676901	947.4	26.0	2.673	-468.372	1
chrec2:3979414	684.5	8.8	3.765	-468.112	1
chrec2:4046088	598.1	4.5	4.551	-468.047	1
chrec2:3549424	573.4	3.5	4.850	-467.600	1
chrec2:916731	695.6	9.7	3.645	-464.903	1
chrec2:4015551	676.7	8.6	3.781	-463.802	1
chrec2:2255077	564.2	3.3	4.924	-461.983	1
chrec2:3552561	627.6	6.1	4.160	-461.397	1
chrec2:3976691	791.3	15.9	3.121	-461.131	1
chrec2:2672515	658.8	8.0	3.851	-460.068	1
chrec2:247582	604.2	5.1	4.365	-459.822	1
chrec2:3583163	1130.1	41.5	2.254	-459.407	1
chrec2:1357175	595.4	4.9	4.424	-459.212	1
chrec2:2483265	520.5	1.7	5.722	-458.807	1
chrec2:2320268	780.7	15.4	3.152	-458.726	1
chrec2:627026	543.3	2.5	5.268	-458.079	1
chrec2:3071569	858.6	20.5	2.875	-457.744	1
chrec2:4250709	537.9	2.3	5.331	-457.493	1
chrec2:3671124	1485.6	73.4	1.826	-456.736	1
chrec2:393871	625.1	6.4	4.087	-456.457	1
chrec2:3073496	635.8	7.2	3.959	-454.163	1
chrec2:2522014	629.1	6.8	4.029	-453.900	1
chrec2:1903175	641.5	7.5	3.901	-453.612	1
chrec2:3935671	655.4	8.4	3.777	-451.651	1
chrec2:2581556	659.6	8.4	3.776	-451.496	1
chrec2:626862	601.8	5.6	4.244	-451.373	1
chrec2:737733	582.9	4.7	4.432	-446.219	1
chrec2:511626	504.2	1.6	5.779	-442.351	1
chrec2:4508054	733.9	13.6	3.245	-442.180	1
chrec2:389283	663.5	9.4	3.625	-442.076	1
chrec2:3909279	644.2	8.4	3.750	-441.813	1
chrec2:3384142	733.4	13.7	3.224	-438.976	1
chrec2:2166091	614.3	6.9	3.972	-437.235	1
chrec2:729985	606.7	6.6	4.012	-436.950	1
chrec2:3041921	913.0	26.6	2.587	-436.367	1
chrec2:3147123	575.8	4.9	4.357	-436.356	1
chrec2:2802574	687.2	11.1	3.435	-436.032	1
chrec2:1436706	536.5	3.2	4.871	-435.509	1
chrec2:2866180	1004.4	33.7	2.384	-435.461	1
chrec2:4048726	811.5	19.3	2.882	-433.891	1
chrec2:4293491	557.5	4.5	4.452	-429.839	1
chrec2:605257	486.0	1.5	5.797	-429.572	1
chrec2:2551302	512.6	2.6	5.137	-429.422	1
chrec2:938025	533.4	3.4	4.800	-428.896	1
chrec2:1238420	562.5	4.8	4.373	-427.682	1
chrec2:3077123	605.9	7.1	3.908	-427.046	1
chrec2:2570617	556.6	4.6	4.395	-426.430	1
chrec2:725564	585.1	6.1	4.077	-426.196	1
chrec2:3414691	626.9	8.4	3.712	-425.783	1
chrec2:1421525	722.1	14.1	3.163	-425.055	1
chrec2:4447064	723.7	14.3	3.145	-424.455	1
chrec2:1018918	573.4	5.7	4.134	-422.430	1
chrec2:378830	641.1	9.4	3.584	-421.817	1
chrec2:1664260	424.4	0.0	8.729	-421.642	1
chrec2:2666561	498.8	2.4	5.166	-420.167	1
chrec2:3804573	538.9	4.1	4.532	-420.052	1
chrec2:553526	671.2	11.3	3.380	-419.696	1
chrec2:3844727	584.0	6.3	4.011	-419.145	1
chrec2:2323056	617.7	8.4	3.689	-417.791	1
chrec2:1300218	657.4	10.5	3.448	-417.619	1
chrec2:2688027	658.2	10.8	3.414	-415.956	1
chrec2:4158064	621.4	8.7	3.638	-415.846	1
chrec2:2977263	654.9	10.5	3.448	-415.016	1
chrec2:2012316	568.7	5.9	4.069	-414.736	1
chrec2:1336429	557.6	5.4	4.181	-414.165	1
chrec2:3846158	890.5	27.1	2.525	-414.151	1
chrec2:3657684	549.3	5.1	4.250	-413.308	1
chrec2:189242	861.3	24.9	2.597	-412.308	1
chrec2:1900779	502.7	2.9	4.920	-411.998	1
chrec2:3243888	671.0	12.1	3.282	-410.796	1
chrec2:652467	488.1	2.4	5.132	-410.640	1
chrec2:1534016	560.4	5.8	4.087	-410.576	1
chrec2:3553825	615.5	8.7	3.632	-410.565	1
chrec2:423770	519.8	3.8	4.588	-409.413	1
chrec2:3636325	735.2	16.2	2.990	-409.361	1
chrec2:4079050	741.6	16.8	2.951	-408.746	1
chrec2:1793658	712.9	14.8	3.073	-408.535	1
chrec2:2475877	710.4	14.6	3.093	-408.255	1
chrec2:3798938	611.7	8.7	3.629	-407.041	1
chrec2:3893910	591.5	7.7	3.759	-405.869	1
chrec2:3179258	734.3	16.6	2.952	-405.115	1
chrec2:2308687	440.7	0.7	8.784	-404.699	1
chrec2:2169351	543.9	5.2	4.204	-404.561	1
chrec2:3647329	622.1	9.6	3.509	-402.572	1
chrec2:3888173	659.7	11.7	3.298	-402.108	1
chrec2:2897416	600.3	8.2	3.672	-401.873	1
chrec2:3731398	557.7	6.1	4.008	-401.677	1
chrec2:3249179	550.4	5.8	4.064	-401.473	1
chrec2:4632882	761.2	18.9	2.820	-400.391	1
chrec2:2504974	566.4	6.6	3.920	-399.905	1
chrec2:708506	497.5	3.3	4.740	-399.717	1
chrec2:3067447	568.4	6.7	3.902	-398.763	1
chrec2:1639647	786.7	20.7	2.736	-398.075	1
chrec2:229729	610.3	9.2	3.546	-397.311	1
chrec2:1905388	552.7	6.0	4.004	-397.149	1
chrec2:3590091	789.4	21.1	2.714	-396.643	1
chrec2:604920	423.7	0.6	8.727	-394.451	1
chrec2:1944079	492.5	3.2	4.773	-394.071	1
chrec2:4114887	770.7	20.1	2.751	-393.854	1
chrec2:2742268	606.6	9.1	3.543	-393.816	1
chrec2:4292379	495.3	3.4	4.694	-393.230	1
chrec2:2680100	395.9	0.0	8.629	-392.846	1
chrec2:4415192	565.4	7.1	3.799	-391.184	1
chrec2:3256711	767.0	20.0	2.747	-390.677	1
chrec2:3908345	561.5	7.2	3.781	-387.596	1
chrec2:2500836	685.1	14.6	3.036	-387.461	1
chrec2:3999731	735.5	18.2	2.823	-387.449	1
chrec2:4338961	463.4	2.4	5.071	-386.834	1
chrec2:3891894	521.0	4.9	4.215	-386.681	1
chrec2:415218	572.9	7.9	3.672	-386.199	1
chrec2:2836832	534.1	5.7	4.026	-386.009	1
chrec2:900165	549.8	6.6	3.868	-385.509	1
chrec2:999479	440.7	1.4	5.748	-385.149	1
chrec2:1140169	483.3	3.5	4.614	-382.915	1
chrec2:1245262	440.6	1.7	5.529	-381.629	1
chrec2:479280	869.5	28.9	2.400	-381.409	1
chrec2:2565838	545.0	6.5	3.869	-381.011	1
chrec2:2055086	600.3	9.7	3.435	-380.883	1
chrec2:2100572	903.7	31.6	2.323	-380.874	1
chrec2:1232395	444.4	1.8	5.458	-380.178	1
chrec2:4521486	733.8	18.6	2.787	-379.918	1
chrec2:1494582	523.2	5.5	4.060	-379.087	1
chrec2:4337955	662.3	14.0	3.053	-377.958	1
chrec2:4280884	630.2	11.8	3.231	-377.448	1
chrec2:4299597	596.3	9.7	3.427	-377.425	1
chrec2:3186973	587.4	9.2	3.489	-377.243	1
chrec2:2544030	636.9	12.5	3.161	-374.113	1
chrec2:3181184	527.2	6.0	3.940	-373.626	1
chrec2:1046957	450.5	2.4	5.069	-373.521	1
chrec2:3868282	759.7	21.3	2.642	-371.978	1
chrec2:4299710	578.0	9.0	3.488	-371.966	1
chrec2:2782098	447.9	2.4	5.036	-371.620	1
chrec2:2096257	528.1	6.2	3.906	-371.579	1
chrec2:739002	479.4	3.7	4.493	-371.193	1
chrec2:1110277	475.5	3.5	4.569	-370.957	1
chrec2:2939756	594.1	10.0	3.377	-370.714	1
chrec2:3652412	543.2	7.2	3.734	-370.673	1
chrec2:4574667	588.2	9.7	3.411	-370.513	1
chrec2:1503500	459.5	2.9	4.816	-370.474	1
chrec2:4270528	743.9	20.2	2.693	-369.819	1
chrec2:3202442	634.2	12.6	3.137	-369.349	1
chrec2:4208875	694.8	17.0	2.842	-368.458	1
chrec2:589353	517.0	5.8	3.954	-367.596	1
chrec2:1725243	526.1	6.4	3.858	-366.878	1
chrec2:252078	742.1	20.5	2.665	-365.300	1
chrec2:1187705	426.8	1.9	5.305	-363.883	1
chrec2:4328638	447.9	2.7	4.870	-363.861	1
chrec2:1737003	643.0	13.7	3.037	-363.554	1
chrec2:4080191	484.2	4.5	4.252	-362.405	1
chrec2:4064118	542.4	7.5	3.656	-361.517	1
chrec2:3330832	568.0	9.3	3.426	-360.734	1
chrec2:387947	470.5	4.0	4.368	-360.350	1
chrec2:2892385	443.3	2.8	4.799	-360.085	1
chrec2:2816207	1095.7	51.1	1.908	-359.672	1
chrec2:741426	483.5	4.7	4.163	-359.181	1
chrec2:1692052	610.6	12.1	3.149	-359.102	1
chrec2:1817947	494.2	5.2	4.069	-358.886	1
chrec2:1342417	631.8	13.5	3.039	-358.799	1
chrec2:2305258	479.2	4.5	4.211	-358.742	1
chrec2:529424	507.4	5.8	3.936	-358.580	1
chrec2:49549	482.8	4.7	4.180	-358.280	1
chrec2:4574506	598.5	11.3	3.210	-358.214	1
chrec2:2981016	516.3	6.4	3.818	-357.931	1
chrec2:4390319	517.7	6.5	3.806	-355.963	1
chrec2:4050735	588.6	10.7	3.267	-355.923	1
chrec2:3094478	641.0	14.2	2.983	-355.474	1
chrec2:1741172	438.7	2.7	4.825	-355.389	1
chrec2:3658794	547.0	8.4	3.516	-355.311	1
chrec2:3282715	409.0	1.4	5.647	-355.285	1
chrec2:4123115	860.8	31.1	2.278	-354.208	1
chrec2:3901252	469.7	4.3	4.257	-352.806	1
chrec2:2152122	392.0	0.9	8.615	-352.804	1
chrec2:4643766	525.7	7.2	3.678	-351.955	1
chrec2:4446120	937.4	38.0	2.111	-351.735	1
chrec2:93805	642.3	14.9	2.919	-350.810	1
chrec2:4261062	572.5	10.3	3.288	-350.292	1
chrec2:2946629	870.7	32.3	2.242	-350.075	1
chrec2:111531	774.3	24.7	2.458	-350.063	1
chrec2:1103311	510.5	6.5	3.779	-349.732	1
chrec2:2600765	575.6	10.4	3.280	-349.617	1
chrec2:3139327	550.8	9.1	3.411	-348.562	1
chrec2:1163356	564.5	9.9	3.318	-348.280	1
chrec2:4009483	738.0	22.2	2.545	-345.990	1
chrec2:2530291	468.4	4.7	4.127	-345.467	1
chrec2:3774006	695.9	19.3	2.662	-344.108	1
chrec2:3678444	515.9	7.4	3.619	-344.002	1
chrec2:2996471	553.7	9.5	3.345	-343.705	1
chrec2:2162269	405.0	1.9	5.260	-342.850	1
chrec2:3650469	642.6	15.5	2.859	-342.598	1
chrec2:515750	437.1	3.3	4.550	-342.573	1
chrec2:2061037	508.1	7.0	3.673	-342.386	1
chrec2:3572591	600.8	12.8	3.041	-341.827	1
chrec2:4422740	432.0	3.0	4.652	-341.463	1
chrec2:2939059	479.5	5.6	3.918	-340.162	1
chrec2:637709	495.5	6.4	3.758	-340.066	1
chrec2:216037	463.0	4.7	4.113	-339.991	1
chrec2:3847010	804.3	28.2	2.323	-339.061	1
chrec2:2913497	639.3	15.9	2.820	-335.348	1
chrec2:60849	719.2	21.9	2.527	-334.922	1
chrec2:3881843	373.0	0.9	8.543	-334.319	1
chrec2:3162101	640.2	16.1	2.802	-334.171	1
chrec2:247973	428.1	3.3	4.517	-334.167	1
chrec2:4151954	482.1	6.1	3.786	-334.122	1
chrec2:2607304	386.2	1.4	5.547	-333.138	1
chrec2:4345931	490.7	6.6	3.710	-332.815	1
chrec2:2286851	515.4	8.0	3.505	-332.555	1
chrec2:1311162	437.2	3.8	4.351	-332.272	1
chrec2:2464459	384.4	1.5	5.527	-331.217	1
chrec2:1752786	528.2	8.9	3.380	-331.177	1
chrec2:1068823	535.9	9.6	3.292	-328.266	1
chrec2:17664	765.3	26.3	2.347	-326.188	1
chrec2:3780653	428.7	3.8	4.286	-324.857	1
chrec2:3393194	493.4	7.3	3.558	-324.615	1
chrec2:1901790	389.2	1.9	5.130	-323.493	1
chrec2:585422	416.5	3.2	4.525	-322.967	1
chrec2:3372024	535.9	9.8	3.257	-322.643	1
chrec2:3637808	506.1	8.2	3.443	-322.146	1
chrec2:3385963	503.0	7.9	3.480	-322.085	1
chrec2:3324655	465.7	5.9	3.801	-321.753	1
