### ChExMix replication codes
# Codes:
#     X : Event was not called in this condition
#     S : This condition only contains a single replicate
#     D : Called in one replicate or condition as a whole, significant difference detected across some replicates (binomial P-value, same threshold as --q)
#     1 : Called in one replicate or condition as a whole, NO significant difference detected across any replicates
#    >1 : Number of replicates in which binding event is called significant
#
#BindingEvent	SAMPLE
chrec2:3425974	S
chrec2:3425856	S
chrec2:3428712	S
chrec2:225016	S
chrec2:2726688	S
chrec2:3468305	S
chrec2:4397301	S
chrec2:2728437	S
chrec2:3596102	S
chrec2:3693410	S
chrec2:3693935	S
chrec2:4214156	S
chrec2:236986	S
chrec2:3725659	S
chrec2:228422	S
chrec2:2729069	S
chrec2:3243457	S
chrec2:3426177	S
chrec2:3466177	S
chrec2:2946324	S
chrec2:3726354	S
chrec2:3460964	S
chrec2:3598885	S
chrec2:3600471	S
chrec2:3460864	S
chrec2:3426609	S
chrec2:262124	S
chrec2:2727457	S
chrec2:4611041	S
chrec2:3694345	S
chrec2:3693208	S
chrec2:3467996	S
chrec2:228074	S
chrec2:2727802	S
chrec2:3691613	S
chrec2:3469167	S
chrec2:4501063	S
chrec2:3530828	S
