### ChExMix output
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	CtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	3649046.0	5052701.0	0.655	0.599
#
#Point	SAMPLE:1_Sig	SAMPLE:1_Ctrl	SAMPLE:1_log2Fold	SAMPLE:1_log2Q
chrec2:262043	9291.0	2480.4	2.515	-Infinity
chrec2:2619572	9251.2	968.4	3.866	-Infinity
chrec2:4367317	9096.1	4448.9	1.641	-Infinity
chrec2:4192188	8790.5	4412.8	1.604	-Infinity
chrec2:4165789	8790.0	2565.0	2.387	-Infinity
chrec2:3333378	8592.4	3592.8	1.868	-Infinity
chrec2:3209295	8583.0	1667.1	2.974	-Infinity
chrec2:2060258	8452.9	5584.4	1.208	-Infinity
chrec2:106500	8435.4	2338.1	2.461	-Infinity
chrec2:3457077	8113.3	4449.2	1.476	-Infinity
chrec2:236903	7983.9	4510.1	1.434	-Infinity
chrec2:2946070	7635.7	5230.1	1.156	-Infinity
chrec2:4397025	7495.3	3335.8	1.778	-Infinity
chrec2:3109012	7429.3	3544.5	1.677	-Infinity
chrec2:4624233	7414.4	1040.0	3.443	-Infinity
chrec2:926436	7386.4	3506.9	1.684	-Infinity
chrec2:4577028	7165.6	272.3	5.327	-Infinity
chrec2:21127	6966.8	1989.2	2.418	-Infinity
chrec2:2997736	6913.7	2814.5	1.906	-Infinity
chrec2:3378671	6867.4	2214.6	2.242	-Infinity
chrec2:2662051	6844.7	2374.7	2.137	-Infinity
chrec2:2946027	6840.7	3519.1	1.569	-Infinity
chrec2:189706	6679.0	1357.1	2.909	-Infinity
chrec2:2526359	6651.4	3799.7	1.417	-Infinity
chrec2:3756179	6438.7	1591.0	2.627	-Infinity
chrec2:3318159	6397.2	2684.6	1.862	-Infinity
chrec2:2632838	6301.1	865.5	3.474	-Infinity
chrec2:2536743	6214.4	674.6	3.813	-Infinity
chrec2:16934	6188.4	826.8	3.514	-Infinity
chrec2:2632770	6089.0	1456.0	2.674	-Infinity
chrec2:3943685	5984.2	786.5	3.537	-Infinity
chrec2:3509775	5977.0	2212.5	2.043	-Infinity
chrec2:1620794	5964.4	793.0	3.521	-Infinity
chrec2:3670536	5926.8	1198.9	2.915	-Infinity
chrec2:2285765	5902.8	1620.9	2.474	-Infinity
chrec2:1302411	5823.6	954.6	3.219	-Infinity
chrec2:3054615	5797.4	2235.5	1.984	-Infinity
chrec2:2627892	5779.0	835.0	3.401	-Infinity
chrec2:3920505	5731.3	3202.6	1.449	-Infinity
chrec2:2941378	5687.4	1418.8	2.613	-Infinity
chrec2:2289530	5673.1	2275.6	1.928	-Infinity
chrec2:657655	5589.9	721.8	3.563	-Infinity
chrec2:3214244	5531.3	1127.3	2.904	-Infinity
chrec2:1802541	5484.6	1580.5	2.405	-Infinity
chrec2:122017	5459.4	854.5	3.285	-Infinity
chrec2:2809385	5368.7	599.6	3.772	-Infinity
chrec2:3308568	5283.4	2764.9	1.544	-Infinity
chrec2:3650265	5263.0	1141.8	2.814	-Infinity
chrec2:259401	5259.5	547.2	3.874	-Infinity
chrec2:3756188	5197.6	1190.1	2.736	-Infinity
chrec2:3237011	5024.2	1226.9	2.644	-Infinity
chrec2:4410706	5021.6	1005.1	2.930	-Infinity
chrec2:3725096	4991.1	1891.2	2.010	-Infinity
chrec2:856350	4942.8	887.7	3.087	-Infinity
chrec2:528229	4920.7	319.4	4.555	-Infinity
chrec2:2316411	4837.6	490.5	3.912	-Infinity
chrec2:4002811	4750.4	708.2	3.355	-Infinity
chrec2:1759085	4726.0	660.9	3.448	-Infinity
chrec2:3311648	4613.3	1456.7	2.273	-Infinity
chrec2:4277668	4544.6	554.5	3.645	-Infinity
chrec2:1748157	4520.6	2380.2	1.535	-Infinity
chrec2:2418698	4459.8	437.8	3.958	-Infinity
chrec2:3034987	4372.7	667.1	3.322	-Infinity
chrec2:2344133	4361.2	730.8	3.187	-Infinity
chrec2:2908378	4334.0	1674.7	1.981	-Infinity
chrec2:4335030	4328.5	2136.7	1.628	-Infinity
chrec2:4477239	4244.0	585.6	3.467	-Infinity
chrec2:2155763	4193.8	590.7	3.437	-Infinity
chrec2:2614585	4165.5	449.2	3.823	-Infinity
chrec2:962127	4086.6	994.9	2.648	-Infinity
chrec2:2538940	4075.0	389.9	3.995	-Infinity
chrec2:3209367	4046.5	1834.0	1.751	-Infinity
chrec2:121706	3941.4	197.4	4.929	-Infinity
chrec2:1624645	3918.2	1167.5	2.356	-Infinity
chrec2:3183378	3909.7	1275.1	2.226	-Infinity
chrec2:3353900	3902.8	698.4	3.092	-Infinity
chrec2:3458344	3883.7	761.2	2.961	-Infinity
chrec2:4031305	3870.9	860.8	2.779	-Infinity
chrec2:3167235	3834.6	518.9	3.495	-Infinity
chrec2:2471746	3734.8	1383.3	2.043	-Infinity
chrec2:21176	3719.8	606.5	3.226	-Infinity
chrec2:490522	3713.2	550.8	3.363	-Infinity
chrec2:1031886	3704.6	615.6	3.199	-Infinity
chrec2:563915	3688.3	1339.4	2.071	-Infinity
chrec2:4260661	3682.3	541.5	3.375	-Infinity
chrec2:3686412	3644.6	853.3	2.704	-Infinity
chrec2:607034	3634.2	532.9	3.379	-Infinity
chrec2:4154466	3633.1	677.8	3.032	-Infinity
chrec2:1085301	3628.0	736.2	2.911	-Infinity
chrec2:1644138	3616.8	468.3	3.559	-Infinity
chrec2:113386	3606.6	587.4	3.228	-Infinity
chrec2:3340104	3586.6	748.0	2.871	-Infinity
chrec2:3550703	3576.2	583.4	3.225	-Infinity
chrec2:3410095	3565.1	1093.8	2.314	-Infinity
chrec2:706470	3550.6	348.8	3.957	-Infinity
chrec2:1492482	3550.3	691.7	2.969	-Infinity
chrec2:3635496	3546.0	964.1	2.489	-Infinity
chrec2:3475843	3543.6	773.9	2.805	-Infinity
chrec2:131512	3543.1	872.3	2.632	-Infinity
chrec2:4373115	3494.4	181.3	4.878	-Infinity
chrec2:3671040	3481.6	798.0	2.735	-Infinity
chrec2:3145436	3454.7	614.1	3.102	-Infinity
chrec2:675273	3446.8	636.6	3.046	-Infinity
chrec2:3054132	3428.7	611.8	3.096	-Infinity
chrec2:3350416	3315.4	187.4	4.755	-Infinity
chrec2:1757176	3279.7	591.8	3.080	-Infinity
chrec2:433830	3132.0	691.6	2.789	-Infinity
chrec2:3992373	3124.8	674.6	2.821	-Infinity
chrec2:2923723	3089.9	530.9	3.151	-Infinity
chrec2:1301002	3062.8	174.3	4.745	-Infinity
chrec2:4380297	3000.7	289.0	3.986	-Infinity
chrec2:3710196	2986.5	784.6	2.538	-Infinity
chrec2:771695	2979.5	169.1	4.749	-Infinity
chrec2:3846483	2953.5	351.2	3.682	-Infinity
chrec2:3164689	2945.4	465.8	3.270	-Infinity
chrec2:3695089	2939.6	1048.8	2.097	-Infinity
chrec2:1170592	2938.8	466.7	3.264	-Infinity
chrec2:2115389	2937.3	724.4	2.629	-Infinity
chrec2:4501056	2926.2	881.3	2.341	-Infinity
chrec2:3756527	2902.4	753.0	2.556	-Infinity
chrec2:4059382	2899.9	647.6	2.772	-Infinity
chrec2:1643444	2896.2	500.7	3.142	-Infinity
chrec2:1051627	2824.8	832.5	2.372	-Infinity
chrec2:4409325	2817.2	589.9	2.865	-Infinity
chrec2:2273236	2776.7	352.4	3.588	-Infinity
chrec2:453437	2767.9	462.4	3.191	-Infinity
chrec2:3756445	2766.9	428.7	3.300	-Infinity
chrec2:1153113	2752.4	444.1	3.242	-Infinity
chrec2:3915053	2717.6	498.1	3.058	-Infinity
chrec2:3193538	2697.1	786.0	2.388	-Infinity
chrec2:2721318	2687.6	427.6	3.262	-Infinity
chrec2:3756308	2649.4	414.0	3.288	-Infinity
chrec2:4048028	2645.1	496.6	3.023	-Infinity
chrec2:1146311	2624.6	550.3	2.863	-Infinity
chrec2:379143	2622.0	506.0	2.983	-Infinity
chrec2:989479	2598.0	527.9	2.909	-Infinity
chrec2:4078451	2585.7	221.9	4.152	-Infinity
chrec2:2167719	2564.2	561.7	2.800	-Infinity
chrec2:144	2494.6	394.3	3.271	-Infinity
chrec2:1215700	2476.4	239.5	3.980	-Infinity
chrec2:3903158	2439.9	191.3	4.282	-Infinity
chrec2:4087889	2434.8	160.3	4.534	-Infinity
chrec2:3085074	2434.3	664.9	2.482	-Infinity
chrec2:4380329	2431.9	507.6	2.870	-Infinity
chrec2:660734	2415.5	434.4	3.085	-Infinity
chrec2:1721519	2364.4	466.1	2.952	-Infinity
chrec2:1675509	2342.9	310.2	3.527	-Infinity
chrec2:1804468	2283.8	490.3	2.829	-Infinity
chrec2:3742844	2278.1	234.0	3.893	-Infinity
chrec2:400914	2265.9	387.5	3.157	-Infinity
chrec2:3518268	2257.5	514.1	2.744	-Infinity
chrec2:1630023	2247.2	405.8	3.079	-Infinity
chrec2:2283886	2245.9	447.5	2.937	-Infinity
chrec2:3992136	2237.2	486.3	2.811	-Infinity
chrec2:3932544	2225.4	248.8	3.771	-Infinity
chrec2:2598457	2214.4	520.5	2.698	-Infinity
chrec2:4387101	2199.8	308.5	3.443	-Infinity
chrec2:3903123	2195.8	145.7	4.523	-Infinity
chrec2:2735647	2192.1	262.5	3.671	-Infinity
chrec2:2281746	2189.9	445.1	2.908	-Infinity
chrec2:3072496	2168.8	282.7	3.549	-Infinity
chrec2:2489077	2168.3	283.7	3.544	-Infinity
chrec2:4576822	2151.4	50.4	6.024	-Infinity
chrec2:1153136	2144.2	385.6	3.085	-Infinity
chrec2:480115	2131.5	276.0	3.559	-Infinity
chrec2:3938707	2128.5	306.2	3.407	-Infinity
chrec2:3176651	2107.9	464.0	2.793	-Infinity
chrec2:2466434	2082.7	178.8	4.152	-Infinity
chrec2:222733	2052.9	395.4	2.986	-Infinity
chrec2:4201726	2023.2	394.1	2.970	-Infinity
chrec2:1909350	2012.7	195.3	3.975	-Infinity
chrec2:4297939	2008.9	359.1	3.093	-Infinity
chrec2:1792986	1949.4	231.4	3.684	-Infinity
chrec2:3594306	1936.5	239.7	3.624	-Infinity
chrec2:4250070	1905.4	93.7	4.956	-Infinity
chrec2:1167551	1895.3	197.6	3.872	-Infinity
chrec2:2557682	1876.8	266.4	3.426	-Infinity
chrec2:3152179	1868.0	301.5	3.241	-Infinity
chrec2:1341885	1852.4	203.7	3.794	-Infinity
chrec2:2803393	1838.4	302.8	3.212	-Infinity
chrec2:954929	1830.8	148.1	4.237	-Infinity
chrec2:4470904	1790.8	116.2	4.555	-Infinity
chrec2:4272921	1780.7	111.4	4.609	-Infinity
chrec2:4250358	1746.2	71.2	5.226	-Infinity
chrec2:4061644	1700.5	214.2	3.599	-Infinity
chrec2:4538909	1660.8	165.2	3.939	-Infinity
chrec2:792538	1596.3	151.7	4.005	-Infinity
chrec2:4087409	1535.4	92.9	4.657	-Infinity
chrec2:4114167	1528.9	131.7	4.146	-Infinity
chrec2:1300976	1480.1	52.8	5.418	-Infinity
chrec2:4250325	1459.0	82.2	4.759	-Infinity
chrec2:1788886	1410.7	58.2	5.210	-Infinity
chrec2:1936442	1366.5	59.8	5.123	-Infinity
chrec2:1727718	1854.5	329.8	3.101	-1070.830
chrec2:2967679	1641.4	217.0	3.529	-1067.023
chrec2:1722591	1691.1	254.8	3.340	-1050.278
chrec2:2735763	1574.8	194.3	3.628	-1049.015
chrec2:695425	1843.9	348.9	3.011	-1035.574
chrec2:1864432	1942.8	409.4	2.856	-1032.771
chrec2:1436312	1752.8	301.3	3.150	-1028.587
chrec2:2715193	1346.1	101.3	4.342	-1025.094
chrec2:2526392	8846.0	6915.3	0.965	-1024.591
chrec2:1924761	1905.4	397.9	2.869	-1019.036
chrec2:3348264	2169.8	567.5	2.545	-1017.352
chrec2:3863975	1470.2	161.3	3.798	-1016.986
chrec2:1735857	1579.8	225.4	3.419	-1000.799
chrec2:3714186	1948.3	438.3	2.762	-998.926
chrec2:3578307	2834.9	1068.4	2.018	-998.107
chrec2:1980128	1250.6	76.3	4.645	-996.173
chrec2:1493816	1830.6	369.7	2.918	-994.219
chrec2:3627592	1674.3	279.8	3.191	-994.101
chrec2:3384451	1787.5	345.5	2.981	-992.701
chrec2:2027464	3078.5	1270.3	1.887	-991.358
chrec2:3995098	1613.4	258.6	3.251	-975.150
chrec2:3446175	1935.5	456.2	2.694	-965.508
chrec2:3623808	1749.2	350.5	2.929	-955.006
chrec2:3819038	1984.3	497.8	2.605	-953.890
chrec2:2409886	1662.7	300.9	3.076	-952.085
chrec2:2740466	1606.2	270.6	3.179	-950.375
chrec2:4640048	1502.5	219.1	3.387	-944.031
chrec2:4610378	1751.1	361.0	2.888	-942.079
chrec2:1410831	1200.9	80.5	4.508	-938.351
chrec2:141354	1427.9	192.9	3.497	-922.115
chrec2:1020624	3075.7	1369.6	1.777	-912.925
chrec2:3931677	2145.9	646.4	2.341	-911.793
chrec2:4443224	1417.4	194.6	3.474	-909.893
chrec2:3517308	1357.0	175.3	3.562	-891.351
chrec2:1898590	1440.7	219.4	3.325	-890.415
chrec2:3645688	2475.2	912.7	2.049	-889.175
chrec2:2765287	2512.0	953.5	2.007	-879.553
chrec2:2744916	3544.9	1837.9	1.557	-871.614
chrec2:4036081	1422.2	223.0	3.283	-866.783
chrec2:3638788	1468.1	250.7	3.159	-863.568
chrec2:4114077	1554.6	303.5	2.967	-860.939
chrec2:1706219	1317.6	172.6	3.542	-858.790
chrec2:1148213	1417.1	227.8	3.247	-855.330
chrec2:1927023	2207.5	750.5	2.166	-853.093
chrec2:3078216	1088.8	73.2	4.504	-851.165
chrec2:113334	1339.3	193.7	3.399	-845.337
chrec2:3385319	1551.0	312.4	2.921	-844.973
chrec2:3832159	1671.1	386.4	2.722	-843.768
chrec2:485697	1413.5	236.5	3.189	-841.008
chrec2:2418856	1354.3	204.3	3.338	-840.875
chrec2:1642485	1091.3	77.8	4.419	-839.071
chrec2:1875940	1449.5	256.7	3.107	-838.478
chrec2:4472033	2309.9	845.2	2.060	-837.011
chrec2:4545284	956.8	29.6	5.624	-836.809
chrec2:1669002	980.9	39.3	5.250	-833.570
chrec2:2481807	1447.5	262.4	3.073	-830.925
chrec2:4645293	1303.3	184.6	3.430	-829.282
chrec2:1110838	1288.3	175.8	3.483	-828.169
chrec2:919533	1929.0	575.9	2.354	-824.900
chrec2:3153858	1140.1	107.2	4.021	-822.503
chrec2:1148362	3110.3	1534.3	1.629	-816.437
chrec2:3705428	1595.6	360.1	2.757	-816.062
chrec2:3804224	2095.8	711.7	2.168	-810.062
chrec2:4396241	1448.8	276.2	3.001	-809.001
chrec2:2715185	1147.2	119.9	3.867	-804.767
chrec2:643293	1250.0	172.3	3.469	-802.710
chrec2:3617867	1298.4	197.8	3.325	-802.463
chrec2:1018755	1274.8	186.0	3.386	-801.565
chrec2:1742899	1646.8	406.3	2.629	-800.476
chrec2:1745112	1367.5	236.5	3.141	-798.982
chrec2:4446005	1649.9	409.1	2.622	-798.378
chrec2:506409	1518.7	329.3	2.815	-796.474
chrec2:4266740	1070.2	89.0	4.197	-796.278
chrec2:1634431	1503.2	320.1	2.841	-795.615
chrec2:404952	1210.7	156.7	3.560	-794.750
chrec2:454212	1959.4	633.2	2.239	-787.674
chrec2:479653	2019.1	681.8	2.176	-784.583
chrec2:1122612	1431.3	286.9	2.929	-783.059
chrec2:255911	1863.8	572.2	2.313	-781.742
chrec2:3436522	1726.6	477.1	2.465	-780.856
chrec2:1835040	1042.5	84.3	4.238	-780.249
chrec2:4545364	873.4	21.8	5.934	-778.740
chrec2:2473260	1377.5	258.2	3.025	-776.164
chrec2:4421456	1216.3	169.5	3.453	-775.648
chrec2:553728	1402.6	275.3	2.959	-774.016
chrec2:4438750	1354.9	248.3	3.058	-773.222
chrec2:3929820	1111.1	119.8	3.823	-772.378
chrec2:1643539	1702.6	475.8	2.449	-764.380
chrec2:2064378	7826.9	6539.7	0.869	-760.905
chrec2:3385295	1273.2	214.1	3.182	-754.056
chrec2:17443	1289.8	227.2	3.114	-750.073
chrec2:3846705	989.7	78.9	4.259	-745.368
chrec2:1352846	1284.5	226.4	3.114	-745.029
chrec2:939773	1537.7	384.2	2.610	-742.814
chrec2:4237307	1254.1	218.2	3.133	-734.231
chrec2:711954	1496.1	363.8	2.650	-733.854
chrec2:4505201	1251.2	216.9	3.138	-730.863
chrec2:3245283	1749.4	542.2	2.300	-727.206
chrec2:3605559	1088.0	133.3	3.639	-726.490
chrec2:3740020	1296.8	247.9	2.997	-724.975
chrec2:1736080	1065.0	124.1	3.711	-722.614
chrec2:2410052	1086.5	141.3	3.553	-712.135
chrec2:3818345	2207.7	916.4	1.878	-707.792
chrec2:3193913	1932.0	704.5	2.065	-702.401
chrec2:3078116	815.0	30.3	5.359	-699.621
chrec2:4100365	1143.6	180.0	3.277	-698.463
chrec2:2504077	1060.3	136.7	3.565	-696.332
chrec2:2866790	1648.5	501.6	2.326	-696.235
chrec2:669653	1266.7	250.6	2.947	-695.118
chrec2:3670502	1658.6	517.1	2.291	-687.865
chrec2:4490801	1463.5	385.0	2.536	-682.906
chrec2:2089406	2438.3	1144.3	1.701	-682.224
chrec2:3508066	1377.3	330.9	2.667	-682.039
chrec2:1328403	1291.3	276.5	2.833	-680.482
chrec2:4462574	1223.0	242.4	2.945	-672.417
chrec2:3787219	1500.3	420.3	2.445	-671.564
chrec2:4277528	1022.5	131.3	3.571	-670.844
chrec2:4161884	1438.3	380.1	2.530	-668.967
chrec2:853479	1520.6	439.2	2.401	-667.389
chrec2:2468908	904.9	77.9	4.149	-666.113
chrec2:962277	1769.9	621.8	2.119	-665.007
chrec2:4480486	762.3	25.5	5.509	-662.667
chrec2:3760252	1459.6	400.0	2.477	-662.542
chrec2:475636	3344.5	2005.0	1.348	-662.247
chrec2:3620307	992.2	123.9	3.611	-657.784
chrec2:440686	1276.4	285.5	2.770	-656.521
chrec2:3503021	866.7	67.9	4.283	-654.775
chrec2:1051711	1326.4	319.0	2.665	-654.195
chrec2:274492	1323.5	317.7	2.668	-653.704
chrec2:3798635	1449.4	403.5	2.455	-651.573
chrec2:4398782	1245.2	272.6	2.801	-649.379
chrec2:576443	902.1	86.0	4.000	-648.707
chrec2:2746513	1588.4	504.0	2.266	-648.529
chrec2:491264	1661.7	560.2	2.178	-645.625
chrec2:2734731	1535.4	468.6	2.322	-645.566
chrec2:3145041	1617.2	530.7	2.217	-644.465
chrec2:2054134	1277.1	297.4	2.712	-643.807
chrec2:4645195	1685.2	580.9	2.146	-643.799
chrec2:2523710	7666.5	6733.0	0.797	-643.135
chrec2:2310155	1443.0	409.8	2.426	-640.355
chrec2:2652445	1638.8	552.4	2.179	-638.774
chrec2:416313	1732.4	623.7	2.083	-637.867
chrec2:4591512	1011.2	150.8	3.355	-631.337
chrec2:4265176	939.7	113.7	3.656	-630.801
chrec2:3234583	1057.9	176.4	3.194	-629.888
chrec2:2316178	1306.6	329.0	2.599	-628.315
chrec2:4009465	1310.5	331.3	2.594	-627.032
chrec2:262204	1755.7	654.5	2.033	-626.393
chrec2:1336782	978.8	136.7	3.450	-625.376
chrec2:4547380	1015.7	158.5	3.290	-622.547
chrec2:1289249	5496.9	4342.5	0.950	-621.553
chrec2:3071529	1218.5	279.0	2.737	-620.744
chrec2:2443346	1083.9	199.2	3.053	-617.768
chrec2:1739395	1977.6	841.1	1.843	-617.355
chrec2:3461549	1057.9	189.2	3.093	-611.593
chrec2:4267864	1379.4	393.7	2.418	-608.877
chrec2:3530903	1729.7	654.5	2.012	-608.671
chrec2:2225389	993.3	156.1	3.279	-605.241
chrec2:1952338	1242.3	305.4	2.634	-604.985
chrec2:927113	1358.4	385.2	2.428	-603.069
chrec2:1263760	1346.5	379.8	2.435	-601.468
chrec2:2699157	954.7	140.3	3.376	-599.466
chrec2:3153939	1136.0	244.5	2.826	-597.429
chrec2:8177	1238.8	312.1	2.599	-595.345
chrec2:1100529	1254.6	322.7	2.568	-595.172
chrec2:2092096	2441.5	1276.5	1.545	-594.792
chrec2:755201	1063.6	203.9	2.992	-594.621
chrec2:255824	968.2	152.3	3.278	-591.911
chrec2:4454374	1198.7	291.4	2.650	-589.764
chrec2:3823829	1353.2	395.5	2.384	-587.798
chrec2:1997556	2040.3	936.6	1.733	-586.430
chrec2:3054396	1827.8	758.6	1.878	-585.391
chrec2:1097927	2872.4	1695.0	1.371	-585.133
chrec2:146770	1231.8	316.5	2.570	-584.533
chrec2:4094027	842.8	92.8	3.793	-583.547
chrec2:2268672	1131.8	254.4	2.763	-582.361
chrec2:4478775	871.6	107.0	3.635	-580.577
chrec2:189560	944.1	147.7	3.286	-577.724
chrec2:2557626	873.1	110.7	3.589	-576.944
chrec2:3403296	1029.3	196.1	3.002	-576.434
chrec2:990850	1404.3	445.3	2.267	-575.488
chrec2:4148064	953.3	156.2	3.219	-571.125
chrec2:2698282	1108.5	247.7	2.772	-570.973
chrec2:3986688	688.3	33.2	4.983	-570.601
chrec2:4540964	981.1	173.2	3.112	-569.488
chrec2:2500797	989.3	177.5	3.088	-569.469
chrec2:246550	876.2	116.1	3.526	-568.995
chrec2:4399847	975.2	169.8	3.132	-568.977
chrec2:2724478	3192.7	2037.9	1.257	-568.942
chrec2:4278777	1312.8	388.3	2.367	-566.176
chrec2:3752018	750.6	59.8	4.260	-563.191
chrec2:4121233	1520.7	546.7	2.086	-559.505
chrec2:2155429	907.6	140.0	3.307	-558.952
chrec2:89577	1359.0	429.6	2.271	-557.429
chrec2:2046705	6586.8	5780.3	0.798	-554.128
chrec2:689479	813.1	94.0	3.722	-553.870
chrec2:3786570	1135.3	279.4	2.632	-552.555
chrec2:853139	1716.5	713.2	1.877	-549.727
chrec2:3186076	1124.0	275.7	2.637	-549.467
chrec2:4057023	913.1	150.1	3.215	-546.512
chrec2:478522	1372.0	452.9	2.209	-544.132
chrec2:4606258	874.0	131.4	3.343	-541.909
chrec2:3238492	956.2	180.0	3.019	-540.571
chrec2:704244	706.0	52.3	4.366	-539.096
chrec2:480035	1157.9	307.4	2.523	-538.140
chrec2:1815430	822.7	107.2	3.549	-537.360
chrec2:2903120	701.6	52.6	4.348	-535.385
chrec2:4418820	941.2	176.3	3.026	-531.634
chrec2:4061590	861.1	131.7	3.318	-530.722
chrec2:2500924	1061.9	251.6	2.687	-530.539
chrec2:4062763	924.5	168.4	3.066	-528.457
chrec2:1722728	697.2	54.3	4.291	-527.403
chrec2:400185	904.6	161.4	3.096	-523.696
chrec2:2871567	1285.4	409.4	2.260	-523.630
chrec2:4121018	1405.4	500.3	2.100	-523.450
chrec2:4404891	1224.4	368.4	2.342	-521.116
chrec2:1703907	1011.0	227.2	2.764	-520.710
chrec2:4645490	747.5	81.7	3.803	-518.407
chrec2:1401282	1383.9	488.5	2.112	-517.928
chrec2:2736220	1221.8	369.6	2.335	-517.317
chrec2:3518507	854.8	137.4	3.247	-515.134
chrec2:4162934	1035.8	249.6	2.663	-511.913
chrec2:2058922	768.4	96.8	3.599	-508.426
chrec2:2702889	1445.6	549.3	2.006	-507.400
chrec2:2923982	794.5	112.7	3.427	-505.972
chrec2:57162	1313.1	451.2	2.151	-503.644
chrec2:3703375	727.6	81.2	3.773	-499.572
chrec2:4523061	911.1	185.2	2.909	-494.136
chrec2:1292891	850.2	149.7	3.115	-493.266
chrec2:3879101	892.3	174.4	2.965	-493.237
chrec2:3099414	756.2	99.8	3.532	-492.543
chrec2:1159209	842.4	148.8	3.111	-488.800
chrec2:3178357	1028.9	266.7	2.557	-486.413
chrec2:878498	809.0	131.3	3.232	-486.224
chrec2:3475593	1030.8	270.5	2.540	-482.649
chrec2:2904113	744.2	99.9	3.507	-482.015
chrec2:3054203	1322.2	483.2	2.062	-480.454
chrec2:2817363	9811.6	9970.2	0.587	-480.389
chrec2:4541240	959.5	227.1	2.688	-480.123
chrec2:1244688	859.9	165.4	2.988	-479.635
chrec2:713267	1039.6	281.7	2.494	-477.369
chrec2:2055687	1060.0	295.4	2.453	-477.220
chrec2:3267072	517.3	8.5	6.531	-476.191
chrec2:2439467	1062.3	298.3	2.442	-475.369
chrec2:160728	802.2	136.8	3.162	-473.315
chrec2:21378	950.2	226.1	2.681	-472.232
chrec2:1300001	761.8	114.5	3.344	-471.545
chrec2:2518307	1083.7	317.8	2.379	-470.402
chrec2:3944032	777.9	125.4	3.243	-469.268
chrec2:961577	933.1	218.6	2.704	-468.236
chrec2:585008	633.6	56.1	4.106	-466.122
chrec2:3137280	800.3	141.6	3.108	-465.646
chrec2:1707451	1054.6	302.6	2.411	-464.367
chrec2:3478240	979.8	254.3	2.555	-462.805
chrec2:4523044	796.3	141.6	3.101	-462.289
chrec2:786046	811.8	150.7	3.039	-461.507
chrec2:1332564	931.9	225.3	2.658	-459.936
chrec2:1294555	1396.2	565.1	1.915	-459.816
chrec2:2994388	532.7	19.7	5.370	-458.408
chrec2:2941346	1230.1	437.7	2.100	-458.229
chrec2:3855192	772.4	130.8	3.172	-458.022
chrec2:1005149	859.2	180.3	2.862	-457.971
chrec2:2708892	1068.0	319.8	2.349	-456.930
chrec2:461055	1145.2	376.5	2.215	-455.896
chrec2:3327608	1546.9	694.3	1.765	-455.213
chrec2:3203300	946.6	240.7	2.585	-453.363
chrec2:2617470	993.1	273.4	2.470	-450.195
chrec2:2100474	2427.6	1515.7	1.289	-449.871
