### ChExMix replication codes
# Codes:
#     X : Event was not called in this condition
#     S : This condition only contains a single replicate
#     D : Called in one replicate or condition as a whole, significant difference detected across some replicates (binomial P-value, same threshold as --q)
#     1 : Called in one replicate or condition as a whole, NO significant difference detected across any replicates
#    >1 : Number of replicates in which binding event is called significant
#
#BindingEvent	SAMPLE
chrec2:4438750	S
chrec2:3929820	S
chrec2:1643539	S
chrec2:2064378	S
chrec2:3385295	S
chrec2:17443	S
chrec2:3846705	S
chrec2:1352846	S
chrec2:939773	S
chrec2:4237307	S
chrec2:711954	S
chrec2:4505201	S
chrec2:3245283	S
chrec2:3605559	S
chrec2:3740020	S
chrec2:1736080	S
chrec2:2410052	S
chrec2:3818345	S
chrec2:3193913	S
chrec2:3078116	S
chrec2:4100365	S
chrec2:2504077	S
chrec2:2866790	S
chrec2:669653	S
chrec2:3670502	S
chrec2:4490801	S
chrec2:2089406	S
chrec2:3508066	S
chrec2:1328403	S
chrec2:4462574	S
chrec2:3787219	S
chrec2:4277528	S
chrec2:4161884	S
chrec2:853479	S
chrec2:2468908	S
chrec2:962277	S
chrec2:4480486	S
chrec2:3760252	S
chrec2:475636	S
chrec2:3620307	S
chrec2:440686	S
chrec2:3503021	S
chrec2:1051711	S
chrec2:274492	S
chrec2:3798635	S
chrec2:4398782	S
chrec2:576443	S
chrec2:2746513	S
chrec2:491264	S
chrec2:2734731	S
chrec2:3145041	S
chrec2:2054134	S
chrec2:4645195	S
chrec2:2523710	S
chrec2:2310155	S
chrec2:2652445	S
chrec2:416313	S
chrec2:4591512	S
chrec2:4265176	S
chrec2:3234583	S
chrec2:2316178	S
chrec2:4009465	S
chrec2:262204	S
chrec2:1336782	S
chrec2:4547380	S
chrec2:1289249	S
chrec2:3071529	S
chrec2:2443346	S
chrec2:1739395	S
chrec2:3461549	S
chrec2:4267864	S
chrec2:3530903	S
chrec2:2225389	S
chrec2:1952338	S
chrec2:927113	S
chrec2:1263760	S
chrec2:2699157	S
chrec2:3153939	S
chrec2:8177	S
chrec2:1100529	S
chrec2:2092096	S
chrec2:755201	S
chrec2:255824	S
chrec2:4454374	S
chrec2:3823829	S
chrec2:1997556	S
chrec2:3054396	S
chrec2:1097927	S
chrec2:146770	S
chrec2:4094027	S
chrec2:2268672	S
chrec2:4478775	S
chrec2:189560	S
chrec2:2557626	S
chrec2:3403296	S
chrec2:990850	S
chrec2:4148064	S
chrec2:2698282	S
chrec2:3986688	S
chrec2:4540964	S
chrec2:2500797	S
chrec2:246550	S
chrec2:4399847	S
chrec2:2724478	S
chrec2:4278777	S
chrec2:3752018	S
chrec2:4121233	S
chrec2:2155429	S
chrec2:89577	S
chrec2:2046705	S
chrec2:689479	S
chrec2:3786570	S
chrec2:853139	S
chrec2:3186076	S
chrec2:4057023	S
chrec2:478522	S
chrec2:4606258	S
chrec2:3238492	S
chrec2:704244	S
chrec2:480035	S
chrec2:1815430	S
chrec2:2903120	S
chrec2:4418820	S
chrec2:4061590	S
chrec2:2500924	S
chrec2:4062763	S
chrec2:1722728	S
chrec2:400185	S
chrec2:2871567	S
chrec2:4121018	S
chrec2:4404891	S
chrec2:1703907	S
chrec2:4645490	S
chrec2:1401282	S
chrec2:2736220	S
chrec2:3518507	S
chrec2:4162934	S
chrec2:2058922	S
chrec2:2702889	S
chrec2:2923982	S
chrec2:57162	S
chrec2:3703375	S
chrec2:4523061	S
chrec2:1292891	S
chrec2:3879101	S
chrec2:3099414	S
chrec2:1159209	S
chrec2:3178357	S
chrec2:878498	S
chrec2:3475593	S
chrec2:2904113	S
chrec2:3054203	S
chrec2:2817363	S
chrec2:4541240	S
chrec2:1244688	S
chrec2:713267	S
chrec2:2055687	S
chrec2:3267072	S
chrec2:2439467	S
chrec2:160728	S
chrec2:21378	S
chrec2:1300001	S
chrec2:2518307	S
chrec2:3944032	S
chrec2:961577	S
chrec2:585008	S
chrec2:3137280	S
chrec2:1707451	S
chrec2:3478240	S
chrec2:4523044	S
chrec2:786046	S
chrec2:1332564	S
chrec2:1294555	S
chrec2:2994388	S
chrec2:2941346	S
chrec2:3855192	S
chrec2:1005149	S
chrec2:2708892	S
chrec2:461055	S
chrec2:3327608	S
chrec2:3203300	S
chrec2:2617470	S
chrec2:2100474	S
chrec2:3171143	S
chrec2:1917891	S
chrec2:2643035	S
chrec2:651804	S
chrec2:388986	S
chrec2:1789115	S
chrec2:136956	S
chrec2:142717	S
chrec2:1234643	S
chrec2:2116493	S
chrec2:2447103	S
chrec2:775124	S
chrec2:400569	S
chrec2:3379927	S
chrec2:3400988	S
chrec2:2062008	S
chrec2:831200	S
chrec2:141277	S
chrec2:3246242	S
chrec2:1016934	S
chrec2:1315691	S
chrec2:2686115	S
chrec2:4107747	S
chrec2:440600	S
chrec2:1310469	S
chrec2:2652128	S
chrec2:3974554	S
chrec2:3676693	S
chrec2:3148158	S
chrec2:4381465	S
chrec2:2189191	S
chrec2:1737022	S
chrec2:1719018	S
chrec2:1524922	S
chrec2:2267162	S
chrec2:3039761	S
chrec2:1192050	S
chrec2:1227734	S
chrec2:3270457	S
chrec2:3039919	S
chrec2:3582882	S
chrec2:2070104	S
chrec2:1909330	S
chrec2:3072402	S
chrec2:3055491	S
chrec2:424201	S
chrec2:704146	S
chrec2:780956	S
chrec2:3974570	S
chrec2:3529268	S
chrec2:4256054	S
chrec2:3004518	S
chrec2:1849757	S
chrec2:1118343	S
chrec2:3328051	S
chrec2:1442726	S
chrec2:3401216	S
chrec2:2462842	S
chrec2:1964329	S
chrec2:63363	S
chrec2:2947728	S
chrec2:2169234	S
chrec2:2188802	S
chrec2:4532683	S
chrec2:711256	S
chrec2:883935	S
chrec2:2045717	S
chrec2:2538928	S
chrec2:3811614	S
chrec2:127709	S
chrec2:1649609	S
chrec2:1938290	S
chrec2:873309	S
chrec2:220088	S
chrec2:3150676	S
chrec2:3555309	S
chrec2:2753473	S
chrec2:2984462	S
chrec2:233987	S
chrec2:83753	S
chrec2:1657429	S
chrec2:3504149	S
chrec2:17454	S
chrec2:2466690	S
chrec2:4000448	S
chrec2:29539	S
chrec2:3611713	S
chrec2:3293255	S
chrec2:1332527	S
chrec2:439640	S
chrec2:1947739	S
chrec2:3108097	S
chrec2:1437373	S
chrec2:2287430	S
chrec2:1714369	S
chrec2:1196526	S
chrec2:4490723	S
chrec2:1961710	S
chrec2:1092957	S
chrec2:983427	S
chrec2:3714147	S
chrec2:1030432	S
chrec2:496342	S
chrec2:1399026	S
chrec2:3190662	S
chrec2:2268731	S
chrec2:1706506	S
chrec2:3182292	S
chrec2:3688646	S
chrec2:967010	S
chrec2:3085217	S
chrec2:3049446	S
chrec2:3038457	S
chrec2:1698804	S
chrec2:2660875	S
chrec2:57260	S
chrec2:3189779	S
chrec2:507337	S
chrec2:3328721	S
chrec2:1910513	S
chrec2:916707	S
chrec2:2502210	S
chrec2:788068	S
chrec2:3099557	S
chrec2:712383	S
chrec2:3831906	S
chrec2:4263631	S
chrec2:3367490	S
chrec2:2651113	S
chrec2:4403716	S
chrec2:3354353	S
chrec2:1748123	S
chrec2:1882527	S
chrec2:1670333	S
chrec2:3855354	S
chrec2:641140	S
chrec2:1864185	S
chrec2:4056963	S
chrec2:3384160	S
chrec2:2697347	S
chrec2:2643577	S
chrec2:4016844	S
chrec2:4147903	S
chrec2:1006255	S
chrec2:1390574	S
chrec2:2753420	S
chrec2:4281028	S
chrec2:3344521	S
chrec2:1187245	S
chrec2:3082551	S
chrec2:4206782	S
chrec2:150533	S
chrec2:3473382	S
chrec2:3999680	S
chrec2:3513296	S
chrec2:1299903	S
chrec2:243500	S
chrec2:2975207	S
chrec2:4506501	S
chrec2:632763	S
chrec2:2266944	S
chrec2:3943989	S
chrec2:3721447	S
chrec2:658413	S
chrec2:2837960	S
chrec2:2197598	S
chrec2:2589549	S
chrec2:933538	S
chrec2:2357136	S
chrec2:4065459	S
chrec2:4192152	S
chrec2:1110715	S
chrec2:932733	S
chrec2:3379973	S
chrec2:842101	S
chrec2:3585877	S
chrec2:2250285	S
chrec2:3502938	S
chrec2:2998580	S
chrec2:1873679	S
chrec2:2562746	S
chrec2:4488620	S
chrec2:2631385	S
chrec2:3246211	S
chrec2:3301241	S
chrec2:4065368	S
chrec2:1939192	S
chrec2:2797204	S
chrec2:450882	S
chrec2:1159256	S
chrec2:2378252	S
chrec2:890382	S
chrec2:2316781	S
chrec2:3907668	S
chrec2:4640031	S
chrec2:4042463	S
chrec2:1640542	S
chrec2:4329882	S
chrec2:3471288	S
chrec2:669500	S
chrec2:2070658	S
chrec2:2923195	S
chrec2:2180582	S
chrec2:2732967	S
chrec2:1473027	S
chrec2:1893015	S
chrec2:484940	S
chrec2:1801035	S
chrec2:3190779	S
chrec2:3713906	S
chrec2:2752197	S
chrec2:2885993	S
chrec2:107651	S
chrec2:1236359	S
chrec2:2253017	S
chrec2:3642196	S
chrec2:4078549	S
chrec2:4159205	S
chrec2:3668808	S
chrec2:4635251	S
chrec2:1766494	S
chrec2:2705871	S
chrec2:1879283	S
chrec2:3827727	S
chrec2:236048	S
chrec2:662745	S
chrec2:159177	S
chrec2:1236476	S
chrec2:395587	S
chrec2:3405020	S
chrec2:891305	S
chrec2:2235140	S
chrec2:1943813	S
chrec2:3508145	S
chrec2:149646	S
chrec2:245896	S
chrec2:592443	S
chrec2:2890836	S
chrec2:1195386	S
chrec2:176568	S
chrec2:257794	S
chrec2:3865339	S
chrec2:136511	S
chrec2:151016	S
chrec2:4508221	S
chrec2:3921297	S
chrec2:1868228	S
chrec2:3301172	S
chrec2:2711528	S
chrec2:1388388	S
chrec2:1265131	S
chrec2:192609	S
chrec2:4217807	S
chrec2:3464648	S
chrec2:2705795	S
chrec2:964156	S
chrec2:2412464	S
chrec2:3175690	S
chrec2:3975667	S
chrec2:2424680	S
chrec2:194775	S
chrec2:3057223	S
chrec2:262241	S
chrec2:1170578	S
chrec2:231054	S
chrec2:1745084	S
chrec2:3374393	S
chrec2:3688663	S
chrec2:4027490	S
chrec2:4587804	S
chrec2:3843470	S
chrec2:2969035	S
chrec2:2010266	S
chrec2:1907173	S
chrec2:1472235	S
chrec2:1159327	S
chrec2:2196066	S
chrec2:2344192	S
chrec2:2476122	S
chrec2:218850	S
chrec2:2984282	S
chrec2:1436265	S
chrec2:3068540	S
chrec2:1938104	S
chrec2:2218954	S
chrec2:2817855	S
chrec2:2416841	S
chrec2:1917305	S
chrec2:2412199	S
chrec2:2968154	S
chrec2:4484252	S
chrec2:4173391	S
chrec2:1903469	S
chrec2:2462336	S
chrec2:454042	S
chrec2:19821	S
chrec2:2797726	S
chrec2:2697265	S
chrec2:2795821	S
chrec2:838634	S
chrec2:987531	S
chrec2:1944337	S
chrec2:2470534	S
chrec2:268337	S
chrec2:1706912	S
chrec2:2473583	S
chrec2:75622	S
chrec2:4334986	S
chrec2:431417	S
chrec2:3863143	S
chrec2:4235257	S
chrec2:1359424	S
chrec2:986185	S
chrec2:2354606	S
chrec2:2197546	S
chrec2:915327	S
chrec2:1649627	S
chrec2:2621657	S
chrec2:637835	S
chrec2:1797449	S
chrec2:1016042	S
chrec2:2010370	S
chrec2:3631871	S
chrec2:2652115	S
chrec2:2291341	S
chrec2:1219341	S
chrec2:2820769	S
chrec2:1290347	S
chrec2:3215208	S
chrec2:3150734	S
chrec2:1997898	S
chrec2:1683884	S
chrec2:1895755	S
chrec2:1273469	S
chrec2:1844003	S
chrec2:3253654	S
chrec2:2144420	S
chrec2:1310405	S
chrec2:2247080	S
chrec2:926907	S
chrec2:4460436	S
chrec2:954087	S
chrec2:474435	S
chrec2:2556049	S
chrec2:202061	S
chrec2:3590048	S
chrec2:2771969	S
chrec2:2641672	S
chrec2:1613607	S
chrec2:496319	S
chrec2:729475	S
chrec2:2349410	S
chrec2:2110451	S
chrec2:1807887	S
chrec2:2739859	S
chrec2:2453925	S
chrec2:2818360	S
chrec2:2926622	S
chrec2:4395113	S
chrec2:4446913	S
chrec2:3897855	S
chrec2:1358834	S
chrec2:10571	S
chrec2:2714060	S
chrec2:1024826	S
chrec2:1421964	S
chrec2:4433515	S
chrec2:3668937	S
chrec2:174917	S
chrec2:2116571	S
chrec2:3645890	S
chrec2:3787384	S
chrec2:4094832	S
chrec2:1176961	S
chrec2:4114237	S
chrec2:3614778	S
chrec2:1646361	S
chrec2:3162237	S
chrec2:464813	S
chrec2:3525095	S
chrec2:1519067	S
chrec2:1496849	S
chrec2:1259429	S
chrec2:175007	S
chrec2:4005933	S
chrec2:1265246	S
chrec2:3278196	S
chrec2:1312754	S
chrec2:3502893	S
chrec2:1124240	S
chrec2:2875185	S
chrec2:3183452	S
chrec2:2808208	S
chrec2:4637363	S
chrec2:1990152	S
chrec2:3293436	S
chrec2:2577314	S
chrec2:4608189	S
chrec2:1407656	S
chrec2:4444195	S
chrec2:748242	S
chrec2:1908808	S
chrec2:234229	S
chrec2:4000495	S
chrec2:1230366	S
chrec2:973900	S
chrec2:4088528	S
chrec2:3159844	S
chrec2:4103703	S
chrec2:4525181	S
chrec2:502537	S
chrec2:1315416	S
chrec2:460601	S
chrec2:4095248	S
chrec2:4462606	S
chrec2:1824126	S
chrec2:4483107	S
chrec2:2759883	S
chrec2:3252913	S
chrec2:3535934	S
chrec2:702304	S
chrec2:3873321	S
chrec2:3983467	S
chrec2:3774062	S
chrec2:435795	S
chrec2:4504223	S
chrec2:4117600	S
chrec2:1118205	S
chrec2:4103668	S
chrec2:2314907	S
chrec2:4331479	S
chrec2:2516421	S
chrec2:1079518	S
chrec2:2776474	S
chrec2:2694377	S
chrec2:1615010	S
chrec2:923077	S
chrec2:553790	S
chrec2:2987104	S
chrec2:2891268	S
chrec2:4559149	S
chrec2:3837994	S
chrec2:167412	S
chrec2:2590203	S
chrec2:4260098	S
chrec2:1932498	S
chrec2:1196566	S
chrec2:1021382	S
chrec2:2838036	S
chrec2:84911	S
chrec2:129	S
chrec2:1081701	S
chrec2:2500326	S
chrec2:20538	S
chrec2:2550120	S
chrec2:1911949	S
chrec2:1172011	S
chrec2:1217071	S
chrec2:3729969	S
chrec2:1409724	S
chrec2:4136404	S
chrec2:3847829	S
chrec2:1008081	S
chrec2:1629135	S
chrec2:1350856	S
chrec2:4525087	S
chrec2:2717869	S
chrec2:3526793	S
chrec2:3831345	S
chrec2:391042	S
chrec2:951649	S
chrec2:2145344	S
chrec2:2215572	S
chrec2:4587949	S
chrec2:3856194	S
chrec2:2455174	S
chrec2:1271945	S
chrec2:2461461	S
chrec2:833465	S
chrec2:1504139	S
chrec2:3311192	S
chrec2:2247150	S
chrec2:1879365	S
chrec2:2503819	S
chrec2:2103820	S
chrec2:3176710	S
chrec2:3732277	S
chrec2:3188414	S
chrec2:947602	S
chrec2:87996	S
chrec2:3057127	S
chrec2:3439821	S
chrec2:860497	S
chrec2:567148	S
chrec2:1680071	S
chrec2:1889794	S
chrec2:2439426	S
chrec2:2311988	S
chrec2:711148	S
chrec2:3287721	S
chrec2:1834099	S
chrec2:2749414	S
chrec2:2455243	S
chrec2:1811034	S
chrec2:2412929	S
chrec2:3987092	S
chrec2:1217310	S
chrec2:4434478	S
chrec2:1683836	S
chrec2:3840716	S
chrec2:1852535	S
chrec2:3940293	S
chrec2:2641652	S
chrec2:2824278	S
chrec2:708641	S
chrec2:1331007	S
chrec2:3839867	S
chrec2:179194	S
chrec2:1823459	S
chrec2:1239085	S
chrec2:526479	S
chrec2:4371648	S
chrec2:3699653	S
chrec2:1425426	S
chrec2:1271410	S
chrec2:4621785	S
chrec2:460539	S
chrec2:3318047	S
chrec2:3128724	S
chrec2:3676040	S
chrec2:2992040	S
chrec2:2929669	S
chrec2:3189539	S
chrec2:2595439	S
chrec2:3533897	S
chrec2:4227370	S
chrec2:425986	S
chrec2:3591567	S
chrec2:3835663	S
chrec2:1988922	S
chrec2:4537060	S
chrec2:4331601	S
chrec2:2411322	S
chrec2:2368998	S
chrec2:2145149	S
chrec2:3678802	S
chrec2:850628	S
chrec2:1850487	S
chrec2:4596353	S
chrec2:485216	S
chrec2:49785	S
chrec2:1716050	S
chrec2:813820	S
chrec2:3058363	S
chrec2:1770648	S
chrec2:418628	S
chrec2:2107375	S
chrec2:3013697	S
chrec2:4192104	S
chrec2:4030507	S
chrec2:3440365	S
chrec2:2034490	S
chrec2:4207794	S
chrec2:2764131	S
chrec2:2468460	S
chrec2:455783	S
chrec2:2241664	S
chrec2:3181087	S
chrec2:4556181	S
chrec2:3176383	S
chrec2:3512154	S
chrec2:2822491	S
chrec2:405495	S
chrec2:2969895	S
chrec2:611885	S
chrec2:499313	S
chrec2:1941958	S
chrec2:3530937	S
chrec2:955248	S
chrec2:1804679	S
chrec2:222790	S
chrec2:3987207	S
chrec2:3166413	S
chrec2:825007	S
chrec2:4034733	S
chrec2:4375152	S
chrec2:2281710	S
chrec2:4629517	S
chrec2:2173455	S
chrec2:3364821	S
chrec2:3968060	S
chrec2:2946694	S
chrec2:2370391	S
chrec2:3710995	S
chrec2:2354186	S
chrec2:3991922	S
chrec2:2445698	S
chrec2:1505355	S
chrec2:3898796	S
chrec2:4359498	S
chrec2:1825187	S
chrec2:3340557	S
chrec2:2717216	S
chrec2:214219	S
chrec2:437372	S
chrec2:3847417	S
chrec2:1914349	S
chrec2:1634411	S
chrec2:137028	S
chrec2:4511704	S
chrec2:3822728	S
chrec2:3699503	S
chrec2:957982	S
chrec2:2307203	S
chrec2:3189109	S
chrec2:4078930	S
chrec2:638126	S
chrec2:3233155	S
chrec2:3594651	S
chrec2:1894987	S
chrec2:3362774	S
chrec2:1166574	S
chrec2:3042303	S
chrec2:1616459	S
chrec2:3326839	S
chrec2:2319295	S
chrec2:3958305	S
chrec2:2684234	S
chrec2:3220089	S
chrec2:1163421	S
chrec2:3101552	S
chrec2:118681	S
chrec2:755371	S
chrec2:1806833	S
chrec2:1502185	S
chrec2:3697464	S
chrec2:2293758	S
chrec2:1640819	S
chrec2:1991773	S
chrec2:4356381	S
chrec2:563588	S
chrec2:3483478	S
chrec2:1436829	S
chrec2:3971627	S
chrec2:2393505	S
chrec2:650788	S
chrec2:3088398	S
chrec2:3878421	S
chrec2:2004987	S
chrec2:3336704	S
chrec2:405561	S
chrec2:4227257	S
chrec2:2173901	S
chrec2:1094776	S
chrec2:2273998	S
chrec2:3031680	S
chrec2:1600057	S
chrec2:2584210	S
chrec2:3089708	S
chrec2:4072933	S
chrec2:4042593	S
chrec2:3267996	S
chrec2:3561169	S
chrec2:1488870	S
chrec2:2109649	S
chrec2:4511123	S
chrec2:1549088	S
chrec2:519038	S
chrec2:1032115	S
chrec2:3762874	S
chrec2:2764891	S
chrec2:2229096	S
chrec2:2750402	S
chrec2:4604191	S
chrec2:621473	S
chrec2:2369181	S
chrec2:160682	S
chrec2:1629190	S
chrec2:1874812	S
chrec2:3171759	S
chrec2:1394893	S
chrec2:2357263	S
chrec2:4206740	S
chrec2:315597	S
chrec2:1093250	S
chrec2:3508209	S
chrec2:574983	S
chrec2:2641602	S
chrec2:3843170	S
chrec2:2254126	S
chrec2:3619391	S
chrec2:3404597	S
chrec2:946240	S
chrec2:419958	S
chrec2:2937959	S
chrec2:3174315	S
chrec2:2532355	S
chrec2:838414	S
chrec2:3186847	S
chrec2:1618701	S
chrec2:4612415	S
chrec2:638067	S
chrec2:1413884	S
chrec2:1990805	S
chrec2:3366580	S
chrec2:1312079	S
chrec2:2717317	S
chrec2:637899	S
chrec2:2639311	S
chrec2:1335469	S
chrec2:1719762	S
chrec2:971051	S
chrec2:3900756	S
chrec2:20690	S
chrec2:1926729	S
chrec2:866834	S
chrec2:3528143	S
chrec2:2537810	S
chrec2:425275	S
chrec2:3983608	S
chrec2:3928353	S
chrec2:1922650	S
chrec2:1407483	S
chrec2:1213805	S
chrec2:1052399	S
chrec2:1290759	S
chrec2:1741579	S
chrec2:2057155	S
chrec2:21817	S
chrec2:1624288	S
chrec2:2186155	S
chrec2:2964779	S
chrec2:4553966	S
chrec2:147568	S
chrec2:3080374	S
chrec2:3283954	S
chrec2:1766869	S
chrec2:2770446	S
chrec2:1129355	S
chrec2:1679721	S
chrec2:2524672	S
chrec2:1270876	S
chrec2:1953936	S
chrec2:2924915	S
chrec2:443874	S
chrec2:2474376	S
chrec2:1268738	S
chrec2:4006278	S
chrec2:923484	S
chrec2:922782	S
chrec2:4028641	S
chrec2:624032	S
chrec2:2454901	S
chrec2:1653574	S
chrec2:2186725	S
chrec2:4103998	S
chrec2:850820	S
chrec2:2218021	S
chrec2:421701	S
chrec2:4353764	S
chrec2:926405	S
chrec2:4444081	S
chrec2:1147666	S
chrec2:4610438	S
chrec2:1994999	S
