### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	2246955.0	8.784	0.575
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	2246955.0	291723.0	8.7836	0.575
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:1766885	2109.9	6.0	5.317	-Infinity	1
chrec2:1744649	2102.1	9.9	4.593	-Infinity	1
chrec2:2182014	2048.3	2.5	6.516	-Infinity	1
chrec2:3409987	2033.3	7.5	4.956	-Infinity	1
chrec2:4274246	2006.1	6.4	5.152	-Infinity	1
chrec2:1928430	2000.8	9.1	4.644	-Infinity	1
chrec2:3404627	1990.2	20.8	3.446	-Infinity	1
chrec2:3409959	1981.4	5.4	5.380	-Infinity	1
chrec2:4372842	1947.1	11.4	4.282	-Infinity	1
chrec2:3332001	1933.7	18.7	3.555	-Infinity	1
chrec2:4281706	1926.2	10.1	4.435	-Infinity	1
chrec2:2023304	1921.2	7.6	4.855	-Infinity	1
chrec2:3562951	1803.5	2.3	6.490	-Infinity	1
chrec2:4005183	1796.8	6.8	4.903	-Infinity	1
chrec2:4642673	1795.9	11.5	4.156	-Infinity	1
chrec2:2968297	1773.8	8.3	4.604	-Infinity	1
chrec2:1698879	1754.2	8.4	4.571	-Infinity	1
chrec2:3983278	1743.1	8.7	4.516	-Infinity	1
chrec2:4540269	1728.5	19.0	3.374	-Infinity	1
chrec2:2196368	1719.4	6.9	4.834	-Infinity	1
chrec2:2875990	1705.2	9.8	4.310	-Infinity	1
chrec2:2272656	1684.6	12.5	3.943	-Infinity	1
chrec2:4585646	1680.4	12.7	3.911	-Infinity	1
chrec2:2418885	1678.2	14.5	3.721	-Infinity	1
chrec2:3913640	1659.7	7.3	4.693	-Infinity	1
chrec2:4375118	1627.2	9.7	4.251	-Infinity	1
chrec2:1990469	1608.7	11.6	3.982	-Infinity	1
chrec2:1394677	1591.5	12.8	3.827	-Infinity	1
chrec2:4483328	1584.0	12.4	3.868	-Infinity	1
chrec2:4014684	1570.8	7.1	4.662	-Infinity	1
chrec2:2489700	1568.2	10.0	4.161	-Infinity	1
chrec2:3217998	1542.7	4.1	5.411	-Infinity	1
chrec2:3146457	1531.3	1.6	6.730	-Infinity	1
chrec2:232503	1519.0	8.7	4.311	-Infinity	1
chrec2:2410204	1517.9	3.3	5.707	-Infinity	1
chrec2:3797004	1508.7	10.0	4.107	-Infinity	1
chrec2:3491057	1508.6	5.2	5.037	-Infinity	1
chrec2:842573	1507.7	8.2	4.394	-Infinity	1
chrec2:2978867	1504.5	4.4	5.291	-Infinity	1
chrec2:4026565	1498.3	7.2	4.561	-Infinity	1
chrec2:2874053	1488.1	4.4	5.267	-Infinity	1
chrec2:4536364	1481.5	6.3	4.749	-Infinity	1
chrec2:1065593	1439.5	2.6	5.966	-Infinity	1
chrec2:2586453	1438.5	5.0	5.021	-Infinity	1
chrec2:3698477	1428.1	5.6	4.869	-Infinity	1
chrec2:3965655	1389.1	5.4	4.880	-Infinity	1
chrec2:4279492	1385.0	4.3	5.186	-Infinity	1
chrec2:1311882	1362.7	4.2	5.214	-Infinity	1
chrec2:1493288	1341.7	5.4	4.833	-Infinity	1
chrec2:4222516	1304.7	4.5	5.059	-Infinity	1
chrec2:1362805	1272.8	1.7	6.382	-Infinity	1
chrec2:4454604	1309.7	5.0	4.894	-1067.642	1
chrec2:4355142	1592.7	14.4	3.653	-1065.488	1
chrec2:4371875	1544.8	13.1	3.749	-1056.315	1
chrec2:2653550	1308.2	5.6	4.738	-1047.795	1
chrec2:2422604	1482.4	11.6	3.864	-1038.200	1
chrec2:2880542	1171.3	2.5	5.739	-1034.024	1
chrec2:4028962	1343.9	7.2	4.403	-1031.349	1
chrec2:4348777	1491.0	12.6	3.752	-1019.359	1
chrec2:3718100	2171.8	42.4	2.545	-1014.995	1
chrec2:813423	1504.3	13.5	3.661	-1009.450	1
chrec2:878466	1168.4	3.0	5.456	-1007.300	1
chrec2:661133	1250.0	5.3	4.736	-1004.300	1
chrec2:3111880	1508.4	14.1	3.604	-995.747	1
chrec2:1714423	1475.5	13.1	3.677	-991.092	1
chrec2:3045055	1121.4	2.4	5.758	-990.216	1
chrec2:2666790	1175.0	3.8	5.132	-984.133	1
chrec2:3626538	1408.7	11.7	3.777	-968.754	1
chrec2:4595987	1773.7	26.6	2.925	-965.060	1
chrec2:4243671	1198.5	5.0	4.765	-962.700	1
chrec2:1603007	1046.4	1.4	6.373	-956.877	1
chrec2:2888744	1193.1	5.1	4.725	-954.238	1
chrec2:4218899	1232.3	6.5	4.442	-952.164	1
chrec2:579595	1429.5	13.1	3.634	-950.300	1
chrec2:2035022	1554.5	18.9	3.230	-933.098	1
chrec2:3121434	1235.9	7.2	4.287	-931.119	1
chrec2:1273542	1323.4	10.3	3.876	-926.279	1
chrec2:4461307	1141.0	4.7	4.799	-924.922	1
chrec2:4313044	1084.6	3.1	5.313	-922.067	1
chrec2:1638543	1186.6	6.1	4.469	-919.719	1
chrec2:1698106	1083.8	3.2	5.259	-917.826	1
chrec2:2461412	1541.2	19.3	3.184	-911.859	1
chrec2:562487	1262.2	8.9	4.021	-910.183	1
chrec2:3618165	1381.5	13.2	3.580	-908.787	1
chrec2:1346577	1105.9	4.1	4.927	-906.300	1
chrec2:3806935	1327.2	11.3	3.741	-903.975	1
chrec2:3868353	1432.6	15.6	3.391	-898.951	1
chrec2:2959106	1145.1	5.5	4.563	-898.180	1
chrec2:1458265	999.1	1.8	6.019	-894.709	1
chrec2:894294	1210.1	7.6	4.175	-894.130	1
chrec2:4117579	1493.7	18.3	3.219	-893.058	1
chrec2:1776099	997.4	1.8	5.954	-887.887	1
chrec2:3562850	1018.9	2.4	5.591	-885.847	1
chrec2:3306488	1429.8	16.1	3.341	-883.114	1
chrec2:186432	1170.5	7.0	4.244	-877.746	1
chrec2:3832131	2093.4	47.9	2.315	-876.353	1
chrec2:3473033	1320.5	12.4	3.605	-873.834	1
chrec2:4330464	976.4	1.8	5.945	-873.311	1
chrec2:3822448	1269.1	10.6	3.767	-869.176	1
chrec2:2766618	1010.3	2.7	5.418	-868.275	1
chrec2:1016085	1343.8	13.4	3.509	-866.663	1
chrec2:978138	990.6	2.3	5.599	-863.337	1
chrec2:2742165	1315.4	12.7	3.559	-861.408	1
chrec2:3738740	1074.0	4.7	4.687	-857.025	1
chrec2:641287	1178.9	8.0	4.069	-856.278	1
chrec2:3538981	1205.4	9.0	3.928	-852.425	1
chrec2:418814	1338.2	13.9	3.453	-851.983	1
chrec2:2797648	1570.3	23.7	2.916	-850.403	1
chrec2:813390	1296.0	12.4	3.571	-849.155	1
chrec2:3161456	1271.9	11.7	3.631	-846.833	1
chrec2:3698838	1216.3	10.0	3.791	-839.791	1
chrec2:2751117	1120.7	7.0	4.178	-831.707	1
chrec2:2956087	1136.5	7.7	4.071	-827.282	1
chrec2:656656	1218.8	10.6	3.705	-824.567	1
chrec2:4461264	1088.0	6.4	4.286	-820.959	1
chrec2:3464542	1359.1	16.3	3.250	-820.717	1
chrec2:3366778	1184.3	9.6	3.808	-818.819	1
chrec2:2738916	1072.9	5.9	4.366	-816.226	1
chrec2:4312997	977.0	3.2	5.116	-815.485	1
chrec2:2787592	992.4	3.6	4.953	-813.769	1
chrec2:1251282	879.2	0.9	9.780	-813.777	1
chrec2:3109338	1431.4	19.6	3.055	-812.764	1
chrec2:4446753	1193.1	10.2	3.737	-812.650	1
chrec2:4119367	1023.6	4.8	4.615	-810.033	1
chrec2:1006266	1498.8	23.1	2.885	-804.904	1
chrec2:1519130	1055.7	5.9	4.353	-804.804	1
chrec2:2001063	1187.1	10.6	3.678	-798.918	1
chrec2:3863865	1157.1	9.5	3.796	-797.511	1
chrec2:4573440	1123.9	8.5	3.916	-794.122	1
chrec2:4132607	994.9	4.4	4.684	-793.769	1
chrec2:1104434	1182.7	10.7	3.659	-792.621	1
chrec2:2978824	939.0	2.9	5.188	-791.564	1
chrec2:922918	1155.7	9.9	3.729	-784.375	1
chrec2:3736320	1076.4	7.2	4.086	-784.121	1
chrec2:3999267	1034.5	6.0	4.287	-781.985	1
chrec2:1699033	986.0	4.5	4.647	-781.636	1
chrec2:4184311	1085.5	7.9	3.961	-774.735	1
chrec2:2418761	1447.1	22.5	2.872	-772.869	1
chrec2:2044943	1317.3	17.2	3.125	-767.394	1
chrec2:2838189	969.9	4.5	4.602	-766.591	1
chrec2:457923	2156.1	60.2	2.028	-763.594	1
chrec2:4100351	1399.7	21.5	2.890	-753.079	1
chrec2:81252	954.5	4.5	4.591	-752.494	1
chrec2:2577471	1031.8	7.0	4.067	-750.156	1
chrec2:3639118	1211.2	13.7	3.330	-747.066	1
chrec2:1871832	844.4	1.7	5.798	-744.069	1
chrec2:724211	972.1	5.3	4.382	-743.802	1
chrec2:4243837	1061.6	8.2	3.880	-743.161	1
chrec2:4510559	1259.3	15.8	3.178	-742.841	1
chrec2:966910	1203.2	13.6	3.329	-742.657	1
chrec2:2466729	957.0	5.1	4.420	-736.726	1
chrec2:643370	1130.7	11.1	3.533	-735.954	1
chrec2:2463369	974.4	5.9	4.229	-729.844	1
chrec2:2078275	951.6	5.2	4.377	-728.639	1
chrec2:4300660	991.6	6.6	4.100	-726.154	1
chrec2:3183710	1144.4	12.1	3.429	-724.039	1
chrec2:1988581	1098.5	10.5	3.575	-720.188	1
chrec2:3655941	1344.2	20.9	2.875	-717.785	1
chrec2:2603372	773.8	0.9	9.596	-716.158	1
chrec2:3335125	996.7	7.2	3.984	-715.189	1
chrec2:3783981	964.6	6.1	4.174	-714.148	1
chrec2:1252039	989.3	6.9	4.033	-714.060	1
chrec2:2883926	1009.8	7.7	3.904	-711.925	1
chrec2:4314008	814.9	1.8	5.656	-711.382	1
chrec2:3847721	1131.3	12.2	3.399	-710.264	1
chrec2:1510941	983.3	6.9	4.028	-708.607	1
chrec2:3159822	1152.5	13.1	3.320	-708.604	1
chrec2:1961744	1184.9	14.6	3.209	-705.746	1
chrec2:3276819	1081.2	10.5	3.551	-705.276	1
chrec2:1448172	748.4	0.9	9.548	-691.609	1
chrec2:4577930	1033.6	9.4	3.653	-689.780	1
chrec2:1897783	857.0	3.5	4.785	-689.748	1
chrec2:4235123	1127.0	13.0	3.302	-689.559	1
chrec2:2167261	873.8	4.1	4.586	-687.364	1
chrec2:2763981	918.3	5.5	4.239	-687.137	1
chrec2:3068609	1775.0	45.4	2.155	-679.801	1
chrec2:1064359	1140.3	14.2	3.191	-677.738	1
chrec2:1057704	902.0	5.4	4.255	-675.645	1
chrec2:1939285	796.0	2.4	5.261	-675.491	1
chrec2:2926381	925.2	6.3	4.070	-671.188	1
chrec2:4387230	1277.0	20.6	2.821	-669.617	1
chrec2:167356	1458.5	29.6	2.490	-666.119	1
chrec2:923085	918.0	6.3	4.043	-664.801	1
chrec2:3126742	761.2	1.8	5.598	-663.691	1
chrec2:2404238	882.2	5.3	4.237	-660.477	1
chrec2:2796216	1007.9	9.8	3.554	-659.634	1
chrec2:471649	787.9	2.6	5.099	-659.497	1
chrec2:1978798	716.1	0.9	9.484	-659.241	1
chrec2:2186416	788.9	2.7	5.057	-656.384	1
chrec2:3498958	1045.0	11.3	3.398	-655.846	1
chrec2:2409629	972.4	8.6	3.682	-655.823	1
chrec2:3625671	944.0	7.6	3.819	-655.409	1
chrec2:3613106	1065.7	12.3	3.297	-651.795	1
chrec2:1917844	1093.0	13.5	3.199	-651.054	1
chrec2:3088903	875.4	5.4	4.215	-650.797	1
chrec2:1052550	1364.0	26.2	2.568	-645.804	1
chrec2:2273043	1737.4	46.4	2.093	-640.482	1
chrec2:2545009	904.4	6.8	3.924	-639.927	1
chrec2:3529271	1260.1	21.5	2.737	-638.352	1
chrec2:1046072	905.5	7.0	3.878	-635.799	1
chrec2:4409267	1767.6	48.5	2.052	-635.097	1
chrec2:3776486	816.8	4.3	4.440	-630.560	1
chrec2:3158042	868.5	6.0	4.038	-629.430	1
chrec2:4146408	779.6	3.2	4.774	-628.336	1
chrec2:740821	893.9	7.0	3.858	-624.979	1
chrec2:2116776	893.4	7.0	3.861	-624.082	1
chrec2:2866823	1465.4	32.9	2.343	-623.355	1
chrec2:4467663	937.6	8.7	3.625	-621.173	1
chrec2:1960142	850.6	5.9	4.035	-616.109	1
chrec2:2693016	661.4	0.8	9.369	-611.659	1
chrec2:2765254	1500.6	35.6	2.262	-611.449	1
chrec2:2319116	1092.6	15.5	3.004	-609.802	1
chrec2:2494077	791.4	4.1	4.452	-609.801	1
chrec2:4426157	790.0	4.3	4.388	-605.425	1
chrec2:2641761	1099.6	16.3	2.945	-603.598	1
chrec2:1394098	729.6	2.5	5.044	-603.205	1
chrec2:3049371	1140.2	18.1	2.845	-603.185	1
chrec2:4247063	807.7	4.9	4.220	-602.091	1
chrec2:2722177	1110.5	16.7	2.917	-601.335	1
chrec2:2318794	1009.5	12.4	3.209	-600.805	1
chrec2:987858	854.3	6.5	3.899	-600.697	1
chrec2:1942025	840.1	6.0	3.984	-599.998	1
chrec2:4156087	874.4	7.4	3.754	-599.303	1
chrec2:2193929	752.0	3.5	4.633	-594.579	1
chrec2:1241825	818.7	5.6	4.048	-593.143	1
chrec2:3535169	744.0	3.3	4.670	-590.703	1
chrec2:553642	1100.8	17.0	2.882	-589.876	1
chrec2:2388816	631.3	0.6	9.302	-587.736	1
chrec2:4143464	748.0	3.6	4.568	-587.229	1
chrec2:1943552	858.3	7.2	3.765	-586.940	1
chrec2:3821749	775.7	4.4	4.314	-584.804	1
chrec2:3068776	899.0	9.0	3.510	-582.432	1
chrec2:1346409	833.5	6.5	3.866	-581.772	1
chrec2:3831285	880.1	8.3	3.595	-581.649	1
chrec2:251090	937.8	10.5	3.343	-580.842	1
chrec2:4112606	1132.6	19.1	2.756	-579.740	1
chrec2:2530988	882.0	8.4	3.572	-578.066	1
chrec2:3324274	881.5	8.5	3.567	-577.189	1
chrec2:2593610	700.8	2.5	4.988	-575.649	1
chrec2:3013230	690.1	2.3	5.071	-574.098	1
chrec2:3004406	910.4	9.9	3.388	-572.420	1
chrec2:2425542	683.5	2.2	5.132	-571.481	1
chrec2:1810888	947.4	11.4	3.241	-569.276	1
chrec2:1681701	572.1	0.0	9.160	-569.210	1
chrec2:2116988	786.7	5.6	4.007	-567.096	1
chrec2:1580358	742.1	4.3	4.288	-561.867	1
chrec2:1220435	872.0	8.8	3.499	-561.422	1
chrec2:4201432	792.3	6.0	3.908	-560.440	1
chrec2:3985539	884.5	9.4	3.414	-559.949	1
chrec2:1809217	613.6	0.9	9.261	-559.339	1
chrec2:3218041	669.5	2.2	5.107	-558.113	1
chrec2:4537027	846.4	8.1	3.579	-557.929	1
chrec2:2040464	855.4	8.4	3.535	-557.881	1
chrec2:2933818	681.5	2.5	4.940	-557.620	1
chrec2:2357032	733.2	4.2	4.309	-556.908	1
chrec2:1923385	643.4	1.7	5.426	-555.254	1
chrec2:136546	1096.8	18.9	2.725	-554.958	1
chrec2:1602997	608.6	0.8	9.249	-553.490	1
chrec2:4201714	1413.9	35.3	2.187	-552.022	1
chrec2:121748	1214.9	24.8	2.478	-550.123	1
chrec2:2262890	662.6	2.4	4.984	-548.388	1
chrec2:3804030	1209.0	24.8	2.475	-548.036	1
chrec2:1698985	701.8	3.5	4.531	-547.780	1
chrec2:3805188	764.4	5.7	3.938	-544.098	1
chrec2:1360892	686.6	3.2	4.590	-540.850	1
chrec2:3620425	777.2	6.2	3.843	-540.164	1
chrec2:748975	804.5	7.3	3.656	-539.782	1
chrec2:3746697	703.8	3.8	4.390	-539.228	1
chrec2:1105329	592.7	0.9	9.211	-538.827	1
chrec2:2669853	727.7	4.6	4.180	-537.352	1
chrec2:545525	686.2	3.4	4.542	-536.358	1
chrec2:3703785	842.9	9.0	3.422	-533.629	1
chrec2:183974	967.9	14.2	2.955	-533.226	1
chrec2:2245055	580.6	0.7	9.181	-532.288	1
chrec2:4165659	2827.7	130.2	1.305	-532.138	1
chrec2:3721177	1105.1	20.6	2.608	-531.406	1
chrec2:3582839	1006.1	16.0	2.837	-531.182	1
chrec2:121382	920.8	12.3	3.087	-529.010	1
chrec2:4568021	903.2	11.8	3.119	-525.987	1
chrec2:2795034	773.4	6.8	3.704	-522.407	1
chrec2:2536901	1207.8	26.5	2.378	-522.351	1
chrec2:852123	697.4	4.3	4.220	-519.442	1
chrec2:4300627	729.6	5.4	3.939	-518.406	1
chrec2:934215	800.5	8.0	3.502	-517.552	1
chrec2:2127271	693.4	4.3	4.213	-515.762	1
chrec2:3943453	832.8	9.4	3.339	-515.028	1
chrec2:2214839	645.4	2.9	4.652	-513.239	1
chrec2:4585319	779.5	7.6	3.543	-509.625	1
chrec2:2771940	856.7	10.6	3.198	-509.263	1
chrec2:82475	584.0	1.4	5.521	-506.235	1
chrec2:413182	652.6	3.3	4.472	-504.593	1
chrec2:530136	679.2	4.3	4.180	-502.878	1
chrec2:2129386	505.6	0.0	8.982	-502.435	1
chrec2:1483048	549.1	0.8	9.101	-500.943	1
chrec2:1269568	745.2	6.7	3.671	-500.287	1
chrec2:960533	715.5	5.6	3.863	-498.948	1
chrec2:1527899	764.4	7.5	3.545	-498.215	1
chrec2:2481906	1127.5	24.0	2.417	-496.261	1
chrec2:778008	764.1	7.5	3.529	-495.589	1
chrec2:3897766	882.9	12.5	3.013	-495.172	1
chrec2:424151	763.0	7.6	3.519	-494.718	1
chrec2:770926	711.3	5.7	3.817	-492.460	1
chrec2:3941480	663.6	4.1	4.200	-491.401	1
chrec2:2539638	1217.1	29.3	2.242	-489.813	1
chrec2:2273323	1384.0	38.9	2.020	-487.832	1
chrec2:2537182	764.6	8.1	3.430	-486.144	1
chrec2:3826513	865.2	12.3	3.006	-484.584	1
chrec2:644318	487.1	0.0	8.928	-484.498	1
chrec2:3502380	669.4	4.6	4.064	-484.288	1
chrec2:3765782	729.5	6.8	3.605	-484.290	1
chrec2:3407227	899.9	13.9	2.884	-483.836	1
chrec2:2289259	636.0	3.6	4.349	-482.913	1
chrec2:1942832	796.9	9.5	3.260	-481.776	1
chrec2:642677	590.7	2.4	4.833	-480.035	1
chrec2:2394513	577.6	2.0	5.050	-479.417	1
chrec2:2062511	621.4	3.2	4.448	-479.194	1
chrec2:246532	1228.3	30.9	2.176	-477.633	1
chrec2:3238171	567.4	1.7	5.240	-477.049	1
chrec2:2095158	523.4	0.8	9.032	-476.511	1
chrec2:753464	623.5	3.5	4.347	-475.161	1
chrec2:1181566	651.9	4.4	4.067	-475.006	1
chrec2:1187443	738.6	7.6	3.473	-473.756	1
chrec2:1956643	563.1	1.8	5.157	-473.229	1
chrec2:594609	692.1	5.9	3.746	-472.627	1
chrec2:3250952	826.6	11.3	3.058	-469.662	1
chrec2:4107858	926.1	15.9	2.728	-469.012	1
chrec2:1900058	841.2	12.1	2.987	-466.921	1
chrec2:2443849	606.9	3.2	4.415	-466.170	1
chrec2:1312033	602.4	3.2	4.443	-465.892	1
chrec2:2667822	507.2	0.6	8.986	-465.085	1
chrec2:3606957	615.5	3.6	4.269	-464.423	1
chrec2:3592536	719.1	7.2	3.511	-464.049	1
chrec2:2317878	687.6	6.1	3.671	-463.489	1
chrec2:3932456	614.8	3.5	4.306	-462.580	1
chrec2:4070853	630.8	4.2	4.109	-462.089	1
chrec2:902828	634.7	4.2	4.097	-461.701	1
chrec2:755145	629.3	4.2	4.097	-461.179	1
chrec2:3309042	953.7	18.0	2.590	-455.693	1
chrec2:2635620	643.3	4.8	3.921	-454.645	1
chrec2:4200884	1240.4	33.4	2.080	-454.155	1
chrec2:3603637	798.7	11.0	3.043	-453.785	1
chrec2:3192133	708.0	7.5	3.435	-449.319	1
chrec2:1255521	619.6	4.2	4.056	-447.998	1
chrec2:818571	625.8	4.5	4.001	-447.340	1
chrec2:970584	527.0	1.5	5.289	-447.078	1
chrec2:1410743	579.4	3.0	4.455	-446.996	1
chrec2:553367	725.0	8.3	3.319	-446.623	1
chrec2:3883726	525.5	1.6	5.257	-446.127	1
chrec2:3416286	557.9	2.5	4.690	-445.151	1
chrec2:706391	1133.5	28.2	2.197	-444.548	1
chrec2:57873	731.0	8.6	3.270	-444.528	1
chrec2:4078086	629.6	4.9	3.877	-442.916	1
chrec2:3097873	655.4	5.7	3.701	-442.465	1
chrec2:988740	850.9	13.9	2.801	-441.414	1
chrec2:2961447	512.1	1.3	5.449	-441.261	1
chrec2:2940567	951.0	18.9	2.521	-441.003	1
chrec2:2394580	560.5	2.7	4.575	-440.735	1
chrec2:4016848	868.4	15.1	2.714	-436.386	1
chrec2:2826015	492.8	0.9	8.945	-435.521	1
chrec2:4335044	2838.6	146.3	1.144	-435.063	1
chrec2:1438971	604.4	4.2	4.025	-434.365	1
chrec2:2218126	655.5	6.1	3.625	-434.270	1
chrec2:407227	730.3	9.0	3.205	-434.246	1
chrec2:3047086	607.0	4.4	3.978	-434.060	1
chrec2:3738886	561.9	2.9	4.487	-433.710	1
chrec2:897967	484.1	0.9	8.919	-433.511	1
chrec2:2032106	692.0	7.5	3.389	-432.980	1
chrec2:176577	1385.7	44.0	1.843	-431.887	1
chrec2:1754724	433.7	0.0	8.760	-430.727	1
chrec2:4076379	593.5	4.1	4.027	-427.427	1
chrec2:1478131	473.0	0.8	8.886	-426.727	1
chrec2:1186097	654.1	6.4	3.533	-425.419	1
chrec2:1027551	507.6	1.7	5.124	-424.780	1
chrec2:4223383	663.9	6.9	3.444	-423.805	1
chrec2:4088696	531.0	2.4	4.664	-423.436	1
chrec2:2984504	735.6	10.1	3.050	-418.924	1
chrec2:2462378	642.4	6.4	3.524	-418.390	1
chrec2:3218148	492.7	1.4	5.353	-417.738	1
chrec2:490562	994.7	22.9	2.308	-416.171	1
chrec2:987666	640.1	6.3	3.539	-415.762	1
chrec2:3944131	1053.3	26.0	2.206	-415.523	1
chrec2:901559	593.5	4.6	3.879	-415.450	1
chrec2:836701	506.3	1.9	4.945	-414.921	1
chrec2:3813302	705.2	9.1	3.140	-413.968	1
chrec2:1012962	488.4	1.4	5.289	-413.913	1
chrec2:2576595	483.1	1.3	5.357	-413.363	1
chrec2:4533341	639.8	6.4	3.501	-413.171	1
chrec2:4446046	1398.2	46.7	1.768	-412.246	1
chrec2:3737679	587.0	4.7	3.845	-410.054	1
chrec2:1290168	528.0	2.7	4.474	-409.896	1
chrec2:4373077	731.6	10.4	3.000	-409.096	1
chrec2:1084953	493.7	1.8	4.958	-407.441	1
chrec2:4250167	593.6	4.9	3.775	-406.819	1
chrec2:2439891	531.8	2.9	4.396	-406.748	1
chrec2:749615	480.4	1.4	5.269	-406.251	1
chrec2:4544631	800.4	13.8	2.727	-406.192	1
chrec2:2035172	820.1	14.7	2.672	-406.063	1
chrec2:3656238	568.9	4.2	3.960	-405.653	1
chrec2:1334321	664.5	7.8	3.272	-404.901	1
chrec2:2178912	511.6	2.3	4.649	-404.657	1
chrec2:196946	1454.8	51.3	1.691	-403.289	1
chrec2:4344648	555.0	3.8	4.042	-402.071	1
chrec2:2237045	551.0	3.7	4.078	-401.525	1
chrec2:2885547	495.0	2.0	4.821	-400.683	1
chrec2:1561480	449.6	0.9	8.813	-399.496	1
chrec2:3188091	574.5	4.7	3.812	-399.286	1
chrec2:3857831	744.5	11.6	2.874	-398.810	1
chrec2:988336	1015.9	25.3	2.190	-398.012	1
chrec2:1815535	547.0	3.7	4.079	-397.880	1
chrec2:1532257	731.1	11.0	2.921	-397.715	1
chrec2:2571363	437.9	0.6	8.775	-397.621	1
chrec2:4173355	936.9	21.1	2.335	-397.257	1
chrec2:3035934	565.4	4.4	3.858	-397.022	1
chrec2:590405	470.3	1.4	5.225	-396.700	1
chrec2:3072456	1228.2	37.8	1.888	-396.697	1
chrec2:1098337	555.7	4.0	3.988	-395.997	1
chrec2:764595	424.5	0.4	8.730	-395.497	1
chrec2:2770468	702.1	10.0	3.003	-392.927	1
chrec2:1698192	432.6	0.7	8.757	-392.744	1
chrec2:2139227	442.4	0.9	8.789	-392.722	1
chrec2:2882407	577.7	4.9	3.739	-392.577	1
chrec2:1006990	788.0	13.9	2.690	-392.135	1
chrec2:1337757	442.4	0.8	8.789	-391.757	1
chrec2:1679982	599.3	5.9	3.543	-390.358	1
chrec2:3868092	645.2	7.7	3.257	-390.240	1
chrec2:2146514	570.3	4.8	3.750	-389.142	1
chrec2:3027115	433.8	0.8	8.761	-388.768	1
chrec2:1991422	735.7	11.8	2.833	-387.503	1
