### ChExMix output
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	CtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	4778426.0	5052701.0	0.993	0.672
#
#Point	SAMPLE:1_Sig	SAMPLE:1_Ctrl	SAMPLE:1_log2Fold	SAMPLE:1_log2Q
chrec2:2257180	4333.5	83.3	5.711	-Infinity
chrec2:3918608	4325.9	144.1	4.918	-Infinity
chrec2:4098426	4306.8	237.0	4.194	-Infinity
chrec2:2626985	4293.1	128.0	5.079	-Infinity
chrec2:703740	4290.9	212.0	4.349	-Infinity
chrec2:3042781	4237.7	165.3	4.691	-Infinity
chrec2:1217245	4234.3	172.8	4.625	-Infinity
chrec2:3686481	4233.4	395.8	3.429	-Infinity
chrec2:246763	4233.2	145.7	4.871	-Infinity
chrec2:4353697	4232.6	144.5	4.883	-Infinity
chrec2:3149301	4224.1	213.5	4.317	-Infinity
chrec2:1827541	4223.2	54.9	6.275	-Infinity
chrec2:1167597	4210.3	298.6	3.828	-Infinity
chrec2:3773788	4183.9	223.5	4.237	-Infinity
chrec2:4077391	4145.0	211.6	4.302	-Infinity
chrec2:40402	4142.9	111.6	5.225	-Infinity
chrec2:2964712	4121.3	370.8	3.485	-Infinity
chrec2:2068252	4108.7	205.6	4.331	-Infinity
chrec2:122992	4104.1	591.6	2.805	-Infinity
chrec2:4046836	4091.2	159.1	4.695	-Infinity
chrec2:2903176	4089.4	120.4	5.096	-Infinity
chrec2:3934405	4022.9	167.2	4.599	-Infinity
chrec2:3042519	4022.6	191.3	4.405	-Infinity
chrec2:1895740	4015.6	158.8	4.671	-Infinity
chrec2:3099385	4007.0	153.0	4.722	-Infinity
chrec2:2653675	4006.6	174.4	4.533	-Infinity
chrec2:3367973	4000.5	155.0	4.700	-Infinity
chrec2:749280	3993.7	119.9	5.068	-Infinity
chrec2:3583165	3983.1	501.2	3.001	-Infinity
chrec2:4225143	3964.2	139.3	4.842	-Infinity
chrec2:4103709	3963.6	189.0	4.400	-Infinity
chrec2:754883	3955.5	296.6	3.748	-Infinity
chrec2:3919209	3946.1	181.5	4.453	-Infinity
chrec2:3440240	3933.0	354.8	3.481	-Infinity
chrec2:3771397	3927.8	204.8	4.272	-Infinity
chrec2:2239913	3915.1	176.6	4.481	-Infinity
chrec2:4380114	3911.9	344.1	3.517	-Infinity
chrec2:2981019	3905.3	105.3	5.223	-Infinity
chrec2:4047801	3888.1	204.6	4.259	-Infinity
chrec2:1513194	3854.2	95.4	5.347	-Infinity
chrec2:479280	3847.3	469.7	3.044	-Infinity
chrec2:4291146	3843.5	149.4	4.696	-Infinity
chrec2:2908496	3835.8	1075.9	1.844	-Infinity
chrec2:3786086	3829.3	290.6	3.730	-Infinity
chrec2:3288909	3809.0	189.4	4.340	-Infinity
chrec2:37693	3808.4	134.5	4.833	-Infinity
chrec2:1906969	3804.1	90.5	5.404	-Infinity
chrec2:645837	3794.8	65.0	5.878	-Infinity
chrec2:3982700	3781.4	313.1	3.605	-Infinity
chrec2:2355749	3776.8	157.7	4.593	-Infinity
chrec2:3136997	3762.2	163.5	4.535	-Infinity
chrec2:3657437	3738.7	248.2	3.923	-Infinity
chrec2:515581	3728.1	180.7	4.378	-Infinity
chrec2:4201155	3718.9	234.3	3.999	-Infinity
chrec2:256359	3707.0	410.2	3.186	-Infinity
chrec2:3149415	3706.8	173.2	4.430	-Infinity
chrec2:3556613	3692.6	260.1	3.838	-Infinity
chrec2:3506675	3675.1	229.6	4.011	-Infinity
chrec2:2063939	3653.9	232.2	3.986	-Infinity
chrec2:3422327	3638.0	121.7	4.912	-Infinity
chrec2:1891659	3632.2	225.8	4.018	-Infinity
chrec2:2622287	3628.5	177.0	4.368	-Infinity
chrec2:2831051	3619.5	154.3	4.563	-Infinity
chrec2:3071567	3601.8	499.8	2.860	-Infinity
chrec2:3010616	3598.8	154.7	4.551	-Infinity
chrec2:3570043	3588.1	177.2	4.350	-Infinity
chrec2:4640137	3559.3	271.3	3.724	-Infinity
chrec2:3538844	3541.0	166.9	4.417	-Infinity
chrec2:2414706	3536.8	126.2	4.819	-Infinity
chrec2:1532789	3532.2	81.5	5.448	-Infinity
chrec2:3117993	3526.0	80.5	5.464	-Infinity
chrec2:3250933	3523.8	197.9	4.165	-Infinity
chrec2:177163	3517.3	311.2	3.509	-Infinity
chrec2:4015550	3508.2	119.0	4.892	-Infinity
chrec2:3657951	3505.3	225.2	3.971	-Infinity
chrec2:1577833	3493.1	111.5	4.980	-Infinity
chrec2:2510003	3493.0	114.2	4.945	-Infinity
chrec2:2802769	3463.3	106.0	5.041	-Infinity
chrec2:3280563	3433.6	101.5	5.090	-Infinity
chrec2:4640206	3432.8	165.3	4.387	-Infinity
chrec2:3927780	3413.7	266.2	3.691	-Infinity
chrec2:4446122	3409.2	398.1	3.109	-Infinity
chrec2:4645430	3401.5	391.1	3.131	-Infinity
chrec2:2877223	3401.0	131.7	4.702	-Infinity
chrec2:3764969	3383.5	68.5	5.638	-Infinity
chrec2:3741477	3380.9	190.3	4.162	-Infinity
chrec2:3793381	3357.1	201.8	4.067	-Infinity
chrec2:3061876	3344.7	133.5	4.657	-Infinity
chrec2:3619202	3334.1	270.6	3.634	-Infinity
chrec2:510755	3332.6	204.3	4.039	-Infinity
chrec2:127635	3320.0	870.1	1.942	-Infinity
chrec2:960643	3313.1	124.5	4.744	-Infinity
chrec2:2116867	3309.2	178.9	4.220	-Infinity
chrec2:4498248	3302.8	127.0	4.711	-Infinity
chrec2:4354557	3296.4	227.0	3.870	-Infinity
chrec2:1658605	3294.2	160.0	4.374	-Infinity
chrec2:3676903	3279.7	499.5	2.725	-Infinity
chrec2:2770543	3276.0	145.5	4.503	-Infinity
chrec2:4108413	3248.4	223.6	3.871	-Infinity
chrec2:2866182	3208.0	598.6	2.432	-Infinity
chrec2:2987166	3207.8	109.6	4.882	-Infinity
chrec2:4615738	3206.2	345.2	3.226	-Infinity
chrec2:1581190	3203.9	84.7	5.251	-Infinity
chrec2:3736881	3201.0	145.8	4.466	-Infinity
chrec2:2100577	3186.5	783.4	2.035	-Infinity
chrec2:2523250	3182.7	781.0	2.037	-Infinity
chrec2:4547332	3177.0	249.5	3.681	-Infinity
chrec2:1969075	3175.1	94.1	5.087	-Infinity
chrec2:2946633	3173.6	694.8	2.202	-Infinity
chrec2:3976693	3172.0	310.1	3.365	-Infinity
chrec2:3086802	3153.4	124.7	4.670	-Infinity
chrec2:3256719	3152.4	274.7	3.531	-Infinity
chrec2:4596181	3131.5	137.3	4.522	-Infinity
chrec2:2877145	3129.2	102.3	4.945	-Infinity
chrec2:1764339	3126.4	72.6	5.438	-Infinity
chrec2:926072	3119.5	465.2	2.756	-Infinity
chrec2:786091	3115.1	295.0	3.411	-Infinity
chrec2:189242	3100.5	355.4	3.135	-Infinity
chrec2:3617959	3094.6	264.5	3.559	-Infinity
chrec2:661901	3084.5	113.0	4.781	-Infinity
chrec2:585508	3074.9	100.2	4.951	-Infinity
chrec2:3590095	3074.8	155.2	4.319	-Infinity
chrec2:3068705	3074.0	320.2	3.273	-Infinity
chrec2:2849162	3069.8	215.3	3.844	-Infinity
chrec2:1970203	3061.8	78.8	5.290	-Infinity
chrec2:2791354	3053.3	112.7	4.770	-Infinity
chrec2:4140685	3038.4	179.9	4.088	-Infinity
chrec2:252079	3034.6	288.2	3.407	-Infinity
chrec2:1259417	3021.1	196.8	3.951	-Infinity
chrec2:4041968	3018.6	326.5	3.219	-Infinity
chrec2:3770437	3011.7	186.1	4.027	-Infinity
chrec2:3794141	3010.0	182.7	4.053	-Infinity
chrec2:3352534	3006.0	249.1	3.603	-Infinity
chrec2:3050649	3004.9	263.7	3.521	-Infinity
chrec2:138751	2998.4	402.4	2.908	-Infinity
chrec2:4632880	2993.7	228.5	3.722	-Infinity
chrec2:1938371	2988.1	145.3	4.372	-Infinity
chrec2:1534016	2983.8	57.5	5.708	-Infinity
chrec2:3253545	2964.6	185.8	4.006	-Infinity
chrec2:3536016	2963.0	385.0	2.954	-Infinity
chrec2:3482776	2956.9	176.3	4.079	-Infinity
chrec2:4533603	2948.5	181.9	4.029	-Infinity
chrec2:2598961	2933.9	302.4	3.289	-Infinity
chrec2:3492532	2931.0	175.8	4.070	-Infinity
chrec2:4328925	2906.8	272.1	3.428	-Infinity
chrec2:2138229	2906.6	107.9	4.762	-Infinity
chrec2:2320267	2901.2	318.8	3.196	-Infinity
chrec2:942838	2900.7	76.3	5.260	-Infinity
chrec2:976720	2898.9	189.1	3.949	-Infinity
chrec2:47148	2896.9	127.4	4.518	-Infinity
chrec2:3593511	2894.5	272.1	3.421	-Infinity
chrec2:3893075	2873.9	134.6	4.427	-Infinity
chrec2:1639894	2861.6	58.2	5.629	-Infinity
chrec2:3020051	2858.2	143.0	4.332	-Infinity
chrec2:246160	2857.2	151.0	4.253	-Infinity
chrec2:2579320	2855.7	161.0	4.160	-Infinity
chrec2:1436625	2855.6	104.0	4.790	-Infinity
chrec2:3589926	2852.0	119.1	4.592	-Infinity
chrec2:2788496	2834.9	139.5	4.355	-Infinity
chrec2:4521488	2827.7	316.9	3.168	-Infinity
chrec2:4382851	2824.8	140.0	4.346	-Infinity
chrec2:3650465	2817.3	219.5	3.693	-Infinity
chrec2:4525093	2817.1	232.7	3.608	-Infinity
chrec2:737734	2814.1	78.3	5.179	-Infinity
chrec2:3971103	2806.6	88.5	4.997	-Infinity
chrec2:2355337	2805.1	112.8	4.646	-Infinity
chrec2:2479872	2802.8	115.2	4.616	-Infinity
chrec2:4270521	2796.6	269.6	3.385	-Infinity
chrec2:3701597	2788.7	159.4	4.139	-Infinity
chrec2:4009484	2785.4	391.4	2.842	-Infinity
chrec2:1793659	2783.3	195.1	3.845	-Infinity
chrec2:3866131	2778.3	184.6	3.922	-Infinity
chrec2:933320	2777.7	244.6	3.516	-Infinity
chrec2:2244648	2775.0	118.8	4.557	-Infinity
chrec2:28847	2764.2	237.0	3.555	-Infinity
chrec2:3825940	2757.7	380.5	2.868	-Infinity
chrec2:3791840	2751.0	244.6	3.502	-Infinity
chrec2:3067448	2749.5	209.7	3.724	-Infinity
chrec2:708507	2748.3	177.0	3.967	-Infinity
chrec2:2913500	2745.8	269.5	3.359	-Infinity
chrec2:2840187	2742.7	105.3	4.713	-Infinity
chrec2:4474394	2737.2	561.3	2.296	-Infinity
chrec2:715736	2734.7	173.3	3.991	-Infinity
chrec2:3721427	2730.6	456.1	2.592	-Infinity
chrec2:2544026	2729.9	221.8	3.632	-Infinity
chrec2:1492245	2727.5	420.1	2.709	-Infinity
chrec2:4249585	2726.2	139.7	4.297	-Infinity
chrec2:4574666	2723.1	112.4	4.609	-Infinity
chrec2:58873	2722.6	200.2	3.776	-Infinity
chrec2:60851	2718.7	309.5	3.146	-Infinity
chrec2:3179258	2713.3	438.3	2.640	-Infinity
chrec2:593733	2708.2	151.5	4.170	-Infinity
chrec2:2530291	2696.6	67.1	5.338	-Infinity
chrec2:2937370	2681.0	113.6	4.571	-Infinity
chrec2:3133392	2680.7	129.4	4.383	-Infinity
chrec2:389280	2673.4	33.4	6.332	-Infinity
chrec2:4265224	2672.8	191.0	3.817	-Infinity
chrec2:598120	2672.6	79.6	5.080	-Infinity
chrec2:928073	2666.2	184.6	3.863	-Infinity
chrec2:4266642	2666.0	112.8	4.574	-Infinity
chrec2:2732951	2661.0	279.5	3.261	-Infinity
chrec2:3846159	2652.1	432.9	2.625	-Infinity
chrec2:2328790	2651.6	101.4	4.720	-Infinity
chrec2:1810587	2649.6	110.7	4.591	-Infinity
chrec2:1909636	2639.5	128.1	4.375	-Infinity
chrec2:3874422	2633.2	188.6	3.814	-Infinity
chrec2:1342418	2632.3	322.7	3.038	-Infinity
chrec2:2686255	2629.3	181.4	3.868	-Infinity
chrec2:3956061	2621.9	185.4	3.832	-Infinity
chrec2:916737	2619.8	117.7	4.487	-Infinity
chrec2:2348079	2612.7	116.5	4.497	-Infinity
chrec2:2977262	2604.9	160.5	4.031	-Infinity
chrec2:17664	2596.3	263.8	3.310	-Infinity
chrec2:3971128	2595.5	92.0	4.829	-Infinity
chrec2:2945315	2589.4	117.3	4.475	-Infinity
chrec2:553525	2576.5	256.5	3.339	-Infinity
chrec2:4079050	2574.1	429.0	2.595	-Infinity
chrec2:4048725	2554.0	411.2	2.645	-Infinity
chrec2:2121220	2553.2	93.3	4.785	-Infinity
chrec2:2863419	2553.1	124.8	4.365	-Infinity
chrec2:767068	2550.3	108.8	4.561	-Infinity
chrec2:3287933	2545.9	129.1	4.312	-Infinity
chrec2:722169	2545.4	121.9	4.395	-Infinity
chrec2:2169353	2543.0	209.9	3.609	-Infinity
chrec2:971165	2532.5	180.5	3.821	-Infinity
chrec2:1764215	2530.8	84.0	4.924	-Infinity
chrec2:1436708	2524.0	70.4	5.174	-Infinity
chrec2:29245	2510.9	69.8	5.179	-Infinity
chrec2:4447068	2505.3	293.4	3.105	-Infinity
chrec2:2500838	2502.5	206.1	3.612	-Infinity
chrec2:111529	2493.7	297.8	3.076	-Infinity
chrec2:3889533	2489.6	216.4	3.534	-Infinity
chrec2:2522014	2488.8	203.1	3.626	-Infinity
chrec2:3094480	2480.4	217.0	3.525	-Infinity
chrec2:2769781	2476.6	109.1	4.515	-Infinity
chrec2:4266364	2471.5	192.4	3.694	-Infinity
chrec2:3274012	2470.6	143.3	4.119	-Infinity
chrec2:750241	2468.8	115.0	4.435	-Infinity
chrec2:3888171	2452.4	151.5	4.028	-Infinity
chrec2:1421522	2449.7	271.3	3.185	-Infinity
chrec2:1068240	2444.4	102.6	4.585	-Infinity
chrec2:3774021	2435.7	122.8	4.321	-Infinity
chrec2:1281258	2430.8	56.1	5.448	-Infinity
chrec2:739003	2423.3	62.5	5.288	-Infinity
chrec2:2688029	2419.8	216.0	3.496	-Infinity
chrec2:1737006	2416.7	166.3	3.872	-Infinity
chrec2:93805	2413.5	251.6	3.272	-Infinity
chrec2:2328020	2413.3	75.9	5.002	-Infinity
chrec2:3497272	2409.2	150.9	4.008	-Infinity
chrec2:2055083	2400.0	293.4	3.043	-Infinity
chrec2:4606440	2389.1	142.8	4.075	-Infinity
chrec2:1639646	2375.5	61.7	5.277	-Infinity
chrec2:848509	2368.3	133.8	4.156	-Infinity
chrec2:3446392	2367.9	380.1	2.649	-Infinity
chrec2:4508052	2360.4	205.4	3.533	-Infinity
chrec2:378827	2359.0	94.8	4.647	-Infinity
chrec2:3243888	2358.4	188.7	3.654	-Infinity
chrec2:3404865	2346.2	383.0	2.625	-Infinity
chrec2:4339583	2330.2	134.5	4.125	-Infinity
chrec2:229728	2322.8	101.8	4.523	-Infinity
chrec2:775640	2322.5	374.9	2.642	-Infinity
chrec2:3384138	2317.1	385.2	2.599	-Infinity
chrec2:4288371	2309.4	139.0	4.065	-Infinity
chrec2:3935672	2298.0	138.2	4.067	-Infinity
chrec2:3380538	2296.1	232.8	3.313	-Infinity
chrec2:1504003	2288.6	109.1	4.401	-Infinity
chrec2:3863876	2284.6	220.2	3.386	-Infinity
chrec2:2166087	2284.1	121.9	4.239	-Infinity
chrec2:2158479	2283.3	111.6	4.366	-Infinity
chrec2:498170	2280.1	138.4	4.052	-Infinity
chrec2:1725241	2275.3	106.6	4.426	-Infinity
chrec2:2802570	2274.6	88.6	4.692	-Infinity
chrec2:49551	2274.0	117.8	4.282	-Infinity
chrec2:234205	2267.0	125.7	4.183	-Infinity
chrec2:1059612	2266.8	79.9	4.837	-Infinity
chrec2:2996476	2265.0	103.5	4.463	-Infinity
chrec2:4110609	2255.5	280.9	3.016	-Infinity
chrec2:2836831	2251.1	107.9	4.394	-Infinity
chrec2:3147121	2250.4	154.5	3.875	-Infinity
chrec2:2097241	2246.4	256.3	3.142	-Infinity
chrec2:1300219	2236.6	124.1	4.182	-Infinity
chrec2:2581552	2224.6	146.7	3.933	-Infinity
chrec2:2577691	2223.5	117.6	4.251	-Infinity
chrec2:2672513	2223.1	130.8	4.098	-Infinity
chrec2:1903179	2216.7	80.8	4.788	-Infinity
chrec2:946130	2214.8	107.0	4.382	-Infinity
chrec2:86108	2209.3	96.1	4.533	-Infinity
chrec2:2339402	2205.9	97.2	4.515	-Infinity
chrec2:2565834	2205.3	175.1	3.665	-Infinity
chrec2:2589727	2193.4	88.0	4.650	-Infinity
chrec2:3253920	2190.9	223.6	3.303	-Infinity
chrec2:3186976	2180.6	188.8	3.540	-Infinity
chrec2:3553824	2177.3	287.1	2.933	-Infinity
chrec2:1018921	2174.0	208.1	3.396	-Infinity
chrec2:698592	2173.6	112.0	4.289	-Infinity
chrec2:4158064	2172.9	240.7	3.185	-Infinity
chrec2:4013925	2171.3	115.6	4.242	-Infinity
chrec2:835287	2169.3	135.5	4.011	-Infinity
chrec2:2475880	2167.6	94.2	4.535	-Infinity
chrec2:2742269	2167.4	221.7	3.300	-Infinity
chrec2:1881888	2162.2	141.4	3.945	-Infinity
chrec2:3978930	2152.3	154.9	3.807	-Infinity
chrec2:1758977	2141.9	240.8	3.163	-Infinity
chrec2:2422456	2141.0	201.9	3.417	-Infinity
chrec2:1452154	2136.7	46.8	5.524	-Infinity
chrec2:3193261	2135.4	314.1	2.776	-Infinity
chrec2:4337950	2132.1	201.1	3.417	-Infinity
chrec2:4134166	2129.8	114.5	4.227	-Infinity
chrec2:3502651	2126.1	188.6	3.505	-Infinity
chrec2:2505334	2123.6	142.1	3.912	-Infinity
chrec2:3202438	2120.2	312.6	2.772	-Infinity
chrec2:3847009	2119.9	219.9	3.280	-Infinity
chrec2:4359622	2109.4	123.7	4.102	-Infinity
chrec2:3162101	2103.9	280.7	2.916	-Infinity
chrec2:2939759	2099.9	182.3	3.537	-Infinity
chrec2:4280883	2098.2	270.5	2.966	-Infinity
chrec2:2012318	2097.2	247.5	3.094	-Infinity
chrec2:3798941	2089.0	247.9	3.085	-Infinity
chrec2:2570616	2087.2	109.5	4.263	-Infinity
chrec2:1300940	2084.5	213.3	3.299	-Infinity
chrec2:2970135	2083.0	272.6	2.944	-Infinity
chrec2:637710	2079.4	151.4	3.790	-Infinity
chrec2:2255080	2078.7	132.4	3.983	-Infinity
chrec2:771474	2065.6	74.2	4.810	-Infinity
chrec2:1174995	2063.9	107.2	4.277	-Infinity
chrec2:2307032	2061.7	92.0	4.497	-Infinity
chrec2:1900780	2051.0	117.7	4.133	-Infinity
chrec2:146862	2049.4	230.9	3.161	-Infinity
chrec2:1914398	2047.3	274.0	2.912	-Infinity
chrec2:234135	2043.9	212.2	3.278	-Infinity
chrec2:4299708	2043.2	182.0	3.499	-Infinity
chrec2:3549425	2039.2	119.1	4.108	-Infinity
chrec2:4299595	2034.8	172.2	3.573	-Infinity
chrec2:2897416	2032.0	132.5	3.950	-Infinity
chrec2:2826957	2030.1	98.6	4.374	-Infinity
chrec2:3636313	2028.6	256.3	2.995	-Infinity
chrec2:3077123	2026.2	144.4	3.821	-Infinity
chrec2:900165	2024.2	184.5	3.466	-Infinity
chrec2:3503032	2022.3	151.4	3.750	-Infinity
chrec2:247974	2016.2	69.8	4.863	-Infinity
chrec2:3518977	2015.1	104.5	4.280	-Infinity
chrec2:589354	2014.3	128.2	3.985	-Infinity
chrec2:2169712	2003.4	99.4	4.344	-Infinity
chrec2:725524	2003.1	117.3	4.104	-Infinity
chrec2:4643766	2002.9	119.7	4.075	-Infinity
chrec2:183856	1997.9	179.0	3.491	-Infinity
chrec2:2504971	1988.6	153.6	3.705	-Infinity
chrec2:3414694	1987.6	145.4	3.784	-Infinity
chrec2:1817944	1983.4	119.4	4.065	-Infinity
chrec2:3909279	1983.0	134.7	3.890	-Infinity
chrec2:3999736	1980.8	173.6	3.523	-Infinity
chrec2:4373198	1979.2	156.8	3.669	-Infinity
chrec2:3652411	1977.7	179.5	3.472	-Infinity
chrec2:1970382	1961.7	45.4	5.444	-Infinity
chrec2:2186108	1961.4	119.1	4.052	-Infinity
chrec2:3526774	1959.0	177.9	3.471	-Infinity
chrec2:1046224	1958.0	102.0	4.273	-Infinity
chrec2:415221	1945.7	130.9	3.904	-Infinity
chrec2:4080193	1945.0	218.3	3.166	-Infinity
chrec2:247578	1943.9	88.5	4.467	-Infinity
chrec2:3804579	1943.5	104.1	4.233	-Infinity
chrec2:4064117	1943.3	147.5	3.730	-Infinity
chrec2:411490	1943.2	112.0	4.128	-Infinity
chrec2:3647324	1940.4	230.9	3.082	-Infinity
chrec2:3674854	1934.9	162.4	3.585	-Infinity
chrec2:1752787	1934.2	56.4	5.112	-Infinity
chrec2:1238422	1932.3	89.4	4.445	-Infinity
chrec2:3731400	1931.7	156.9	3.633	-Infinity
chrec2:2323054	1923.9	172.8	3.487	-Infinity
chrec2:423771	1923.0	169.5	3.514	-Infinity
chrec2:2600765	1915.6	120.7	3.998	-Infinity
chrec2:3658791	1912.9	198.3	3.281	-Infinity
chrec2:626863	1910.8	107.8	4.158	-Infinity
chrec2:4021299	1908.2	128.7	3.901	-Infinity
chrec2:627028	1905.3	61.4	4.966	-Infinity
chrec2:3979422	1899.2	157.9	3.598	-Infinity
chrec2:1564771	1891.0	53.4	5.155	-Infinity
chrec2:816056	1890.9	212.1	3.167	-Infinity
chrec2:387946	1885.1	170.6	3.476	-Infinity
chrec2:4305721	1884.6	103.3	4.200	-Infinity
chrec2:3868282	1881.2	188.1	3.333	-Infinity
chrec2:4046092	1878.2	157.5	3.586	-Infinity
chrec2:4387052	1878.0	180.4	3.391	-Infinity
chrec2:61837	1875.7	223.7	3.078	-Infinity
chrec2:3891900	1867.1	96.0	4.291	-Infinity
chrec2:393876	1866.9	90.7	4.373	-Infinity
chrec2:3196630	1864.7	165.5	3.505	-Infinity
chrec2:3372025	1863.9	184.1	3.350	-Infinity
chrec2:1311164	1861.3	68.2	4.781	-Infinity
chrec2:3073497	1859.9	158.7	3.561	-Infinity
chrec2:3374585	1853.1	45.7	5.351	-Infinity
chrec2:3893910	1841.4	152.5	3.604	-Infinity
chrec2:4250707	1838.7	121.5	3.930	-Infinity
chrec2:1163352	1838.2	128.8	3.846	-Infinity
chrec2:1872511	1832.3	26.2	6.138	-Infinity
chrec2:608983	1826.7	200.2	3.201	-Infinity
chrec2:411881	1814.5	127.9	3.837	-Infinity
chrec2:3994598	1808.1	158.6	3.522	-Infinity
chrec2:4218920	1803.4	69.6	4.705	-Infinity
chrec2:1879301	1801.6	124.4	3.867	-Infinity
chrec2:2286852	1782.9	183.2	3.294	-Infinity
chrec2:1494580	1780.7	63.8	4.813	-Infinity
chrec2:2936527	1780.1	109.8	4.030	-Infinity
chrec2:3637811	1778.7	178.6	3.326	-Infinity
chrec2:3364092	1771.6	172.1	3.374	-Infinity
chrec2:4130378	1766.0	148.4	3.583	-Infinity
chrec2:1068824	1765.8	153.0	3.539	-Infinity
chrec2:3026522	1764.6	153.3	3.535	-Infinity
chrec2:2797592	1758.7	159.1	3.477	-Infinity
chrec2:2850326	1757.8	125.5	3.819	-Infinity
chrec2:656724	1750.7	36.9	5.580	-Infinity
chrec2:1905388	1748.7	118.0	3.900	-Infinity
chrec2:4293487	1746.8	145.6	3.595	-Infinity
chrec2:999476	1744.7	85.4	4.363	-Infinity
chrec2:1357178	1743.2	114.4	3.940	-Infinity
chrec2:4292378	1738.3	106.8	4.036	-Infinity
chrec2:3217123	1737.8	134.5	3.702	-Infinity
chrec2:497247	1734.6	159.5	3.454	-Infinity
chrec2:1336429	1734.4	142.8	3.613	-Infinity
chrec2:4254198	1732.6	88.3	4.305	-Infinity
chrec2:809805	1728.9	89.9	4.276	-Infinity
chrec2:4591557	1727.7	160.3	3.440	-Infinity
chrec2:4459168	1727.7	157.2	3.469	-Infinity
chrec2:842624	1724.2	82.9	4.389	-Infinity
chrec2:4508992	1722.5	124.8	3.797	-Infinity
chrec2:2680100	1719.6	79.5	4.445	-Infinity
chrec2:652464	1718.6	114.5	3.918	-Infinity
chrec2:604921	1716.0	94.4	4.195	-Infinity
