### ChExMix replication codes
# Codes:
#     X : Event was not called in this condition
#     S : This condition only contains a single replicate
#     D : Called in one replicate or condition as a whole, significant difference detected across some replicates (binomial P-value, same threshold as --q)
#     1 : Called in one replicate or condition as a whole, NO significant difference detected across any replicates
#    >1 : Number of replicates in which binding event is called significant
#
#BindingEvent	SAMPLE
chrec2:971165	S
chrec2:1764215	S
chrec2:1436708	S
chrec2:29245	S
chrec2:4447068	S
chrec2:2500838	S
chrec2:111529	S
chrec2:3889533	S
chrec2:2522014	S
chrec2:3094480	S
chrec2:2769781	S
chrec2:4266364	S
chrec2:3274012	S
chrec2:750241	S
chrec2:3888171	S
chrec2:1421522	S
chrec2:1068240	S
chrec2:3774021	S
chrec2:1281258	S
chrec2:739003	S
chrec2:2688029	S
chrec2:1737006	S
chrec2:93805	S
chrec2:2328020	S
chrec2:3497272	S
chrec2:2055083	S
chrec2:4606440	S
chrec2:1639646	S
chrec2:848509	S
chrec2:3446392	S
chrec2:4508052	S
chrec2:378827	S
chrec2:3243888	S
chrec2:3404865	S
chrec2:4339583	S
chrec2:229728	S
chrec2:775640	S
chrec2:3384138	S
chrec2:4288371	S
chrec2:3935672	S
chrec2:3380538	S
chrec2:1504003	S
chrec2:3863876	S
chrec2:2166087	S
chrec2:2158479	S
chrec2:498170	S
chrec2:1725241	S
chrec2:2802570	S
chrec2:49551	S
chrec2:234205	S
chrec2:1059612	S
chrec2:2996476	S
chrec2:4110609	S
chrec2:2836831	S
chrec2:3147121	S
chrec2:2097241	S
chrec2:1300219	S
chrec2:2581552	S
chrec2:2577691	S
chrec2:2672513	S
chrec2:1903179	S
chrec2:946130	S
chrec2:86108	S
chrec2:2339402	S
chrec2:2565834	S
chrec2:2589727	S
chrec2:3253920	S
chrec2:3186976	S
chrec2:3553824	S
chrec2:1018921	S
chrec2:698592	S
chrec2:4158064	S
chrec2:4013925	S
chrec2:835287	S
chrec2:2475880	S
chrec2:2742269	S
chrec2:1881888	S
chrec2:3978930	S
chrec2:1758977	S
chrec2:2422456	S
chrec2:1452154	S
chrec2:3193261	S
chrec2:4337950	S
chrec2:4134166	S
chrec2:3502651	S
chrec2:2505334	S
chrec2:3202438	S
chrec2:3847009	S
chrec2:4359622	S
chrec2:3162101	S
chrec2:2939759	S
chrec2:4280883	S
chrec2:2012318	S
chrec2:3798941	S
chrec2:2570616	S
chrec2:1300940	S
chrec2:2970135	S
chrec2:637710	S
chrec2:2255080	S
chrec2:771474	S
chrec2:1174995	S
chrec2:2307032	S
chrec2:1900780	S
chrec2:146862	S
chrec2:1914398	S
chrec2:234135	S
chrec2:4299708	S
chrec2:3549425	S
chrec2:4299595	S
chrec2:2897416	S
chrec2:2826957	S
chrec2:3636313	S
chrec2:3077123	S
chrec2:900165	S
chrec2:3503032	S
chrec2:247974	S
chrec2:3518977	S
chrec2:589354	S
chrec2:2169712	S
chrec2:725524	S
chrec2:4643766	S
chrec2:183856	S
chrec2:2504971	S
chrec2:3414694	S
chrec2:1817944	S
chrec2:3909279	S
chrec2:3999736	S
chrec2:4373198	S
chrec2:3652411	S
chrec2:1970382	S
chrec2:2186108	S
chrec2:3526774	S
chrec2:1046224	S
chrec2:415221	S
chrec2:4080193	S
chrec2:247578	S
chrec2:3804579	S
chrec2:4064117	S
chrec2:411490	S
chrec2:3647324	S
chrec2:3674854	S
chrec2:1752787	S
chrec2:1238422	S
chrec2:3731400	S
chrec2:2323054	S
chrec2:423771	S
chrec2:2600765	S
chrec2:3658791	S
chrec2:626863	S
chrec2:4021299	S
chrec2:627028	S
chrec2:3979422	S
chrec2:1564771	S
chrec2:816056	S
chrec2:387946	S
chrec2:4305721	S
chrec2:3868282	S
chrec2:4046092	S
chrec2:4387052	S
chrec2:61837	S
chrec2:3891900	S
chrec2:393876	S
chrec2:3196630	S
chrec2:3372025	S
chrec2:1311164	S
chrec2:3073497	S
chrec2:3374585	S
chrec2:3893910	S
chrec2:4250707	S
chrec2:1163352	S
chrec2:1872511	S
chrec2:608983	S
chrec2:411881	S
chrec2:3994598	S
chrec2:4218920	S
chrec2:1879301	S
chrec2:2286852	S
chrec2:1494580	S
chrec2:2936527	S
chrec2:3637811	S
chrec2:3364092	S
chrec2:4130378	S
chrec2:1068824	S
chrec2:3026522	S
chrec2:2797592	S
chrec2:2850326	S
chrec2:656724	S
chrec2:1905388	S
chrec2:4293487	S
chrec2:999476	S
chrec2:1357178	S
chrec2:4292378	S
chrec2:3217123	S
chrec2:497247	S
chrec2:1336429	S
chrec2:4254198	S
chrec2:809805	S
chrec2:4591557	S
chrec2:4459168	S
chrec2:842624	S
chrec2:4508992	S
chrec2:2680100	S
chrec2:652464	S
chrec2:604921	S
chrec2:3385956	S
chrec2:2324661	S
chrec2:2250329	S
chrec2:3078112	S
chrec2:3678448	S
chrec2:2899835	S
chrec2:2898742	S
chrec2:2528604	S
chrec2:3966321	S
chrec2:3276747	S
chrec2:4103399	S
chrec2:1105540	S
chrec2:1437564	S
chrec2:1553825	S
chrec2:2551301	S
chrec2:1617945	S
chrec2:3737284	S
chrec2:1103311	S
chrec2:3220620	S
chrec2:894780	S
chrec2:2666562	S
chrec2:4415192	S
chrec2:1944078	S
chrec2:4089701	S
chrec2:4255083	S
chrec2:377581	S
chrec2:3119960	S
chrec2:1046954	S
chrec2:3657685	S
chrec2:1831929	S
chrec2:3908347	S
chrec2:1245261	S
chrec2:1187705	S
chrec2:2892386	S
chrec2:3901255	S
chrec2:239055	S
chrec2:1692053	S
chrec2:4422735	S
chrec2:4467673	S
chrec2:1554004	S
chrec2:2131626	S
chrec2:2768328	S
chrec2:2364177	S
chrec2:1673592	S
chrec2:3556809	S
chrec2:2909046	S
chrec2:4361559	S
chrec2:2237693	S
chrec2:3764984	S
chrec2:2782096	S
chrec2:529426	S
chrec2:2162268	S
chrec2:1741167	S
chrec2:2483264	S
chrec2:4419002	S
chrec2:2199842	S
chrec2:1503502	S
chrec2:4338960	S
chrec2:1232386	S
chrec2:515748	S
chrec2:1772106	S
chrec2:2152126	S
chrec2:1231494	S
chrec2:1140168	S
chrec2:2361726	S
chrec2:1904743	S
chrec2:729981	S
chrec2:875796	S
chrec2:2993666	S
chrec2:83981	S
chrec2:1664256	S
chrec2:1479203	S
chrec2:1500689	S
chrec2:4574509	S
chrec2:938025	S
chrec2:1600687	S
chrec2:3885830	S
chrec2:3181183	S
chrec2:4050732	S
chrec2:1409677	S
chrec2:2346218	S
chrec2:4170586	S
chrec2:2715221	S
chrec2:4099045	S
chrec2:741425	S
chrec2:83127	S
chrec2:2543217	S
chrec2:3780653	S
chrec2:2607304	S
chrec2:1380993	S
chrec2:3217862	S
chrec2:2855750	S
chrec2:4074995	S
chrec2:3970958	S
chrec2:983322	S
chrec2:2869307	S
chrec2:1351322	S
chrec2:1611586	S
chrec2:1110280	S
chrec2:1465238	S
chrec2:216038	S
chrec2:2990544	S
chrec2:2795720	S
chrec2:1657041	S
chrec2:4299483	S
chrec2:4420624	S
chrec2:3434844	S
chrec2:3981200	S
chrec2:3699552	S
chrec2:511627	S
chrec2:1090556	S
chrec2:907814	S
chrec2:4163993	S
chrec2:3844725	S
chrec2:4507047	S
chrec2:4208870	S
chrec2:4345933	S
chrec2:1005664	S
chrec2:3942367	S
chrec2:4038668	S
chrec2:63040	S
chrec2:2305260	S
chrec2:3641017	S
chrec2:4036266	S
chrec2:451549	S
chrec2:1809478	S
chrec2:4561706	S
chrec2:656199	S
chrec2:4151957	S
chrec2:1964031	S
chrec2:3213842	S
chrec2:3552556	S
chrec2:4390323	S
chrec2:4573146	S
chrec2:3025142	S
chrec2:2765633	S
chrec2:3847785	S
chrec2:2494326	S
chrec2:4525914	S
chrec2:1797459	S
chrec2:4244134	S
chrec2:1550739	S
chrec2:1058358	S
chrec2:3227544	S
chrec2:4114888	S
chrec2:2464458	S
chrec2:3957724	S
chrec2:3822220	S
chrec2:1059137	S
chrec2:3537787	S
chrec2:2433585	S
chrec2:4123116	S
chrec2:3572593	S
chrec2:3618334	S
chrec2:4299819	S
chrec2:2939059	S
chrec2:266223	S
chrec2:3974885	S
chrec2:2294590	S
chrec2:2968144	S
chrec2:2941919	S
chrec2:959891	S
chrec2:2352276	S
chrec2:3004380	S
chrec2:2715359	S
chrec2:3696936	S
chrec2:4387767	S
chrec2:2115449	S
chrec2:1987689	S
chrec2:531762	S
chrec2:112454	S
chrec2:1486694	S
chrec2:459809	S
chrec2:2061035	S
chrec2:1335570	S
chrec2:2867435	S
chrec2:4272396	S
chrec2:2715279	S
chrec2:3282712	S
chrec2:2759046	S
chrec2:1574463	S
chrec2:1810843	S
chrec2:2924057	S
chrec2:518982	S
chrec2:3938877	S
chrec2:4404266	S
chrec2:4633476	S
chrec2:2554961	S
chrec2:4182912	S
chrec2:638178	S
chrec2:758479	S
chrec2:3229873	S
chrec2:1463997	S
chrec2:4602995	S
chrec2:2316337	S
chrec2:3534348	S
chrec2:605255	S
chrec2:71625	S
chrec2:3734961	S
chrec2:1671390	S
chrec2:4613449	S
chrec2:3706268	S
chrec2:4308975	S
chrec2:2264365	S
chrec2:1310927	S
chrec2:2212181	S
chrec2:1065414	S
chrec2:3324654	S
chrec2:3863299	S
chrec2:1489664	S
chrec2:1364518	S
chrec2:1630455	S
chrec2:675932	S
chrec2:1471897	S
chrec2:1850258	S
chrec2:2285030	S
chrec2:270653	S
chrec2:1457050	S
chrec2:4572195	S
chrec2:3508680	S
chrec2:4500798	S
chrec2:627354	S
chrec2:2323597	S
chrec2:1176829	S
chrec2:42141	S
chrec2:3150561	S
chrec2:585254	S
chrec2:896679	S
chrec2:1804529	S
chrec2:1325559	S
chrec2:4512471	S
chrec2:2348253	S
chrec2:410934	S
chrec2:2068022	S
chrec2:2096254	S
chrec2:1141517	S
chrec2:3155660	S
chrec2:755074	S
chrec2:4584075	S
chrec2:3908197	S
chrec2:2365760	S
chrec2:1960584	S
chrec2:3207063	S
chrec2:2463173	S
chrec2:147007	S
chrec2:4276388	S
chrec2:619442	S
chrec2:1482041	S
chrec2:4564218	S
chrec2:958495	S
chrec2:2005767	S
chrec2:2493259	S
chrec2:142799	S
chrec2:3910695	S
chrec2:4261067	S
chrec2:4479866	S
chrec2:1092770	S
chrec2:1901790	S
chrec2:3737094	S
chrec2:246251	S
chrec2:3204781	S
chrec2:1326648	S
chrec2:2101683	S
chrec2:2439618	S
chrec2:37351	S
chrec2:2451284	S
chrec2:1002177	S
chrec2:179144	S
chrec2:3633134	S
chrec2:4149346	S
chrec2:3792080	S
chrec2:1844067	S
chrec2:3904383	S
chrec2:1823988	S
chrec2:3152689	S
chrec2:3534268	S
chrec2:2308685	S
chrec2:4637858	S
chrec2:3630648	S
chrec2:1371356	S
chrec2:3667607	S
chrec2:234343	S
chrec2:2878858	S
chrec2:2293640	S
chrec2:3474189	S
chrec2:4121457	S
chrec2:4247656	S
chrec2:3206993	S
chrec2:4495647	S
chrec2:3442488	S
chrec2:2891271	S
chrec2:2243091	S
chrec2:4371475	S
chrec2:529153	S
chrec2:1519131	S
chrec2:4622982	S
chrec2:585414	S
chrec2:3802305	S
chrec2:3190586	S
chrec2:3700740	S
chrec2:2500766	S
chrec2:43280	S
chrec2:3504337	S
chrec2:2675331	S
chrec2:648776	S
chrec2:3333584	S
chrec2:858090	S
chrec2:4161720	S
chrec2:677849	S
chrec2:184781	S
chrec2:2757188	S
chrec2:2577307	S
chrec2:113250	S
chrec2:966864	S
chrec2:3496125	S
chrec2:1834164	S
chrec2:2004152	S
chrec2:1227829	S
chrec2:2162825	S
chrec2:1558131	S
chrec2:3144545	S
chrec2:1804348	S
chrec2:4202476	S
chrec2:243103	S
chrec2:1476961	S
chrec2:3539048	S
chrec2:3249182	S
chrec2:3393195	S
chrec2:1279472	S
chrec2:1064197	S
chrec2:3763120	S
chrec2:4011682	S
chrec2:3121857	S
chrec2:782997	S
chrec2:2064179	S
chrec2:2413634	S
chrec2:562535	S
chrec2:4375205	S
chrec2:4328635	S
chrec2:3881836	S
chrec2:2064051	S
chrec2:2877875	S
chrec2:682478	S
chrec2:3564357	S
chrec2:220567	S
chrec2:81649	S
chrec2:1527843	S
chrec2:1489768	S
chrec2:3116631	S
chrec2:1466147	S
chrec2:3582781	S
chrec2:4645787	S
chrec2:4523020	S
chrec2:2252801	S
chrec2:3277306	S
chrec2:4034678	S
chrec2:2712990	S
chrec2:4175175	S
chrec2:4294131	S
chrec2:3498841	S
chrec2:486547	S
chrec2:719222	S
chrec2:3634202	S
chrec2:2953197	S
chrec2:4352378	S
chrec2:1215791	S
chrec2:4513313	S
chrec2:830431	S
chrec2:3919066	S
chrec2:729880	S
chrec2:3789560	S
chrec2:4249329	S
chrec2:4044326	S
chrec2:2816208	S
chrec2:3390426	S
chrec2:3966988	S
chrec2:4143645	S
chrec2:4204860	S
chrec2:3561511	S
chrec2:3734807	S
chrec2:3065606	S
chrec2:3908688	S
chrec2:4093855	S
chrec2:1826336	S
chrec2:1184147	S
chrec2:111047	S
chrec2:4602717	S
chrec2:383959	S
chrec2:2787439	S
chrec2:3047111	S
chrec2:485428	S
chrec2:3044573	S
chrec2:1500866	S
chrec2:1966605	S
chrec2:4331693	S
chrec2:2929703	S
chrec2:2550132	S
chrec2:3245979	S
chrec2:487229	S
chrec2:3912850	S
chrec2:3284159	S
chrec2:52166	S
chrec2:1748679	S
chrec2:4218830	S
chrec2:3328836	S
chrec2:3784391	S
chrec2:3156843	S
chrec2:1347676	S
chrec2:506275	S
chrec2:2510237	S
chrec2:1693185	S
chrec2:4431906	S
chrec2:171935	S
chrec2:1543977	S
chrec2:3565342	S
chrec2:3130047	S
chrec2:3815600	S
chrec2:3122908	S
chrec2:3888298	S
chrec2:1279388	S
chrec2:4349106	S
chrec2:2381471	S
chrec2:1010661	S
chrec2:3828046	S
chrec2:2466506	S
chrec2:169219	S
chrec2:2268827	S
chrec2:1766691	S
chrec2:2225379	S
chrec2:1753691	S
chrec2:2590039	S
chrec2:4303511	S
chrec2:4142925	S
chrec2:3818811	S
chrec2:1526229	S
chrec2:3533472	S
chrec2:1791242	S
chrec2:1504269	S
chrec2:4174831	S
chrec2:484973	S
chrec2:539720	S
chrec2:2217892	S
chrec2:1720094	S
chrec2:134937	S
chrec2:657564	S
chrec2:916790	S
chrec2:3330834	S
chrec2:1835004	S
chrec2:926144	S
chrec2:4582862	S
chrec2:2931658	S
chrec2:4028819	S
chrec2:2134204	S
chrec2:593845	S
chrec2:27285	S
chrec2:1517307	S
chrec2:2595236	S
chrec2:4219920	S
chrec2:413105	S
chrec2:891251	S
chrec2:3745709	S
chrec2:1300069	S
chrec2:3487068	S
chrec2:721033	S
chrec2:4173321	S
chrec2:2682495	S
chrec2:1270616	S
chrec2:1471055	S
chrec2:2463401	S
chrec2:3921237	S
chrec2:4172500	S
chrec2:3014159	S
chrec2:4011895	S
chrec2:3369121	S
chrec2:4355728	S
chrec2:821433	S
chrec2:3878666	S
chrec2:1377813	S
chrec2:2356913	S
chrec2:3918828	S
chrec2:996401	S
chrec2:3273400	S
chrec2:17291	S
chrec2:2127251	S
chrec2:1452050	S
chrec2:1518830	S
chrec2:2369849	S
chrec2:1532205	S
chrec2:4369606	S
chrec2:3721271	S
chrec2:862213	S
chrec2:632030	S
chrec2:3948296	S
chrec2:2513859	S
chrec2:3343370	S
chrec2:3139326	S
chrec2:3269623	S
chrec2:2378223	S
chrec2:377028	S
chrec2:3763625	S
chrec2:2133962	S
chrec2:784149	S
chrec2:433496	S
chrec2:3059370	S
chrec2:890848	S
chrec2:816656	S
chrec2:2410108	S
chrec2:901118	S
chrec2:2378165	S
chrec2:3732889	S
chrec2:1722989	S
chrec2:1593631	S
chrec2:835589	S
chrec2:1253913	S
chrec2:1102855	S
chrec2:4002909	S
chrec2:4143418	S
chrec2:4088182	S
chrec2:4423998	S
chrec2:2323243	S
chrec2:813656	S
chrec2:2257068	S
chrec2:1679754	S
chrec2:2648325	S
chrec2:3818072	S
chrec2:3799248	S
chrec2:7939	S
chrec2:25295	S
chrec2:791245	S
chrec2:3591740	S
chrec2:762834	S
chrec2:4601755	S
chrec2:3495822	S
chrec2:3477158	S
chrec2:1955325	S
chrec2:34905	S
chrec2:1191157	S
chrec2:396050	S
chrec2:709020	S
chrec2:2809601	S
chrec2:2590159	S
chrec2:3713640	S
chrec2:3234820	S
chrec2:4286127	S
chrec2:1181980	S
chrec2:3924593	S
chrec2:1353760	S
chrec2:4071661	S
chrec2:3491368	S
chrec2:2658949	S
chrec2:3878250	S
chrec2:167347	S
chrec2:4419946	S
chrec2:2972112	S
chrec2:3903056	S
chrec2:2272921	S
chrec2:3573584	S
chrec2:2485291	S
chrec2:3698784	S
chrec2:3894180	S
chrec2:4094741	S
chrec2:2855072	S
chrec2:4239884	S
chrec2:1671483	S
chrec2:3116559	S
chrec2:2306895	S
chrec2:1546062	S
chrec2:489230	S
chrec2:1627592	S
chrec2:3000128	S
chrec2:3745505	S
chrec2:3738428	S
chrec2:4334010	S
chrec2:3611675	S
chrec2:78541	S
chrec2:3011163	S
chrec2:1277997	S
chrec2:1255896	S
chrec2:1959693	S
chrec2:1924225	S
chrec2:981163	S
chrec2:2426307	S
chrec2:4455180	S
chrec2:1469131	S
chrec2:1372684	S
chrec2:4548340	S
chrec2:3329606	S
chrec2:2513995	S
chrec2:2063050	S
chrec2:763462	S
chrec2:1356247	S
chrec2:637793	S
chrec2:268511	S
chrec2:862909	S
chrec2:590564	S
chrec2:2507845	S
chrec2:3587934	S
chrec2:4559478	S
chrec2:4014023	S
chrec2:2357085	S
chrec2:3834467	S
chrec2:2102525	S
chrec2:1672090	S
chrec2:3346451	S
chrec2:507525	S
chrec2:651260	S
chrec2:997501	S
chrec2:4257572	S
chrec2:2683197	S
chrec2:2296275	S
chrec2:3094703	S
chrec2:3614972	S
chrec2:3914644	S
chrec2:1631390	S
chrec2:2548962	S
chrec2:1503309	S
chrec2:629257	S
chrec2:4356207	S
chrec2:2824855	S
chrec2:1362499	S
chrec2:1556704	S
chrec2:3871332	S
chrec2:2872948	S
chrec2:4552032	S
chrec2:3939196	S
chrec2:1573536	S
chrec2:1808011	S
chrec2:814774	S
chrec2:3183564	S
chrec2:3351862	S
chrec2:1939433	S
chrec2:234778	S
chrec2:1668380	S
chrec2:693916	S
chrec2:4464687	S
chrec2:1578244	S
chrec2:4039271	S
chrec2:585925	S
chrec2:2045260	S
chrec2:1045345	S
chrec2:2492461	S
chrec2:4186457	S
chrec2:4475100	S
chrec2:590909	S
chrec2:740758	S
chrec2:1807153	S
chrec2:1347413	S
chrec2:986287	S
chrec2:430234	S
chrec2:4514860	S
chrec2:1103197	S
chrec2:2369500	S
chrec2:4082443	S
chrec2:443029	S
chrec2:91365	S
chrec2:269807	S
chrec2:1713931	S
chrec2:466879	S
chrec2:1903607	S
chrec2:4599834	S
chrec2:2602842	S
chrec2:3084718	S
chrec2:3499857	S
chrec2:3209112	S
chrec2:3962103	S
chrec2:617803	S
chrec2:3953332	S
chrec2:2859392	S
chrec2:3765742	S
chrec2:1646730	S
chrec2:4493551	S
chrec2:1196973	S
chrec2:3368740	S
chrec2:3696830	S
chrec2:2911058	S
chrec2:1019281	S
chrec2:2942632	S
chrec2:4571025	S
chrec2:3372701	S
chrec2:2716144	S
chrec2:1326311	S
chrec2:499213	S
chrec2:4114128	S
chrec2:10505	S
chrec2:3813048	S
chrec2:4233787	S
chrec2:2222853	S
chrec2:1484730	S
chrec2:3273304	S
chrec2:3580390	S
chrec2:3433793	S
chrec2:1046118	S
chrec2:817276	S
chrec2:4373327	S
chrec2:1524866	S
chrec2:4539157	S
chrec2:248947	S
chrec2:2760444	S
chrec2:3517219	S
chrec2:719776	S
chrec2:3764786	S
chrec2:3273126	S
chrec2:1408045	S
chrec2:1523679	S
chrec2:1482561	S
chrec2:4591412	S
chrec2:1787183	S
chrec2:3783600	S
chrec2:92434	S
chrec2:3955337	S
chrec2:710527	S
chrec2:972087	S
chrec2:1850772	S
chrec2:4225716	S
chrec2:915187	S
chrec2:102889	S
chrec2:3352236	S
chrec2:3983547	S
chrec2:3141324	S
chrec2:606576	S
chrec2:3968372	S
chrec2:54746	S
chrec2:4546360	S
chrec2:1568676	S
chrec2:1833833	S
chrec2:3186345	S
chrec2:1325488	S
chrec2:4141107	S
chrec2:3719013	S
chrec2:2034373	S
chrec2:1441004	S
chrec2:4126035	S
chrec2:1708664	S
chrec2:3773112	S
chrec2:2471874	S
chrec2:3723277	S
chrec2:2386728	S
chrec2:1216328	S
chrec2:1046837	S
chrec2:1258138	S
chrec2:2570403	S
chrec2:1275191	S
chrec2:1973991	S
chrec2:70272	S
chrec2:2934989	S
chrec2:3482015	S
chrec2:1679954	S
chrec2:3065791	S
chrec2:1863897	S
chrec2:3621056	S
chrec2:3869169	S
chrec2:2774173	S
chrec2:85451	S
chrec2:3973057	S
chrec2:2847570	S
chrec2:1422396	S
chrec2:4318480	S
chrec2:1995124	S
chrec2:2314934	S
chrec2:868572	S
chrec2:3647946	S
chrec2:3713734	S
chrec2:3635665	S
chrec2:2741130	S
chrec2:1475709	S
chrec2:4237269	S
chrec2:2520896	S
chrec2:1856924	S
chrec2:2035971	S
chrec2:1354074	S
chrec2:3299272	S
chrec2:3058202	S
chrec2:2148952	S
