### ChExMix replication codes
# Codes:
#     X : Event was not called in this condition
#     S : This condition only contains a single replicate
#     D : Called in one replicate or condition as a whole, significant difference detected across some replicates (binomial P-value, same threshold as --q)
#     1 : Called in one replicate or condition as a whole, NO significant difference detected across any replicates
#    >1 : Number of replicates in which binding event is called significant
#
#BindingEvent	SAMPLE
chrec2:2753492	S
chrec2:3831913	S
chrec2:20539	S
chrec2:4117597	S
chrec2:954920	S
chrec2:2714050	S
chrec2:922786	S
chrec2:2409873	S
chrec2:2107354	S
chrec2:2739869	S
chrec2:1852545	S
chrec2:1409738	S
chrec2:2091530	S
chrec2:3189803	S
chrec2:19836	S
chrec2:4612453	S
chrec2:1016012	S
chrec2:3943988	S
chrec2:1649631	S
chrec2:1624301	S
chrec2:2705871	S
chrec2:2817851	S
chrec2:850847	S
chrec2:2753399	S
chrec2:4433514	S
chrec2:2759907	S
chrec2:1893015	S
chrec2:3267095	S
chrec2:2994398	S
chrec2:63363	S
chrec2:2518328	S
chrec2:1789136	S
chrec2:1124216	S
chrec2:1122592	S
chrec2:1413880	S
chrec2:1259431	S
chrec2:3555312	S
chrec2:1093276	S
chrec2:1315419	S
chrec2:3789662	S
chrec2:174983	S
chrec2:2708893	S
chrec2:4265176	S
chrec2:3843459	S
chrec2:75610	S
chrec2:890291	S
chrec2:2058929	S
chrec2:2875213	S
chrec2:1425431	S
chrec2:3508209	S
chrec2:3011077	S
chrec2:400177	S
chrec2:437383	S
chrec2:1811028	S
chrec2:4065472	S
chrec2:1770652	S
chrec2:3873293	S
chrec2:1230390	S
chrec2:142702	S
chrec2:1473030	S
chrec2:3827721	S
chrec2:443874	S
chrec2:650812	S
chrec2:1927828	S
chrec2:192613	S
chrec2:951638	S
chrec2:1932482	S
chrec2:4637386	S
chrec2:2717843	S
chrec2:3786571	S
chrec2:4556197	S
chrec2:1629113	S
chrec2:4016824	S
chrec2:4316206	S
chrec2:4434352	S
chrec2:4211470	S
chrec2:838644	S
chrec2:1270878	S
chrec2:664428	S
chrec2:2975689	S
chrec2:2941956	S
chrec2:1350842	S
chrec2:1629214	S
chrec2:2411298	S
chrec2:4042603	S
chrec2:1706527	S
chrec2:4511729	S
chrec2:4606268	S
chrec2:1032107	S
chrec2:419978	S
chrec2:2689992	S
chrec2:2746581	S
chrec2:425999	S
chrec2:3710995	S
chrec2:4000443	S
chrec2:2837954	S
chrec2:755124	S
chrec2:3384531	S
chrec2:3344539	S
chrec2:2590204	S
chrec2:898910	S
chrec2:3287698	S
chrec2:3401211	S
chrec2:3440384	S
chrec2:2287430	S
chrec2:3971627	S
chrec2:2998580	S
chrec2:315595	S
chrec2:2824264	S
chrec2:418639	S
chrec2:3614779	S
chrec2:904189	S
chrec2:788045	S
chrec2:3535915	S
chrec2:3999663	S
chrec2:1024811	S
chrec2:1488890	S
chrec2:1889777	S
chrec2:2314893	S
chrec2:1295068	S
chrec2:4508195	S
chrec2:3944033	S
chrec2:1081725	S
chrec2:1615001	S
chrec2:519013	S
chrec2:2070396	S
chrec2:1646341	S
chrec2:1994975	S
chrec2:1436817	S
chrec2:474431	S
chrec2:2589544	S
chrec2:916731	S
chrec2:2455233	S
chrec2:1647644	S
chrec2:1472327	S
chrec2:2412176	S
chrec2:2754771	S
chrec2:2173456	S
chrec2:3367518	S
chrec2:2445691	S
chrec2:2518198	S
chrec2:4000425	S
chrec2:400571	S
chrec2:499318	S
chrec2:1953953	S
chrec2:245885	S
chrec2:636523	S
chrec2:407381	S
chrec2:2149777	S
chrec2:1399049	S
chrec2:1716072	S
chrec2:4136398	S
chrec2:4348985	S
chrec2:432209	S
chrec2:236022	S
chrec2:1997898	S
chrec2:234205	S
chrec2:1027473	S
chrec2:1815406	S
chrec2:3328051	S
chrec2:3603619	S
chrec2:1824149	S
chrec2:1213815	S
chrec2:3642206	S
chrec2:3176714	S
chrec2:2776500	S
chrec2:4095229	S
chrec2:2319001	S
chrec2:885346	S
chrec2:2354163	S
chrec2:3327608	S
chrec2:3678824	S
chrec2:4103697	S
chrec2:3374359	S
chrec2:2084870	S
chrec2:3900736	S
chrec2:2964779	S
chrec2:3921310	S
chrec2:3525113	S
chrec2:57161	S
chrec2:1189841	S
chrec2:3827102	S
chrec2:2155454	S
chrec2:2073462	S
chrec2:2516387	S
chrec2:3932542	S
chrec2:4484271	S
chrec2:4511149	S
chrec2:2473572	S
chrec2:1472489	S
chrec2:395558	S
chrec2:1105125	S
chrec2:3502929	S
chrec2:621470	S
chrec2:4331479	S
chrec2:405495	S
chrec2:3078150	S
chrec2:3601418	S
chrec2:2696544	S
chrec2:4103998	S
chrec2:2144405	S
chrec2:3863960	S
chrec2:611882	S
chrec2:1008081	S
chrec2:3088403	S
chrec2:464796	S
chrec2:3189523	S
chrec2:3589711	S
chrec2:3939984	S
chrec2:3181113	S
chrec2:1350653	S
chrec2:3464653	S
chrec2:2822469	S
chrec2:3847420	S
chrec2:2281112	S
chrec2:890408	S
chrec2:1895005	S
chrec2:4371624	S
chrec2:4540919	S
chrec2:391037	S
chrec2:3645885	S
chrec2:2110468	S
chrec2:4154566	S
chrec2:3101561	S
chrec2:1239108	S
chrec2:3189100	S
chrec2:3080374	S
chrec2:4356359	S
chrec2:1094757	S
chrec2:3404695	S
chrec2:4483129	S
chrec2:733885	S
chrec2:2818359	S
chrec2:4028660	S
chrec2:2926508	S
chrec2:3697457	S
chrec2:2319306	S
chrec2:2386239	S
chrec2:4502345	S
chrec2:1214715	S
chrec2:2105038	S
chrec2:1100529	S
chrec2:3655848	S
chrec2:973909	S
chrec2:3293427	S
chrec2:2173892	S
chrec2:926404	S
chrec2:1006926	S
chrec2:946263	S
chrec2:4537047	S
chrec2:2817329	S
chrec2:2736227	S
chrec2:2764867	S
chrec2:3774072	S
chrec2:2233742	S
chrec2:1275883	S
chrec2:4034708	S
chrec2:3326609	S
chrec2:842099	S
chrec2:1087375	S
chrec2:2070647	S
chrec2:21841	S
chrec2:2267167	S
chrec2:990996	S
chrec2:2466429	S
chrec2:955243	S
chrec2:4614033	S
chrec2:842728	S
chrec2:1434895	S
chrec2:435815	S
chrec2:268342	S
chrec2:2584236	S
chrec2:1790101	S
chrec2:485221	S
chrec2:2705802	S
chrec2:202068	S
chrec2:3897856	S
chrec2:3186824	S
chrec2:3195441	S
chrec2:2684234	S
chrec2:4053491	S
chrec2:2750423	S
chrec2:1129354	S
chrec2:3118620	S
chrec2:1719759	S
chrec2:167423	S
chrec2:147576	S
chrec2:3859214	S
chrec2:2140006	S
chrec2:2455168	S
chrec2:2974864	S
chrec2:1850509	S
chrec2:1834112	S
chrec2:392198	S
chrec2:2373857	S
chrec2:20568	S
chrec2:2912481	S
chrec2:3042302	S
chrec2:4163282	S
chrec2:107670	S
chrec2:478572	S
chrec2:1310393	S
chrec2:2291341	S
chrec2:425274	S
chrec2:1804706	S
chrec2:1437352	S
chrec2:907210	S
chrec2:2732943	S
chrec2:2969902	S
chrec2:585015	S
chrec2:3340562	S
chrec2:83732	S
chrec2:2872047	S
chrec2:2549628	S
chrec2:4078929	S
chrec2:3582901	S
chrec2:2926603	S
chrec2:4235232	S
chrec2:1898590	S
chrec2:445915	S
chrec2:1706046	S
chrec2:395587	S
chrec2:2797744	S
chrec2:4604168	S
chrec2:2771950	S
chrec2:3392293	S
chrec2:3128746	S
chrec2:2293762	S
chrec2:2474370	S
chrec2:220066	S
chrec2:689457	S
chrec2:2190274	S
chrec2:4409355	S
chrec2:2236183	S
chrec2:2324580	S
chrec2:567509	S
chrec2:3526779	S
chrec2:455773	S
chrec2:2992023	S
chrec2:1331009	S
chrec2:3709551	S
chrec2:1052423	S
chrec2:4005952	S
chrec2:1895734	S
chrec2:4525100	S
chrec2:1335479	S
chrec2:1823455	S
chrec2:2145367	S
chrec2:603907	S
chrec2:3533879	S
chrec2:2766059	S
chrec2:1635828	S
chrec2:2385341	S
chrec2:2378225	S
chrec2:2461467	S
chrec2:3058006	S
chrec2:4184888	S
chrec2:409277	S
chrec2:2589824	S
chrec2:1241757	S
chrec2:2229117	S
chrec2:3885811	S
chrec2:1079629	S
chrec2:2515521	S
chrec2:1747900	S
chrec2:4525332	S
chrec2:1018263	S
chrec2:3590048	S
chrec2:2643577	S
chrec2:4233922	S
chrec2:405581	S
chrec2:1639554	S
chrec2:257812	S
chrec2:127712	S
chrec2:3838017	S
chrec2:1519331	S
chrec2:1698780	S
chrec2:3233409	S
chrec2:3366559	S
chrec2:743227	S
chrec2:2287309	S
chrec2:3178371	S
chrec2:3363772	S
chrec2:1146517	S
chrec2:2370400	S
chrec2:4359464	S
chrec2:2694375	S
chrec2:4356993	S
chrec2:4087385	S
chrec2:2113431	S
chrec2:3630854	S
chrec2:4237121	S
chrec2:1358824	S
chrec2:2186720	S
chrec2:2717211	S
chrec2:49793	S
chrec2:4132925	S
chrec2:1741589	S
chrec2:563600	S
chrec2:1325457	S
chrec2:932504	S
chrec2:1941946	S
chrec2:2274006	S
chrec2:99364	S
chrec2:3850312	S
chrec2:820282	S
chrec2:3364795	S
chrec2:185970	S
chrec2:3301162	S
chrec2:2091274	S
chrec2:3522193	S
chrec2:2196055	S
chrec2:3031702	S
chrec2:214196	S
chrec2:2412939	S
chrec2:4197271	S
chrec2:2650975	S
chrec2:3389306	S
chrec2:2929688	S
chrec2:3233144	S
chrec2:1681187	S
chrec2:4606241	S
chrec2:1050243	S
chrec2:4508696	S
chrec2:4404904	S
chrec2:10572	S
chrec2:4062192	S
chrec2:2715387	S
chrec2:2535683	S
chrec2:2034485	S
chrec2:3857702	S
chrec2:3571865	S
chrec2:89358	S
chrec2:2651109	S
chrec2:3968083	S
chrec2:1029285	S
chrec2:3171785	S
chrec2:4629536	S
chrec2:1981503	S
chrec2:3847832	S
chrec2:479731	S
chrec2:3367345	S
chrec2:2082853	S
chrec2:455861	S
chrec2:4260098	S
chrec2:2091882	S
chrec2:3336682	S
chrec2:526482	S
chrec2:1653584	S
chrec2:2586109	S
chrec2:4460437	S
chrec2:1502193	S
chrec2:4383688	S
chrec2:2595417	S
chrec2:3983608	S
chrec2:1903466	S
chrec2:4367278	S
chrec2:3295604	S
chrec2:3594635	S
chrec2:3524428	S
chrec2:574962	S
chrec2:4030493	S
chrec2:87979	S
chrec2:3809975	S
chrec2:526982	S
chrec2:2641574	S
chrec2:1290741	S
chrec2:4277599	S
chrec2:2830960	S
chrec2:4559152	S
chrec2:3929829	S
chrec2:1680081	S
chrec2:954061	S
chrec2:2734927	S
chrec2:3483480	S
chrec2:2101876	S
chrec2:2598014	S
chrec2:4281895	S
chrec2:4611068	S
chrec2:1610753	S
chrec2:2406449	S
chrec2:2913648	S
chrec2:4270662	S
chrec2:2307196	S
chrec2:4059596	S
chrec2:2855470	S
chrec2:2518450	S
chrec2:3591581	S
chrec2:1273479	S
chrec2:558997	S
chrec2:3184819	S
chrec2:3342094	S
chrec2:3473760	S
chrec2:2070795	S
chrec2:3326839	S
chrec2:4375137	S
chrec2:3679734	S
chrec2:2311976	S
chrec2:4202415	S
chrec2:3097192	S
chrec2:429792	S
chrec2:1943788	S
chrec2:3853609	S
chrec2:4387098	S
chrec2:3057131	S
chrec2:3086806	S
chrec2:2092069	S
chrec2:1911949	S
chrec2:1910288	S
chrec2:2254143	S
chrec2:4343500	S
chrec2:3983442	S
chrec2:490080	S
chrec2:279111	S
chrec2:3093714	S
chrec2:1600081	S
chrec2:4163918	S
chrec2:2186151	S
chrec2:786048	S
chrec2:4255823	S
chrec2:3841480	S
chrec2:1981389	S
chrec2:2232430	S
chrec2:131324	S
chrec2:3835644	S
chrec2:2207737	S
chrec2:1046091	S
chrec2:1163416	S
chrec2:3439820	S
chrec2:3384149	S
chrec2:2310135	S
chrec2:1756872	S
chrec2:898373	S
chrec2:2815532	S
chrec2:3958320	S
chrec2:151039	S
chrec2:1931449	S
chrec2:191800	S
chrec2:500455	S
chrec2:2468478	S
chrec2:3182293	S
chrec2:2997062	S
chrec2:1278010	S
chrec2:2780005	S
chrec2:778127	S
chrec2:2823030	S
chrec2:4604895	S
chrec2:3631718	S
